instanceId,costs,duration,effective,waiting,offTime
0,1917637.0,105220,101620,3600,0
1,3903395.0,208572,206954,1618,0
2,1856511.0,148194,148194,0,0
3,5468328.0,224134,224134,0,0
4,2242007.0,152269,152269,0,0
5,1601179.0,176558,108726,67832,0
6,2528686.0,237718,170575,67143,0
7,2418847.0,216218,216218,0,0
8,936732.0,116227,54435,61792,0
9,3356448.0,443699,199623,13676,230400
10,2277102.0,128598,95361,33237,0
11,2200017.0,444004,201664,11940,230400
12,5322252.0,439071,208671,0,230400
13,2579692.0,451411,211809,9202,230400
14,2034489.0,389050,151064,7586,230400
15,2024604.0,421296,104690,316606,0
16,1169586.0,386345,77703,308642,0
17,2491746.0,455982,187480,268502,0
18,1143703.0,384544,98547,285997,0
19,3268065.0,396012,129002,36610,230400
20,1542762.0,350209,78094,41715,230400
21,2139198.0,579144,88958,490186,0
22,1301570.0,790665,109851,450414,230400
23,992358.0,291117,83252,207865,0
24,4805367.0,787863,198794,358669,230400
25,1809450.0,503371,231008,272363,0
26,1720430.0,448011,104543,343468,0
27,1900934.0,337913,169964,167949,0
28,3442205.0,479201,182946,296255,0
29,1398571.0,430679,86774,343905,0
30,3242255.0,389679,195400,194279,0
31,4638984.0,366442,194892,171550,0
32,2665202.0,702004,193274,278330,230400
33,2087680.0,272940,188504,84436,0
34,3154698.0,215940,153093,62847,0
35,1625689.0,718580,221587,266593,230400
36,2372308.0,652068,152692,499376,0
37,1767242.0,523746,71295,222051,230400
38,3375074.0,642131,207202,434929,0
39,3092123.0,580446,127168,453278,0
40,3218362.0,726998,248720,478278,0
41,3077531.0,678109,214988,463121,0
42,3212180.0,628093,151723,476370,0
43,1853739.0,662250,127549,534701,0
44,2998455.0,692523,155382,537141,0
45,2368006.0,647787,116877,530910,0
46,1809272.0,677686,115003,562683,0
47,1115598.0,621814,68572,553242,0
48,2246413.0,632262,109962,522300,0
49,2380971.0,961387,242843,488144,230400
50,3333187.0,926463,188779,276884,460800
51,2517627.0,638110,146545,261165,230400
52,3772271.0,916241,163943,291498,460800
53,1443039.0,880941,105695,544846,230400
54,2278074.0,878766,144041,504325,230400
55,2006480.0,978920,78071,900849,0
56,5090590.0,1029478,218962,810516,0
57,3156537.0,989281,235488,753793,0
