caseid,task,start_timestamp,end_timestamp,resource
0,Create Purchase Requisition,2017-08-14 08:00:00.0,2017-08-14 08:22:51.475,Role 1
0,Analyze Purchase Requisition,2017-08-14 08:22:51.475,2017-08-14 08:25:17.643,Role 2
0,Create Request for Quotation,2017-08-14 08:25:17.643,2017-08-14 08:27:50.343,Role 2
0,Analyze Request for Quotation,2017-08-14 08:27:50.343,2017-08-14 08:56:42.814,Role 3
1,Create Purchase Requisition,2017-08-14 09:45:04.934,2017-08-14 09:58:41.747,Role 1
1,Analyze Purchase Requisition,2017-08-14 09:58:41.747,2017-08-14 10:19:37.984,Role 2
1,Create Request for Quotation,2017-08-14 10:19:37.984,2017-08-14 10:21:15.382,Role 2
0,Send Request for Quotation to Supplier,2017-08-14 08:56:42.814,2017-08-14 10:31:10.419,Role 3
1,Analyze Request for Quotation,2017-08-14 10:21:15.382,2017-08-14 10:44:45.453,Role 3
1,Send Request for Quotation to Supplier,2017-08-14 10:44:45.453,2017-08-14 10:52:45.966,Role 3
1,Create Quotation comparison Map,2017-08-14 10:52:45.966,2017-08-14 13:43:40.059,Role 3
0,Create Quotation comparison Map,2017-08-14 10:31:10.419,2017-08-14 14:02:59.124,Role 3
1,Analyze Quotation Comparison Map,2017-08-14 13:43:40.059,2017-08-14 14:12:16.448,Role 1
1,Choose best option,2017-08-14 14:12:16.448,2017-08-14 14:12:16.448,Role 4
0,Analyze Quotation Comparison Map,2017-08-14 14:02:59.124,2017-08-14 14:16:46.458,Role 1
0,Choose best option,2017-08-14 14:16:46.458,2017-08-14 14:16:46.458,Role 4
2,Create Purchase Requisition,2017-08-14 14:03:28.957,2017-08-14 14:34:35.257,Role 1
2,Analyze Purchase Requisition,2017-08-14 14:34:35.257,2017-08-14 14:37:20.209,Role 2
2,Create Request for Quotation,2017-08-14 14:37:20.209,2017-08-14 14:41:05.187,Role 2
2,Analyze Request for Quotation,2017-08-14 14:41:05.187,2017-08-14 15:06:19.224,Role 3
2,Amend Request for Quotation,2017-08-14 15:06:19.224,2017-08-14 15:15:01.982,Role 4
2,Analyze Request for Quotation,2017-08-14 15:15:01.982,2017-08-14 15:37:01.378,Role 3
2,Amend Request for Quotation,2017-08-14 15:37:01.378,2017-08-14 15:47:50.081,Role 4
2,Analyze Request for Quotation,2017-08-14 15:47:50.081,2017-08-14 16:11:46.69,Role 3
2,Send Request for Quotation to Supplier,2017-08-14 16:11:46.69,2017-08-14 16:38:28.223,Role 3
3,Create Purchase Requisition,2017-08-14 17:04:09.486,2017-08-14 17:45:29.499,Role 1
3,Analyze Purchase Requisition,2017-08-14 17:45:29.499,2017-08-14 17:46:45.25,Role 2
3,Create Request for Quotation,2017-08-14 17:46:45.25,2017-08-14 17:48:29.884,Role 2
0,Settle Conditions With Supplier,2017-08-14 14:16:46.458,2017-08-14 20:11:42.974,Role 3
3,Analyze Request for Quotation,2017-08-14 20:11:42.974,2017-08-14 20:40:04.516,Role 3
3,Amend Request for Quotation,2017-08-14 20:40:04.516,2017-08-14 20:49:14.581,Role 4
0,Create Purchase Order,2017-08-14 20:40:04.516,2017-08-14 20:51:49.427,Role 3
2,Create Quotation comparison Map,2017-08-14 16:38:28.223,2017-08-14 20:58:25.049,Role 3
0,Confirm Purchase Order,2017-08-14 20:51:49.427,2017-08-14 21:01:42.212,Role 11
2,Analyze Quotation Comparison Map,2017-08-14 20:58:25.049,2017-08-14 21:15:26.705,Role 1
2,Choose best option,2017-08-14 21:15:26.705,2017-08-14 21:15:26.705,Role 4
3,Analyze Request for Quotation,2017-08-14 20:51:49.427,2017-08-14 21:22:34.823,Role 3
3,Send Request for Quotation to Supplier,2017-08-14 21:22:34.823,2017-08-14 21:50:50.358,Role 3
1,Settle Conditions With Supplier,2017-08-14 14:12:16.448,2017-08-14 22:24:35.054,Role 3
1,Create Purchase Order,2017-08-14 22:24:35.054,2017-08-14 22:33:51.285,Role 3
1,Confirm Purchase Order,2017-08-14 22:33:51.285,2017-08-14 22:45:49.286,Role 11
4,Create Purchase Requisition,2017-08-14 23:04:19.886,2017-08-14 23:32:37.949,Role 1
4,Analyze Purchase Requisition,2017-08-14 23:32:37.949,2017-08-14 23:38:23.083,Role 2
4,Create Request for Quotation,2017-08-14 23:38:23.083,2017-08-14 23:40:02.06,Role 2
3,Create Quotation comparison Map,2017-08-14 21:50:50.358,2017-08-14 23:57:02.167,Role 3
4,Analyze Request for Quotation,2017-08-14 23:40:02.06,2017-08-14 23:58:58.618,Role 3
4,Send Request for Quotation to Supplier,2017-08-14 23:58:58.618,2017-08-15 00:17:17.867,Role 3
3,Analyze Quotation Comparison Map,2017-08-14 23:57:02.167,2017-08-15 00:25:03.177,Role 1
3,Choose best option,2017-08-15 00:25:03.177,2017-08-15 00:25:03.177,Role 4
5,Create Purchase Requisition,2017-08-15 02:19:43.344,2017-08-15 03:02:03.322,Role 1
