type,cost_min,cost_max,cost_median,cost_Q1,cost_Q3,cost_avg,cost_total,time_inUse_min,time_inUse_max,time_inUse_median,time_inUse_Q1,time_inUse_Q3,time_inUse_avg,time_inUse_total,time_available_min,time_available_max,time_available_median,time_available_Q1,time_available_Q3,time_available_avg,time_available_total,time_workload_min,time_workload_max,time_workload_median,time_workload_Q1,time_workload_Q3,time_workload_avg,time_workload_total,instances_instance_0_id,instances_instance_0_cost,instances_instance_0_time_inUse,instances_instance_0_time_available,instances_instance_0_time_workload,instances_instance_1_id,instances_instance_1_cost,instances_instance_1_time_inUse,instances_instance_1_time_available,instances_instance_1_time_workload,instances_instance_2_id,instances_instance_2_cost,instances_instance_2_time_inUse,instances_instance_2_time_available,instances_instance_2_time_workload,instances_instance_3_id,instances_instance_3_cost,instances_instance_3_time_inUse,instances_instance_3_time_available,instances_instance_3_time_workload,instances_instance_4_id,instances_instance_4_cost,instances_instance_4_time_inUse,instances_instance_4_time_available,instances_instance_4_time_workload,instances_instance_5_id,instances_instance_5_cost,instances_instance_5_time_inUse,instances_instance_5_time_available,instances_instance_5_time_workload,instances_instance_6_id,instances_instance_6_cost,instances_instance_6_time_inUse,instances_instance_6_time_available,instances_instance_6_time_workload,instances_instance_7_id,instances_instance_7_cost,instances_instance_7_time_inUse,instances_instance_7_time_available,instances_instance_7_time_workload,instances_instance_8_id,instances_instance_8_cost,instances_instance_8_time_inUse,instances_instance_8_time_available,instances_instance_8_time_workload,instances_instance_9_id,instances_instance_9_cost,instances_instance_9_time_inUse,instances_instance_9_time_available,instances_instance_9_time_workload,instances_instance_10_id,instances_instance_10_cost,instances_instance_10_time_inUse,instances_instance_10_time_available,instances_instance_10_time_workload,instances_instance_11_id,instances_instance_11_cost,instances_instance_11_time_inUse,instances_instance_11_time_available,instances_instance_11_time_workload,instances_instance_12_id,instances_instance_12_cost,instances_instance_12_time_inUse,instances_instance_12_time_available,instances_instance_12_time_workload,instances_instance_13_id,instances_instance_13_cost,instances_instance_13_time_inUse,instances_instance_13_time_available,instances_instance_13_time_workload,instances_instance_14_id,instances_instance_14_cost,instances_instance_14_time_inUse,instances_instance_14_time_available,instances_instance_14_time_workload,instances_instance_15_id,instances_instance_15_cost,instances_instance_15_time_inUse,instances_instance_15_time_available,instances_instance_15_time_workload,instances_instance_16_id,instances_instance_16_cost,instances_instance_16_time_inUse,instances_instance_16_time_available,instances_instance_16_time_workload,instances_instance_17_id,instances_instance_17_cost,instances_instance_17_time_inUse,instances_instance_17_time_available,instances_instance_17_time_workload,instances_instance_18_id,instances_instance_18_cost,instances_instance_18_time_inUse,instances_instance_18_time_available,instances_instance_18_time_workload,instances_instance_19_id,instances_instance_19_cost,instances_instance_19_time_inUse,instances_instance_19_time_available,instances_instance_19_time_workload,instances_instance_20_id,instances_instance_20_cost,instances_instance_20_time_inUse,instances_instance_20_time_available,instances_instance_20_time_workload,instances_instance_21_id,instances_instance_21_cost,instances_instance_21_time_inUse,instances_instance_21_time_available,instances_instance_21_time_workload
Role_10,1.4327712E7,6.140448E7,2.6608608E7,1.6374528E7,6.140448E7,3.4795872E7,2.43571104E8,16036.0,21189.0,20024.0,17340.0,20350.0,19309.714285714286,135168.0,2046816.0,2046816.0,2046816.0,2046816.0,2046816.0,2046816.0,1.4327712E7,0.007834607507465252,0.010352176258149243,0.009782999546612886,0.008471694573425262,0.009942271313102888,0.0094340254745489,0.0660381783218423,ID4882,1.8421344E7,17340,2046816,0.008471694573425262,ID4872,4.5029952E7,20248,2046816,0.009892437815612151,ID0998,1.4327712E7,21189,2046816,0.010352176258149243,ID4528,1.6374528E7,16036,2046816,0.007834607507465252,ID0420,2.6608608E7,20024,2046816,0.009782999546612886,ID3716,6.140448E7,19981,2046816,0.009761991307474634,ID4618,6.140448E7,20350,2046816,0.009942271313102888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_11,1.4327712E7,5.5264032E7,1.8421344E7,1.6374528E7,4.5029952E7,3.0361104E7,1.82166624E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2046816.0,2046816.0,2046816.0,2046816.0,2046816.0,2046816.0,1.2280896E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID4882,1.8421344E7,0,2046816,0.0,ID4355,3.2749056E7,0,2046816,0.0,ID4872,4.5029952E7,0,2046816,0.0,ID0998,1.4327712E7,0,2046816,0.0,ID4528,1.6374528E7,0,2046816,0.0,ID4385,5.5264032E7,0,2046816,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_22,4.2983136E7,4.2983136E7,4.2983136E7,4.2983136E7,4.2983136E7,4.2983136E7,4.2983136E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2046816.0,2046816.0,2046816.0,2046816.0,2046816.0,2046816.0,2046816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID4851,4.2983136E7,0,2046816,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_17,1.4327712E7,6.140448E7,4.093632E7,2.2514976E7,5.11704E7,3.715758276923077E7,4.83048576E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2046816.0,2046816.0,2046816.0,2046816.0,2046816.0,2046816.0,2.6608608E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID0997,4.2983136E7,0,2046816,0.0,ID4219,2.2514976E7,0,2046816,0.0,ID3846,5.3217216E7,0,2046816,0.0,ID4429,5.11704E7,0,2046816,0.0,ID3718,1.4327712E7,0,2046816,0.0,ID4167,6.140448E7,0,2046816,0.0,ID4442,1.6374528E7,0,2046816,0.0,ID4794,4.093632E7,0,2046816,0.0,ID4641,5.11704E7,0,2046816,0.0,ID4622,3.2749056E7,0,2046816,0.0,ID4799,3.6842688E7,0,2046816,0.0,ID4932,1.6374528E7,0,2046816,0.0,ID4132,4.2983136E7,0,2046816,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_15,4093632.0,5.11704E7,1.023408E7,6140448.0,4.2983136E7,2.046816E7,1.4327712E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2046816.0,2046816.0,2046816.0,2046816.0,2046816.0,2046816.0,1.4327712E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID4287,1.023408E7,0,2046816,0.0,ID4873,5.11704E7,0,2046816,0.0,ID0997,4.2983136E7,0,2046816,0.0,ID4326,2.046816E7,0,2046816,0.0,ID4140,8187264.0,0,2046816,0.0,ID4162,4093632.0,0,2046816,0.0,ID0937,6140448.0,0,2046816,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_9,6140448.0,4.5029952E7,1.8421344E7,1.4327712E7,2.8655424E7,2.2142827636363637E7,2.43571104E8,65815.0,132194.0,84275.0,80625.0,94222.0,90326.18181818182,993588.0,2046816.0,2046816.0,2046816.0,2046816.0,2046816.0,2046816.0,2.2514976E7,0.0321548199740475,0.06458518987539671,0.04117370589246908,0.03939044838422213,0.04603344902521771,0.044130093676315714,0.4854310304394729,ID4287,1.023408E7,115189,2046816,0.05627716414176946,ID4882,1.8421344E7,132194,2046816,0.06458518987539671,ID4355,3.2749056E7,84275,2046816,0.04117370589246908,ID4872,4.5029952E7,90613,2046816,0.04427022262870722,ID4445,1.8421344E7,80625,2046816,0.03939044838422213,ID0998,1.4327712E7,73136,2046816,0.03573159482826009,ID4528,1.6374528E7,94222,2046816,0.04603344902521771,ID0420,2.6608608E7,92883,2046816,0.04537926222972656,ID4163,2.6608608E7,65815,2046816,0.0321548199740475,ID4718,2.8655424E7,81172,2046816,0.03965769272860873,ID0937,6140448.0,83464,2046816,0.04077748073104764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_5,6140448.0,6.140448E7,1.023408E7,1.023408E7,2.6608608E7,2.29243392E7,1.14621696E8,935559.0,1047782.0,995813.0,941446.0,1027862.0,989692.4,4948462.0,2046816.0,2046816.0,2046816.0,2046816.0,2046816.0,2046816.0,1.023408E7,0.4570801674405516,0.5119082516454826,0.48651808467395213,0.45995634194768853,0.5021760627237621,0.4835277816862874,2.417638908431437,ID4287,1.023408E7,1047782,2046816,0.5119082516454826,ID4618,6.140448E7,995813,2046816,0.48651808467395213,ID4163,2.6608608E7,935559,2046816,0.4570801674405516,ID4493,1.023408E7,941446,2046816,0.45995634194768853,ID0937,6140448.0,1027862,2046816,0.5021760627237621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_6,4093632.0,5.7310848E7,1.023408E7,4093632.0,4.5029952E7,2.9167128E7,1.16668512E8,248400.0,248400.0,248400.0,248400.0,248400.0,248400.0,993600.0,2046816.0,2046816.0,2046816.0,2046816.0,2046816.0,2046816.0,8187264.0,0.12135922330097088,0.12135922330097088,0.12135922330097088,0.12135922330097088,0.12135922330097088,0.12135922330097088,0.4854368932038835,ID4820,4093632.0,248400,2046816,0.12135922330097088,ID4291,4.5029952E7,248400,2046816,0.12135922330097088,ID4491,5.7310848E7,248400,2046816,0.12135922330097088,ID4493,1.023408E7,248400,2046816,0.12135922330097088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_7,6140448.0,6.140448E7,2.6608608E7,1.023408E7,3.6842688E7,2.68815168E7,4.03222752E8,79276.0,153669.0,133607.0,126913.0,143837.0,131455.26666666666,1971829.0,2046816.0,2046816.0,2046816.0,2046816.0,2046816.0,2046816.0,3.070224E7,0.03873137595172209,0.07507709535200037,0.06527553038475369,0.06200508497099886,0.07027353704485406,0.06422427158409288,0.9633640737613933,ID0998,1.4327712E7,133607,2046816,0.06527553038475369,ID4109,3.4795872E7,144430,2046816,0.07056325531948157,ID4528,1.6374528E7,153669,2046816,0.07507709535200037,ID4618,6.140448E7,131841,2046816,0.0644127268889827,ID0937,6140448.0,133415,2046816,0.06518172615418288,ID4287,1.023408E7,126913,2046816,0.06200508497099886,ID4355,3.2749056E7,143837,2046816,0.07027353704485406,ID4872,4.5029952E7,114460,2046816,0.05592100120382096,ID4445,1.8421344E7,138677,2046816,0.06775254834826384,ID3854,8187264.0,111913,2046816,0.05467662945765521,ID4160,3.6842688E7,127691,2046816,0.06238518753029095,ID0420,2.6608608E7,138075,2046816,0.06745843300032832,ID4163,2.6608608E7,151742,2046816,0.07413563310038616,ID4493,1.023408E7,142283,2046816,0.06951430905367166,ID4385,5.5264032E7,79276,2046816,0.03873137595172209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_8,6140448.0,6.140448E7,2.6608608E7,1.023408E7,5.7310848E7,3.41136E7,3.070224E8,890298.0,969095.0,930450.0,928862.0,935869.0,929296.2222222222,8363666.0,2046816.0,2046816.0,2046816.0,2046816.0,2046816.0,2046816.0,1.8421344E7,0.43496728577458843,0.47346463971358443,0.45458409549270673,0.45380825633569405,0.4572316221878273,0.45402040155159146,4.086183613964323,ID4287,1.023408E7,935869,2046816,0.4572316221878273,ID4167,6.140448E7,928862,2046816,0.45380825633569405,ID4955,4.7076768E7,969095,2046816,0.47346463971358443,ID0420,2.6608608E7,907975,2046816,0.4436036263152135,ID4529,5.7310848E7,890298,2046816,0.43496728577458843,ID4618,6.140448E7,929279,2046816,0.45401198739896503,ID4163,2.6608608E7,930450,2046816,0.45458409549270673,ID4493,1.023408E7,936614,2046816,0.45759560214499007,ID0937,6140448.0,935224,2046816,0.45691649860075356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
