caseid,task,start_timestamp,end_timestamp,resource
0,Create Purchase Requisition,2017-08-14 08:00:00.0,2017-08-14 08:08:09.011,Role 1
0,Analyze Purchase Requisition,2017-08-14 08:08:09.011,2017-08-14 08:10:31.46,Role 2
0,Create Request for Quotation,2017-08-14 08:10:31.46,2017-08-14 08:11:29.98,Role 2
0,Analyze Request for Quotation,2017-08-14 08:11:29.98,2017-08-14 08:23:38.087,Role 3
0,Amend Request for Quotation,2017-08-14 08:23:38.087,2017-08-14 08:37:34.557,Role 1
0,Analyze Request for Quotation,2017-08-14 08:37:34.557,2017-08-14 09:05:01.86,Role 3
0,Send Request for Quotation to Supplier,2017-08-14 09:05:01.86,2017-08-14 09:24:41.346,Role 3
0,Create Quotation comparison Map,2017-08-14 09:24:41.346,2017-08-14 14:47:52.892,Role 3
0,Analyze Quotation Comparison Map,2017-08-14 14:47:52.892,2017-08-14 15:17:05.443,Role 1
0,Choose best option,2017-08-14 15:17:05.443,2017-08-14 15:17:05.443,Role 1
0,Settle Conditions With Supplier,2017-08-14 15:17:05.443,2017-08-14 21:28:39.518,Role 3
0,Create Purchase Order,2017-08-14 21:28:39.518,2017-08-14 21:37:15.81,Role 3
0,Confirm Purchase Order,2017-08-14 21:37:15.81,2017-08-14 21:55:20.176,Role 11
1,Create Purchase Requisition,2017-08-14 23:45:36.073,2017-08-15 00:27:51.48,Role 1
1,Analyze Purchase Requisition,2017-08-15 00:27:51.48,2017-08-15 00:33:00.356,Role 2
1,Create Request for Quotation,2017-08-15 00:33:00.356,2017-08-15 00:36:58.84,Role 2
1,Analyze Request for Quotation,2017-08-15 00:36:58.84,2017-08-15 00:54:11.12,Role 3
1,Amend Request for Quotation,2017-08-15 00:54:11.12,2017-08-15 01:09:55.191,Role 1
1,Analyze Request for Quotation,2017-08-15 01:09:55.191,2017-08-15 01:31:50.097,Role 3
2,Create Purchase Requisition,2017-08-15 01:41:11.972,2017-08-15 01:52:54.593,Role 1
1,Send Request for Quotation to Supplier,2017-08-15 01:31:50.097,2017-08-15 01:57:19.42,Role 3
2,Analyze Purchase Requisition,2017-08-15 01:52:54.593,2017-08-15 02:01:18.652,Role 2
2,Create Request for Quotation,2017-08-15 02:01:18.652,2017-08-15 02:02:37.758,Role 2
2,Analyze Request for Quotation,2017-08-15 02:02:37.758,2017-08-15 02:34:06.698,Role 3
1,Create Quotation comparison Map,2017-08-15 01:57:19.42,2017-08-15 02:35:41.802,Role 3
2,Amend Request for Quotation,2017-08-15 02:34:06.698,2017-08-15 02:40:59.825,Role 1
1,Analyze Quotation Comparison Map,2017-08-15 02:35:41.802,2017-08-15 02:52:41.512,Role 1
1,Choose best option,2017-08-15 02:52:41.512,2017-08-15 02:52:41.512,Role 1
2,Analyze Request for Quotation,2017-08-15 02:40:59.825,2017-08-15 03:00:27.42,Role 3
2,Send Request for Quotation to Supplier,2017-08-15 03:00:27.42,2017-08-15 03:18:20.173,Role 3
3,Create Purchase Requisition,2017-08-15 03:56:42.345,2017-08-15 04:28:08.401,Role 1
3,Analyze Purchase Requisition,2017-08-15 04:28:08.401,2017-08-15 04:38:49.669,Role 2
3,Create Request for Quotation,2017-08-15 04:38:49.669,2017-08-15 04:40:05.423,Role 2
3,Analyze Request for Quotation,2017-08-15 04:40:05.423,2017-08-15 04:54:43.257,Role 3
3,Send Request for Quotation to Supplier,2017-08-15 04:54:43.257,2017-08-15 05:10:59.744,Role 3
4,Create Purchase Requisition,2017-08-15 05:00:23.226,2017-08-15 05:47:33.794,Role 1
4,Analyze Purchase Requisition,2017-08-15 05:47:33.794,2017-08-15 05:50:45.264,Role 2
2,Create Quotation comparison Map,2017-08-15 03:18:20.173,2017-08-15 05:51:26.713,Role 3
4,Create Request for Quotation,2017-08-15 05:50:45.264,2017-08-15 05:52:13.581,Role 2
2,Analyze Quotation Comparison Map,2017-08-15 05:51:26.713,2017-08-15 06:02:46.271,Role 1
2,Choose best option,2017-08-15 06:02:46.271,2017-08-15 06:02:46.271,Role 1
4,Analyze Request for Quotation,2017-08-15 05:52:13.581,2017-08-15 06:13:09.098,Role 3
5,Create Purchase Requisition,2017-08-15 06:42:55.778,2017-08-15 07:27:03.399,Role 1
5,Analyze Purchase Requisition,2017-08-15 07:27:03.399,2017-08-15 07:31:49.011,Role 2
5,Create Request for Quotation,2017-08-15 07:31:49.011,2017-08-15 07:33:15.447,Role 2
3,Create Quotation comparison Map,2017-08-15 05:10:59.744,2017-08-15 10:18:11.518,Role 3
6,Create Purchase Requisition,2017-08-15 09:51:56.646,2017-08-15 10:25:14.973,Role 1
6,Analyze Purchase Requisition,2017-08-15 10:25:14.973,2017-08-15 10:35:57.048,Role 2
6,Create Request for Quotation,2017-08-15 10:35:57.048,2017-08-15 10:36:55.946,Role 2
3,Analyze Quotation Comparison Map,2017-08-15 10:18:11.518,2017-08-15 10:38:40.193,Role 1
3,Choose best option,2017-08-15 10:38:40.193,2017-08-15 10:38:40.193,Role 1
4,Send Request for Quotation to Supplier,2017-08-15 10:18:11.518,2017-08-15 11:05:36.948,Role 3
5,Analyze Request for Quotation,2017-08-15 11:05:36.948,2017-08-15 11:21:54.658,Role 3
5,Amend Request for Quotation,2017-08-15 11:21:54.658,2017-08-15 11:32:12.472,Role 1
6,Analyze Request for Quotation,2017-08-15 11:21:54.658,2017-08-15 11:56:11.752,Role 3
6,Amend Request for Quotation,2017-08-15 11:56:11.752,2017-08-15 12:05:19.209,Role 1
1,Settle Conditions With Supplier,2017-08-15 02:52:41.512,2017-08-15 12:56:41.016,Role 3
4,Create Quotation comparison Map,2017-08-15 12:56:41.016,2017-08-15 16:49:17.364,Role 3
5,Analyze Request for Quotation,2017-08-15 16:49:17.364,2017-08-15 17:04:30.487,Role 3
5,Amend Request for Quotation,2017-08-15 17:04:30.487,2017-08-15 17:08:48.421,Role 1
4,Analyze Quotation Comparison Map,2017-08-15 16:49:17.364,2017-08-15 17:09:54.197,Role 1
4,Choose best option,2017-08-15 17:09:54.197,2017-08-15 17:09:54.197,Role 1
6,Analyze Request for Quotation,2017-08-15 17:04:30.487,2017-08-15 17:12:06.642,Role 3
0,Deliver Goods Services,2017-08-14 21:55:20.176,2017-08-15 17:14:41.597,Role 11
0,Release Purchase Order,2017-08-15 17:14:41.597,2017-08-15 17:15:41.597,Role 1
1,Create Purchase Order,2017-08-15 17:12:06.642,2017-08-15 17:21:42.657,Role 3
5,Analyze Request for Quotation,2017-08-15 17:21:42.657,2017-08-15 17:45:52.283,Role 3
1,Confirm Purchase Order,2017-08-15 17:21:42.657,2017-08-15 17:48:56.604,Role 11
5,Amend Request for Quotation,2017-08-15 17:45:52.283,2017-08-15 17:58:06.299,Role 1
7,Create Purchase Requisition,2017-08-15 17:34:50.759,2017-08-15 18:03:42.251,Role 1
7,Analyze Purchase Requisition,2017-08-15 18:03:42.251,2017-08-15 18:06:36.467,Role 2
7,Create Request for Quotation,2017-08-15 18:06:36.467,2017-08-15 18:08:15.536,Role 2
2,Settle Conditions With Supplier,2017-08-15 06:13:09.098,2017-08-15 19:19:34.436,Role 3
6,Send Request for Quotation to Supplier,2017-08-15 19:19:34.436,2017-08-15 19:35:58.366,Role 3
0,Approve Purchase Order for payment,2017-08-15 19:35:58.366,2017-08-15 19:36:58.366,Role 3
0,Send Invoice,2017-08-15 19:36:58.366,2017-08-15 19:36:58.366,Role 11
0,Release Supplier's Invoice,2017-08-15 19:36:58.366,2017-08-15 19:42:23.057,Role 16
5,Analyze Request for Quotation,2017-08-15 19:36:58.366,2017-08-15 19:53:01.8,Role 3
8,Create Purchase Requisition,2017-08-15 19:35:30.632,2017-08-15 19:55:34.379,Role 1
8,Analyze Purchase Requisition,2017-08-15 19:55:34.379,2017-08-15 19:56:53.378,Role 2
8,Create Request for Quotation,2017-08-15 19:56:53.378,2017-08-15 19:58:45.644,Role 2
5,Amend Request for Quotation,2017-08-15 19:53:01.8,2017-08-15 20:08:05.335,Role 1
0,Settle Dispute With Supplier,2017-08-15 19:42:23.057,2017-08-15 20:09:45.499,Role 16
0,Authorize Supplier's Invoice payment,2017-08-15 20:09:45.499,2017-08-15 20:09:45.499,Role 16
7,Analyze Request for Quotation,2017-08-15 19:53:01.8,2017-08-15 20:15:56.743,Role 3
7,Amend Request for Quotation,2017-08-15 20:15:56.743,2017-08-15 20:16:45.157,Role 1
0,Pay Invoice,2017-08-15 20:09:45.499,2017-08-15 20:20:13.675,Role 16
2,Create Purchase Order,2017-08-15 20:15:56.743,2017-08-15 20:24:49.956,Role 3
2,Confirm Purchase Order,2017-08-15 20:24:49.956,2017-08-15 20:49:37.231,Role 11
6,Create Quotation comparison Map,2017-08-15 20:24:49.956,2017-08-15 21:12:28.714,Role 3
9,Create Purchase Requisition,2017-08-15 21:05:53.608,2017-08-15 21:23:01.918,Role 1
9,Analyze Purchase Requisition,2017-08-15 21:23:01.918,2017-08-15 21:26:05.291,Role 2
9,Create Request for Quotation,2017-08-15 21:26:05.291,2017-08-15 21:27:10.798,Role 2
8,Analyze Request for Quotation,2017-08-15 21:12:28.714,2017-08-15 21:28:38.668,Role 3
6,Analyze Quotation Comparison Map,2017-08-15 21:12:28.714,2017-08-15 21:32:29.313,Role 1
