caseid,resource,processing,waiting,avg_process_time,avg_waiting_time,cycle_time,start_time
0,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[489.011, 142.449, 58.52, 728.107, 836.47, 1647.303, 1179.486, 19391.546, 1752.551, 0.0, 22294.075, 516.292, 1084.366, 69561.421, 60.0, 60.0, 0.0, 324.691, 1642.442, 0.0, 628.176]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8416.769, 0.0, 0.0, 0.0, 0.0, 0.0]",5828.424095238096,400.79852380952383,130813.67500000002,2017-08-14 08:00:00
1,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2535.407, 308.876, 238.484, 1032.28, 944.071, 1314.906, 1529.323, 2302.382, 1019.71, 0.0, 36239.504, 576.015, 1633.947, 130041.113, 60.0, 60.0, 0.0, 351.06, 0.0, 529.398]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15325.626, 0.0, 0.0, 0.0, 38733.517, 0.0, 0.0, 0.0, 0.0]",9035.823799999998,2702.9571499999997,234775.61899999995,2017-08-14 23:45:36.073000
2,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[702.621, 504.059, 79.106, 1888.94, 413.127, 1167.595, 1072.753, 9186.54, 679.558, 0.0, 47185.338, 533.213, 1487.275, 24280.472, 60.0, 60.0, 0.0, 201.908, 0.0, 426.838]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 622.827, 3382.307, 0.0, 0.0, 0.0, 14619.017, 0.0, 0.0, 0.0, 0.0]",4496.46715,931.2075499999999,108553.494,2017-08-15 01:41:11.972000
3,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1886.056, 641.268, 75.754, 877.834, 976.487, 18431.774, 1228.675, 0.0, 40526.964, 392.574, 660.157, 147626.92, 60.0, 60.0, 0.0, 129.005, 0.0, 382.115]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4651.559, 6659.89, 0.0, 0.0, 0.0, 27056.8, 0.0, 0.0, 0.0, 0.0]",11886.421277777778,2131.5693888888886,252323.832,2017-08-15 03:56:42.345000
4,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[2830.568, 191.47, 88.317, 1255.517, 2845.43, 13956.348, 1236.833, 0.0, 26218.31, 488.288, 1629.709, 171266.53, 60.0, 60.0, 0.0, 341.599, 1304.834, 0.0, 798.158]","[0.0, 0.0, 0.0, 0.0, 14702.42, 6664.068, 0.0, 0.0, 2158.086, 1547.972, 0.0, 0.0, 0.0, 10818.932, 25670.326, 0.0, 0.0, 0.0, 0.0]",11819.574263157894,3240.094947368421,286133.71499999997,2017-08-15 05:00:23.226000
5,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2647.621, 285.612, 86.436, 977.71, 617.814, 913.123, 257.934, 1449.626, 734.016, 963.434, 903.535, 798.687, 699.587, 1488.664, 757.333, 21551.159, 1305.701, 0.0, 23169.772, 478.345, 321.471, 65102.196, 60.0, 60.0, 0.0, 361.53, 0.0, 493.421]","[0.0, 0.0, 0.0, 12741.501, 0.0, 19024.892, 0.0, 774.236, 0.0, 5932.067, 0.0, 4833.333, 0.0, 6411.004, 3834.57, 1077.048, 0.0, 0.0, 12551.302, 12226.905, 0.0, 0.0, 0.0, 32799.608, 0.0, 0.0, 0.0, 0.0]",4517.311678571429,4007.3737857142855,238691.19300000003,2017-08-15 06:42:55.778000
6,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1998.327, 642.075, 58.898, 2057.094, 547.457, 456.155, 983.93, 2858.758, 1200.599, 0.0, 47207.777, 776.464, 1598.477, 24829.824, 60.0, 60.0, 0.0, 201.39, 0.0, 569.138]","[0.0, 0.0, 0.0, 2698.712, 0.0, 17951.278, 7647.794, 2931.59, 0.0, 0.0, 3036.633, 23169.772, 0.0, 0.0, 0.0, 9291.1, 8259.136, 0.0, 0.0, 0.0]",4305.31815,3749.30075,161092.378,2017-08-15 09:51:56.646000
7,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[1731.492, 174.216, 99.069, 1374.943, 48.414, 1151.396, 670.524, 1979.065, 807.161, 912.919, 1383.257, 7634.995, 571.801, 0.0, 44231.18, 662.222, 1459.642, 87141.773, 60.0, 60.0, 0.0, 263.681, 1712.233, 0.0, 302.574]","[0.0, 0.0, 0.0, 6286.264, 0.0, 5112.198, 0.0, 6777.335, 0.0, 1302.81, 16917.601, 13018.468, 0.0, 0.0, 22054.647, 35500.72, 0.0, 0.0, 0.0, 23129.957, 68555.208, 0.0, 0.0, 0.0, 0.0]",6177.30228,7946.20832,353087.765,2017-08-15 17:34:50.759000
8,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1203.747, 78.999, 112.266, 969.954, 733.389, 1729.23, 635.053, 16429.313, 651.743, 0.0, 46615.93, 692.09, 1382.483, 83174.561, 60.0, 60.0, 0.0, 352.874, 0.0, 364.641]","[0.0, 0.0, 0.0, 4423.07, 0.0, 5446.659, 4942.647, 1401.207, 0.0, 0.0, 4708.811, 7925.54, 8937.98, 0.0, 0.0, 9811.741, 29055.305, 0.0, 0.0, 0.0]",7762.313650000001,3832.6479999999997,231899.233,2017-08-15 19:35:30.632000
9,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1028.31, 183.373, 65.507, 1317.195, 908.493, 1462.931, 1077.048, 13018.468, 1835.889, 0.0, 46722.486, 633.56, 1660.779, 104651.534, 60.0, 60.0, 0.0, 318.861, 0.0, 754.743]","[0.0, 0.0, 0.0, 2037.953, 0.0, 7201.236, 1149.907, 17633.862, 0.0, 0.0, 6482.806, 8806.728, 6658.357, 0.0, 0.0, 10264.177, 103225.829, 0.0, 0.0, 0.0]",8787.958849999999,8173.042749999999,339220.03199999995,2017-08-15 21:05:53.608000
