instanceId,costs,duration,effective,waiting,offTime
0,60671.0,8449,4083,4366,0
1,17065.0,5080,2151,2929,0
2,95529.0,6430,6430,0,0
3,128722.0,8644,8488,156,0
4,6633.0,2057,1037,1020,0
5,110536.0,9544,7079,2465,0
6,43654.0,5130,3197,1933,0
7,8041.0,1409,1409,0,0
8,93386.0,6921,6921,0,0
9,223118.0,19124,14006,5118,0
10,17250.0,4498,1326,3172,0
11,109248.0,12875,8095,4780,0
12,43341.0,2862,2862,0,0
13,4960.0,619,619,0,0
14,182166.0,11843,11843,0,0
15,19342.0,1783,1783,0,0
16,32586.0,3237,3237,0,0
17,102998.0,6809,6798,11,0
18,5216.0,1427,1377,50,0
19,9603.0,226450,1339,225111,0
20,75456.0,227047,5597,221450,0
21,7505.0,174634,1371,173263,0
22,40147.0,153328,3073,150255,0
23,37316.0,148824,2720,146104,0
24,9654.0,121803,1201,120602,0
25,321891.0,184944,20399,164545,0
26,54095.0,139725,3675,136050,0
27,140046.0,149827,9050,140777,0
28,66294.0,143471,4660,138811,0
29,96544.0,148873,6583,142290,0
30,45400.0,96602,2939,93663,0
31,127786.0,124587,9559,115028,0
32,178635.0,58986,11323,47663,0
33,5008.0,8846,720,8126,0
34,71253.0,32061,5563,26498,0
35,86773.0,6758,5572,1186,0
36,25386.0,6546,3074,3472,0
37,33441.0,2511,2511,0,0
38,20527.0,1988,1988,0,0
39,98945.0,7041,7041,0,0
40,15556.0,1245,1245,0,0
41,13379.0,1138,1138,0,0
42,19464.0,1955,1846,109,0
43,43445.0,3297,3297,0,0
44,37014.0,3004,3004,0,0
45,11088.0,1300,1300,0,0
46,126000.0,8660,8660,0,0
47,11541.0,1864,1864,0,0
48,8356.0,1123,1123,0,0
49,9775.0,225545,982,224563,0
50,40277.0,246976,2878,244098,0
51,53659.0,244136,3867,240269,0
52,200570.0,246998,12937,234061,0
53,8706.0,189698,1157,188541,0
54,2194.0,194125,793,193332,0
55,12964.0,159298,946,158352,0
56,44987.0,156364,3172,153192,0
57,191435.0,170296,12366,157930,0
58,88474.0,155871,5829,150042,0
59,147190.0,170857,9539,161318,0
60,48728.0,162929,5095,157834,0
61,18688.0,28309,2689,25620,0
62,74117.0,4800,4659,141,0
63,3257.0,3923,504,3419,0
64,142819.0,9437,9090,347,0
65,9374.0,2604,1031,1573,0
66,5819.0,944,944,0,0
67,45192.0,3239,2991,248,0
68,173244.0,11819,11479,340,0
69,38172.0,3711,3711,0,0
70,4045.0,894,894,0,0
71,2462.0,275,275,0,0
72,154189.0,13261,10063,3198,0
73,23255.0,7334,1777,5557,0
74,112961.0,11670,7627,4043,0
75,10650.0,1183,1183,0,0
76,5114.0,844,844,0,0
77,58287.0,4260,4260,0,0
