,K-Value,cost_total,flowTime_avg,waiting_avg,time_workload_avg
0,1.0,1.574688714E9,3.376056007111111E7,7.492022385E9,0.23343526329963823
1,2.0,1.057051451E9,1.5790573586666666E7,3.44897903E9,2.1094148421193966
2,3.0,1.065805644E9,1.6128212995555555E7,3.523989719E9,0.29297943349042616
3,4.0,1.066651522E9,1.6120754791111112E7,3.523187557E9,1.9371786890325857
4,5.0,1.111275076E9,1.7328970773333333E7,3.789096138E9,0.37023156435717886
5,6.0,1.110311779E9,1.7324991893333334E7,3.789215608E9,0.4894971442067769
6,7.0,1.06649585E9,1.6120754791111112E7,3.523187557E9,1.9371786890325857
7,8.0,1.056509492E9,1.577194924888889E7,3.445075583E9,0.35043339790103395
8,9.0,1.10035904E9,1.6965298355555557E7,3.707954608E9,1.668510297899424
9,10.0,1.065472161E9,1.6127830666666666E7,3.524621644E9,0.29599656909178085
10,11.0,1.065605906E9,1.6132893195555555E7,3.525042764E9,0.29297943349042616
11,12.0,1.069315109E9,1.6301774186666667E7,3.563299734E9,4.856827322595705
12,13.0,1.111275076E9,1.7328970773333333E7,3.789096138E9,0.37023156435717886
13,14.0,1.068898166E9,1.6302505706666667E7,3.563030291E9,5.932580141446558
14,15.0,1.069031991E9,1.6301774186666667E7,3.563299734E9,4.856827322595705
15,16.0,1.111826142E9,1.733274954222222E7,3.789512333E9,0.375199973841704
16,17.0,1.056917633E9,1.5790541666666666E7,3.448998611E9,2.2877321460526425
17,18.0,1.056142238E9,1.5777454706666667E7,3.446110669E9,0.3548418860179123
18,19.0,1.10035904E9,1.6960166844444446E7,3.706800018E9,1.668510297899424
19,20.0,1.065805644E9,1.6128212995555555E7,3.523989719E9,0.29297943349042616
20,21.0,1.065605906E9,1.6127739537777778E7,3.523883191E9,0.29297943349042616
21,22.0,1.065805644E9,1.6127739537777778E7,3.523883191E9,0.29297943349042616
22,23.0,1.111960002E9,1.7328970773333333E7,3.789096138E9,0.37023156435717886
23,24.0,1.065605906E9,1.6127739537777778E7,3.523883191E9,0.29297943349042616
