instanceId,costs,duration,effective,waiting,offTime
0,677596.0,40252136,287188,39964948,0
1,397674.0,19586063,131657,19224006,230400
2,454278.0,16519541,144544,16374997,0
3,1964404.0,91312900,878422,90204078,230400
4,349554.0,10872085,107377,10764708,0
5,702598.0,57352053,259179,56862474,230400
6,573336.0,48548443,203288,48114755,230400
7,849350.0,63067604,337955,62729649,0
8,1172240.0,68859005,455250,67942955,460800
9,192084.0,15031658,81307,14950351,0
10,1302336.0,84076043,561388,83053855,460800
11,631212.0,48828315,265736,48562579,0
12,1211516.0,82676993,540638,81675555,460800
13,521406.0,29545345,172673,29142272,230400
14,1736190.0,90690605,772555,88996450,921600
15,925302.0,61673697,346931,61096366,230400
16,1763586.0,91306713,827393,90248920,230400
17,468504.0,25376474,132662,25243812,0
18,414992.0,23374864,122656,23252208,0
19,594964.0,35480064,198572,35281492,0
20,284124.0,3381227,59937,3321290,0
21,712998.0,42741951,240099,42271452,230400
22,745996.0,33140915,227193,32452922,460800
23,832426.0,54867802,340793,54527009,0
24,329174.0,33074021,122407,32951614,0
25,442604.0,37229051,145472,37083579,0
26,261737.0,5169058,49486,5119572,0
27,279512.0,1334075,47851,1286224,0
28,362324.0,26411770,103397,26077973,230400
29,774790.0,65688152,290495,65397657,0
30,345105.0,18949718,87670,18862048,0
31,435680.0,31533767,117615,31416152,0
32,486846.0,24838188,162768,24675420,0
33,409252.0,16412522,103896,16308626,0
34,796242.0,68923246,323461,68599785,0
35,258646.0,1846649,52683,1793966,0
36,624594.0,36292392,203677,36088715,0
37,1319464.0,77048553,569312,76479241,0
38,2998026.0,95054717,1425233,93168684,460800
39,328385.0,10758541,74350,10684191,0
40,553464.0,32529668,196792,31872076,460800
41,417991.0,10978280,82433,10895847,0
42,278997.0,11341534,62826,11278708,0
43,236871.0,2443281,46813,2396468,0
44,572534.0,34956413,174827,34781586,0
45,1113976.0,79596968,499568,79097400,0
46,2461012.0,94750632,1159186,93591446,0
47,459480.0,38631446,150150,38481296,0
48,1622146.0,84465736,626113,83148423,691200
49,387636.0,20946426,109838,20836588,0
50,607636.0,51682114,254178,51427936,0
51,2113838.0,93558741,996559,92101382,460800
52,1036784.0,71107770,420432,70456938,230400
53,386592.0,18444580,99176,18115004,230400
54,582582.0,53078186,206661,52410725,460800
55,455784.0,42201134,177922,42023212,0
56,1096004.0,74156548,448442,73477706,230400
57,939310.0,69229508,391975,67915933,921600
58,254994.0,5741241,51162,5690079,0
59,1242522.0,77688481,534721,76923360,230400
60,1108358.0,82489177,507319,81521058,460800
61,621004.0,61694082,264572,61199110,230400
62,756592.0,65330410,312866,64556744,460800
63,377740.0,18972006,93995,18878011,0
64,623258.0,53251215,237369,52553046,460800
65,703638.0,62931943,277069,61963674,691200
66,1076186.0,74313672,456213,73396659,460800
67,524288.0,19288516,128434,18929682,230400
68,263556.0,3629984,58318,3571666,0
69,669008.0,53256045,248074,53007971,0
70,423974.0,29117863,123372,28994491,0
71,516264.0,35593131,152787,35440344,0
72,1018328.0,70047700,426324,69160576,460800
73,858214.0,53542548,284477,53027671,230400
74,286988.0,16702682,73599,16629083,0
75,2356706.0,93547513,1065153,92251960,230400
76,328462.0,13654194,68991,13585203,0
77,452468.0,31842270,151024,31691246,0
78,479858.0,29427858,132139,29295719,0
79,504596.0,29787409,128243,29659166,0
80,727432.0,59511644,282536,59229108,0
81,607529.0,16755339,117217,16638122,0
82,1141692.0,79674704,492966,78951338,230400
83,1173172.0,64173826,381816,63100810,691200
84,1078938.0,68375781,355509,67098672,921600
85,805716.0,72601912,320998,72280914,0
