caseid,resource,processing,waiting,avg_process_time,avg_waiting_time,cycle_time,start_time
0,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[3311.155, 592.864, 156.933, 1556.259, 1620.075, 19839.77, 1676.168, 0.0, 17454.793, 713.925, 611.898, 30541.516, 60.0, 60.0, 0.0, 351.362, 0.0, 767.555]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 564.972, 0.0, 0.0, 0.0, 11796.526, 0.0, 0.0, 0.0, 0.0]",4406.348499999999,686.7498888888889,91675.77099999998,2017-08-14 08:00:00
1,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1496.517, 92.769, 82.3, 1474.27, 527.213, 699.465, 860.792, 1289.189, 1302.278, 16540.203, 494.189, 0.0, 16707.323, 690.23, 1888.25, 169345.463, 60.0, 60.0, 0.0, 391.843, 0.0, 586.557]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2789.305, 0.0, 0.0, 0.0, 0.0, 7447.774, 0.0, 0.0, 0.0]",9754.038681818181,465.32177272727273,224825.93,2017-08-14 08:31:55.725000
2,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1111.335, 72.132, 137.915, 2134.996, 407.384, 1224.451, 968.697, 7048.825, 361.603, 0.0, 48181.821, 501.378, 485.956, 98051.591, 60.0, 60.0, 0.0, 299.482, 0.0, 406.687]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3135.84, 942.327, 0.0, 0.0, 0.0, 8404.142, 24767.904, 0.0, 0.0, 0.0]",8075.7126499999995,1862.5106500000002,198764.46600000001,2017-08-14 14:53:49.528000
3,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1398.444, 1649.074, 128.705, 1961.863, 2789.305, 20994.373, 1114.368, 0.0, 26943.936, 439.984, 1168.421, 125264.975, 60.0, 60.0, 0.0, 231.438, 0.0, 852.848]","[0.0, 0.0, 0.0, 5370.113, 3585.107, 690.23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2755.43, 0.0, 0.0, 0.0]",10280.985222222222,688.9377777777778,197458.614,2017-08-14 16:09:48.927000
4,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[2787.171, 659.443, 58.963, 1535.58, 564.972, 12717.09, 1436.463, 0.0, 33388.498, 429.338, 1208.19, 129096.762, 60.0, 60.0, 0.0, 322.33, 1116.424, 0.0, 529.19]","[0.0, 0.0, 0.0, 4642.678, 4775.311, 713.925, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 93994.302, 0.0, 0.0, 0.0, 0.0]",9787.91652631579,5480.327157894737,290096.63,2017-08-14 16:49:08.871000
5,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2496.633, 297.243, 64.568, 882.327, 722.322, 861.749, 745.588, 1197.205, 828.409, 637.532, 1988.849, 10133.904, 904.657, 0.0, 18514.805, 645.493, 1297.473, 135094.217, 60.0, 60.0, 0.0, 279.871, 0.0, 611.44]","[0.0, 0.0, 0.0, 17235.633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2100.002, 0.0, 0.0, 0.0, 3088.607, 53934.201, 0.0, 0.0, 0.0]",7430.178541666665,3181.6017916666665,254682.72799999997,2017-08-15 03:18:40.450000
6,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2548.6, 426.849, 171.61, 1161.149, 273.106, 601.311, 719.296, 4212.872, 1190.381, 0.0, 39672.595, 621.004, 610.329, 127858.989, 60.0, 60.0, 0.0, 179.132, 0.0, 692.853]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8311.668, 36431.958, 1812.46, 0.0, 5082.275, 35209.186, 0.0, 0.0, 0.0]",9053.0038,4342.37735,267907.623,2017-08-15 09:54:13.380000
7,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[578.3, 302.673, 164.683, 1583.772, 1076.589, 452.595, 1218.31, 20079.772, 910.008, 0.0, 35707.685, 430.647, 1812.46, 131749.333, 60.0, 60.0, 0.0, 147.988, 0.0, 386.406]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1406.383, 0.0, 0.0, 597.942, 1581.422, 8578.242, 26176.913, 0.0, 4555.214, 7714.124, 0.0, 0.0, 0.0]",9836.06105,2530.512,247331.461,2017-08-15 16:05:37.085000
8,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[892.963, 83.229, 62.299, 1406.383, 723.455, 1069.357, 742.023, 1246.844, 727.36, 872.372, 654.06, 1314.002, 328.922, 1599.782, 1507.95, 8311.668, 1578.544, 0.0, 43717.621, 446.522, 1219.361, 107762.63, 60.0, 60.0, 0.0, 286.045, 0.0, 808.407]","[0.0, 0.0, 0.0, 490.877, 0.0, 3988.029, 0.0, 934.115, 0.0, 1461.162, 0.0, 1130.155, 0.0, 1060.168, 2227.966, 323.037, 0.0, 0.0, 510.169, 461.187, 23630.965, 1656.069, 0.0, 11745.787, 15680.726, 88.605, 0.0, 0.0]",6338.63567857143,2335.322035714286,242870.81600000005,2017-08-15 17:09:44.639000
9,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2721.116, 212.359, 92.02, 1030.645, 775.261, 2188.522, 938.107, 1718.48, 1389.09, 19328.724, 1071.689, 0.0, 38702.06, 769.324, 426.674, 107630.978, 60.0, 60.0, 0.0, 260.355, 0.0, 845.764]","[0.0, 0.0, 0.0, 3466.826, 0.0, 1117.076, 0.0, 0.0, 1314.002, 1599.782, 0.0, 0.0, 0.0, 0.0, 24063.193, 1237.682, 0.0, 11809.152, 15740.726, 0.0, 0.0, 0.0]",8191.871272727273,2743.110863636364,240569.60700000002,2017-08-15 17:46:48.910000
10,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2234.505, 836.008, 117.038, 1467.709, 880.968, 925.942, 763.106, 1581.422, 1507.174, 14924.881, 1886.374, 0.0, 16630.227, 676.707, 1237.682, 92930.206, 60.0, 60.0, 0.0, 226.601, 0.0, 769.172]","[0.0, 0.0, 0.0, 6470.288, 0.0, 3988.422, 0.0, 18425.829, 430.647, 0.0, 0.0, 0.0, 97.698, 0.0, 7182.933, 40397.517, 0.0, 9352.026, 120472.305, 0.0, 0.0, 0.0]",6350.714636363637,9400.802954545454,346533.387,2017-08-15 23:51:45.982000
11,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1225.639, 644.474, 90.546, 690.417, 696.613, 1189.669, 1155.905, 2683.946, 1246.916, 0.0, 31946.028, 535.128, 1930.607, 129322.854, 60.0, 60.0, 0.0, 142.797, 0.0, 433.197]","[0.0, 0.0, 0.0, 4432.794, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 81613.014, 3014.337, 0.0, 28329.743, 12195.552, 0.0, 0.0, 0.0]",8702.736799999997,6479.271999999999,303640.1759999999,2017-08-16 13:15:26.468000
