,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,roleID,role_ID,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,,,
0,,0.0,,,11.0,1.0,[32  0  0],['NOT_SET'],Role 1,,Role_1,,DIGITURNO
1,,7.333333333333333,,,6.0,3.0,[ 4 17  4],"['177', '2', '19']",Role 2,,Role_2,,TRIAGE
2,,11.333333333333334,,,3.0,3.0,[ 3 12  3],"['23', 'NOT_SET', '106']",Role 3,,Role_3,,INGRESOADMISION
3,,0.0,,,12.0,1.0,[39  0  0],['NOT_SET'],Role 4,,Role_4,,EGRESOADMISION
4,,13.0,,,7.0,3.0,[2 2 2],"['187', '245', '142']",Role 5,,Role_5,,SALIDAEGRESO
5,,12.333333333333334,,,8.0,3.0,[68 85 68],"['68', '49', '76']",Role 6,,Role_6,,Folio
6,,0.0,,,4.0,1.0,[43  0  0],['NOT_SET'],Role 7,,Role_7,,ATENCIONCONSULTA
7,,0.0,,,0.0,1.0,[40  0  0],['NOT_SET'],Role 8,,Role_8,,SALIDAURGENCIAS
8,,0.0,,,9.0,1.0,[43  0  0],['NOT_SET'],Role 9,,Role_9,,FACTURACIONADMISION
9,,0.0,,,10.0,1.0,[34  0  0],['NOT_SET'],Role 10,,Role_10,,HOSPITALIZACIONADMISION
10,,0.0,,,2.0,1.0,[4 0 0],['NOT_SET'],Role 11,,Role_11,,MUERTEEGRESO
11,,8.0,,,5.0,1.0,[1 0 0],['342'],Role 12,,Role_12,,REGISTROINFURGENCIA
12,,10.0,,,1.0,1.0,[1 0 0],['295'],Role 13,,Role_13,,ANULACIONADMISION
0,,0.0,0.0,20849.0,,,,NOT_SET,Role 1,Role_1,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,7.333333333333333,16.0,3455.0,,,,177,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
2,,7.333333333333333,2.0,8181.0,,,,2,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
3,,7.333333333333333,4.0,1171.0,,,,19,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
4,,11.333333333333334,16.0,0.0,,,,23,Role 3,Role_3,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
5,,11.333333333333334,0.0,20849.0,,,,NOT_SET,Role 3,Role_3,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
6,,11.333333333333334,18.0,0.0,,,,106,Role 3,Role_3,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
7,,0.0,0.0,20849.0,,,,NOT_SET,Role 4,Role_4,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
8,,13.0,17.0,0.0,,,,187,Role 5,Role_5,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
9,,13.0,15.0,0.0,,,,245,Role 5,Role_5,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
10,,13.0,7.0,0.0,,,,142,Role 5,Role_5,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
11,,12.333333333333334,19.0,55534.0,,,,68,Role 6,Role_6,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
12,,12.333333333333334,6.0,96877.0,,,,49,Role 6,Role_6,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
13,,12.333333333333334,12.0,61882.0,,,,76,Role 6,Role_6,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
14,,0.0,0.0,20849.0,,,,NOT_SET,Role 7,Role_7,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
15,,0.0,0.0,20849.0,,,,NOT_SET,Role 8,Role_8,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
16,,0.0,0.0,20849.0,,,,NOT_SET,Role 9,Role_9,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
17,,0.0,0.0,20849.0,,,,NOT_SET,Role 10,Role_10,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
18,,0.0,0.0,20849.0,,,,NOT_SET,Role 11,Role_11,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
19,,8.0,8.0,0.0,,,,342,Role 12,Role_12,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
20,,10.0,10.0,0.0,,,,295,Role 13,Role_13,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
