caseid,task,start_timestamp,end_timestamp,resource
0,Create Purchase Requisition,2017-08-14 08:00:00.0,2017-08-14 08:17:47.994,Role 1
0,Analyze Purchase Requisition,2017-08-14 08:17:47.994,2017-08-14 08:29:06.233,Role 3
0,Create Request for Quotation,2017-08-14 08:29:06.233,2017-08-14 08:46:24.817,Role 3
0,Analyze Request for Quotation,2017-08-14 08:46:24.817,2017-08-14 09:02:07.717,Role 4
0,Amend Request for Quotation,2017-08-14 09:02:07.717,2017-08-14 09:12:54.296,Role 1
0,Analyze Request for Quotation,2017-08-14 09:12:54.296,2017-08-14 09:35:41.493,Role 4
0,Send Request for Quotation to Supplier,2017-08-14 09:35:41.493,2017-08-14 09:59:30.915,Role 4
1,Create Purchase Requisition,2017-08-14 11:14:05.052,2017-08-14 11:34:46.616,Role 1
1,Analyze Purchase Requisition,2017-08-14 11:34:46.616,2017-08-14 11:35:51.583,Role 3
1,Create Request for Quotation,2017-08-14 11:35:51.583,2017-08-14 11:38:19.363,Role 3
1,Analyze Request for Quotation,2017-08-14 11:38:19.363,2017-08-14 11:54:08.033,Role 4
1,Amend Request for Quotation,2017-08-14 11:54:08.033,2017-08-14 12:02:39.579,Role 1
1,Analyze Request for Quotation,2017-08-14 12:02:39.579,2017-08-14 12:03:29.081,Role 4
1,Amend Request for Quotation,2017-08-14 12:03:29.081,2017-08-14 12:16:15.962,Role 1
1,Analyze Request for Quotation,2017-08-14 12:16:15.962,2017-08-14 12:30:47.053,Role 4
1,Amend Request for Quotation,2017-08-14 12:30:47.053,2017-08-14 12:49:55.037,Role 1
1,Analyze Request for Quotation,2017-08-14 12:49:55.037,2017-08-14 13:16:41.56,Role 4
1,Amend Request for Quotation,2017-08-14 13:16:41.56,2017-08-14 13:27:09.987,Role 1
2,Create Purchase Requisition,2017-08-14 12:54:53.284,2017-08-14 13:32:28.207,Role 1
2,Analyze Purchase Requisition,2017-08-14 13:32:28.207,2017-08-14 13:40:31.625,Role 3
2,Create Request for Quotation,2017-08-14 13:40:31.625,2017-08-14 13:42:40.167,Role 3
1,Analyze Request for Quotation,2017-08-14 13:27:09.987,2017-08-14 13:49:24.397,Role 4
2,Analyze Request for Quotation,2017-08-14 13:42:40.167,2017-08-14 14:00:27.122,Role 4
4,Create Purchase Requisition,2017-08-14 13:49:57.917,2017-08-14 14:10:50.23,Role 1
