caseid,task,start_timestamp,end_timestamp,resource
0,Create Purchase Requisition,2017-08-14 08:00:00.0,2017-08-14 08:14:45.359,Role 1
0,Analyze Purchase Requisition,2017-08-14 08:14:45.359,2017-08-14 08:17:40.02,Role 3
0,Create Request for Quotation,2017-08-14 08:17:40.02,2017-08-14 08:19:53.78,Role 3
2,Create Purchase Requisition,2017-08-14 08:22:21.496,2017-08-14 08:41:07.903,Role 1
0,Analyze Request for Quotation,2017-08-14 08:19:53.78,2017-08-14 08:43:54.926,Role 4
2,Analyze Purchase Requisition,2017-08-14 08:41:07.903,2017-08-14 08:45:50.117,Role 3
1,Create Purchase Requisition,2017-08-14 08:02:22.396,2017-08-14 08:47:16.986,Role 1
2,Create Request for Quotation,2017-08-14 08:45:50.117,2017-08-14 08:48:17.815,Role 3
1,Analyze Purchase Requisition,2017-08-14 08:47:16.986,2017-08-14 08:50:11.85,Role 3
1,Create Request for Quotation,2017-08-14 08:50:11.85,2017-08-14 08:52:02.5,Role 3
0,Send Request for Quotation to Supplier,2017-08-14 08:43:54.926,2017-08-14 09:01:36.758,Role 4
2,Analyze Request for Quotation,2017-08-14 08:48:17.815,2017-08-14 09:13:14.173,Role 4
1,Analyze Request for Quotation,2017-08-14 08:52:02.5,2017-08-14 09:21:51.619,Role 4
2,Amend Request for Quotation,2017-08-14 09:13:14.173,2017-08-14 09:27:29.379,Role 1
1,Send Request for Quotation to Supplier,2017-08-14 09:21:51.619,2017-08-14 09:36:22.689,Role 4
2,Analyze Request for Quotation,2017-08-14 09:27:29.379,2017-08-14 09:42:58.273,Role 4
2,Send Request for Quotation to Supplier,2017-08-14 09:42:58.273,2017-08-14 09:59:43.542,Role 4
1,Create Quotation comparison Map,2017-08-14 09:36:22.689,2017-08-14 11:46:13.857,Role 4
3,Create Purchase Requisition,2017-08-14 10:58:13.211,2017-08-14 11:46:58.087,Role 1
0,Create Quotation comparison Map,2017-08-14 09:01:36.758,2017-08-14 11:52:55.456,Role 4
3,Analyze Purchase Requisition,2017-08-14 11:46:58.087,2017-08-14 11:57:28.156,Role 3
3,Create Request for Quotation,2017-08-14 11:57:28.156,2017-08-14 12:00:47.7,Role 3
1,Analyze Quotation Comparison Map,2017-08-14 11:46:13.857,2017-08-14 12:04:51.177,Role 1
1,Choose best option,2017-08-14 12:04:51.177,2017-08-14 12:04:51.177,Role 1
0,Analyze Quotation Comparison Map,2017-08-14 11:52:55.456,2017-08-14 12:10:31.424,Role 1
0,Choose best option,2017-08-14 12:10:31.424,2017-08-14 12:10:31.424,Role 1
3,Analyze Request for Quotation,2017-08-14 12:00:47.7,2017-08-14 12:24:36.282,Role 4
3,Amend Request for Quotation,2017-08-14 12:24:36.282,2017-08-14 12:34:38.542,Role 1
2,Create Quotation comparison Map,2017-08-14 09:59:43.542,2017-08-14 15:00:33.499,Role 4
3,Analyze Request for Quotation,2017-08-14 15:00:33.499,2017-08-14 15:13:37.119,Role 4
3,Amend Request for Quotation,2017-08-14 15:13:37.119,2017-08-14 15:19:17.955,Role 1
2,Analyze Quotation Comparison Map,2017-08-14 15:00:33.499,2017-08-14 15:33:53.412,Role 1
2,Choose best option,2017-08-14 15:33:53.412,2017-08-14 15:33:53.412,Role 1
3,Analyze Request for Quotation,2017-08-14 15:19:17.955,2017-08-14 15:51:22.702,Role 4
3,Amend Request for Quotation,2017-08-14 15:51:22.702,2017-08-14 16:00:02.529,Role 1
4,Create Purchase Requisition,2017-08-14 19:28:49.848,2017-08-14 20:22:36.181,Role 1
4,Analyze Purchase Requisition,2017-08-14 20:22:36.181,2017-08-14 20:24:04.405,Role 3
4,Create Request for Quotation,2017-08-14 20:24:04.405,2017-08-14 20:25:32.788,Role 3
5,Create Purchase Requisition,2017-08-14 20:24:19.055,2017-08-14 21:08:56.792,Role 1
5,Analyze Purchase Requisition,2017-08-14 21:08:56.792,2017-08-14 21:09:32.309,Role 3
0,Settle Conditions With Supplier,2017-08-14 12:24:36.282,2017-08-14 21:10:44.792,Role 4
5,Create Request for Quotation,2017-08-14 21:09:32.309,2017-08-14 21:12:15.311,Role 3
3,Analyze Request for Quotation,2017-08-14 21:10:44.792,2017-08-14 21:29:26.145,Role 4
4,Analyze Request for Quotation,2017-08-14 21:29:26.145,2017-08-14 21:50:35.976,Role 4
0,Create Purchase Order,2017-08-14 21:50:35.976,2017-08-14 22:03:15.09,Role 4
1,Settle Conditions With Supplier,2017-08-14 12:04:51.177,2017-08-14 22:22:49.933,Role 4
5,Analyze Request for Quotation,2017-08-14 22:03:15.09,2017-08-14 22:29:49.417,Role 4
0,Confirm Purchase Order,2017-08-14 22:03:15.09,2017-08-14 22:34:34.259,Role 2
3,Send Request for Quotation to Supplier,2017-08-14 22:22:49.933,2017-08-14 22:36:04.079,Role 4
1,Create Purchase Order,2017-08-14 22:36:04.079,2017-08-14 22:47:01.363,Role 4
1,Confirm Purchase Order,2017-08-14 22:47:01.363,2017-08-14 22:56:51.189,Role 2
5,Send Request for Quotation to Supplier,2017-08-14 22:47:01.363,2017-08-14 23:11:13.156,Role 4
4,Send Request for Quotation to Supplier,2017-08-14 22:29:49.417,2017-08-14 23:29:02.505,Role 4
5,Create Quotation comparison Map,2017-08-14 23:29:02.505,2017-08-15 01:41:23.892,Role 4
3,Create Quotation comparison Map,2017-08-14 23:11:13.156,2017-08-15 01:42:33.763,Role 4
3,Analyze Quotation Comparison Map,2017-08-15 01:42:33.763,2017-08-15 01:51:33.79,Role 1
3,Choose best option,2017-08-15 01:51:33.79,2017-08-15 01:51:33.79,Role 1
5,Analyze Quotation Comparison Map,2017-08-15 01:41:23.892,2017-08-15 02:00:39.472,Role 1
5,Choose best option,2017-08-15 02:00:39.472,2017-08-15 02:00:39.472,Role 1
6,Create Purchase Requisition,2017-08-15 02:42:28.609,2017-08-15 02:52:02.105,Role 1
6,Analyze Purchase Requisition,2017-08-15 02:52:02.105,2017-08-15 03:01:24.664,Role 3
6,Create Request for Quotation,2017-08-15 03:01:24.664,2017-08-15 03:03:28.888,Role 3
2,Settle Conditions With Supplier,2017-08-14 15:51:22.702,2017-08-15 03:51:02.506,Role 4
4,Create Quotation comparison Map,2017-08-15 01:41:23.892,2017-08-15 05:47:15.357,Role 4
4,Analyze Quotation Comparison Map,2017-08-15 05:47:15.357,2017-08-15 05:54:54.131,Role 1
4,Choose best option,2017-08-15 05:54:54.131,2017-08-15 05:54:54.131,Role 1
6,Analyze Request for Quotation,2017-08-15 05:47:15.357,2017-08-15 06:15:12.234,Role 4
6,Amend Request for Quotation,2017-08-15 06:15:12.234,2017-08-15 06:24:51.914,Role 1
2,Create Purchase Order,2017-08-15 06:15:12.234,2017-08-15 06:27:56.213,Role 4
2,Confirm Purchase Order,2017-08-15 06:27:56.213,2017-08-15 06:43:33.806,Role 2
3,Settle Conditions With Supplier,2017-08-15 01:51:33.79,2017-08-15 06:53:38.469,Role 4
6,Analyze Request for Quotation,2017-08-15 06:53:38.469,2017-08-15 07:15:59.018,Role 4
3,Create Purchase Order,2017-08-15 07:15:59.018,2017-08-15 07:24:59.453,Role 4
3,Confirm Purchase Order,2017-08-15 07:24:59.453,2017-08-15 07:30:41.199,Role 2
6,Send Request for Quotation to Supplier,2017-08-15 07:24:59.453,2017-08-15 07:44:56.43,Role 4
7,Create Purchase Requisition,2017-08-15 06:58:51.375,2017-08-15 07:50:39.328,Role 1
7,Analyze Purchase Requisition,2017-08-15 07:50:39.328,2017-08-15 07:54:41.264,Role 3
7,Create Request for Quotation,2017-08-15 07:54:41.264,2017-08-15 07:56:37.846,Role 3
6,Create Quotation comparison Map,2017-08-15 07:44:56.43,2017-08-15 09:11:08.339,Role 4
6,Analyze Quotation Comparison Map,2017-08-15 09:11:08.339,2017-08-15 09:31:25.832,Role 1
6,Choose best option,2017-08-15 09:31:25.832,2017-08-15 09:31:25.832,Role 1
7,Analyze Request for Quotation,2017-08-15 09:11:08.339,2017-08-15 09:46:24.145,Role 4
7,Amend Request for Quotation,2017-08-15 09:46:24.145,2017-08-15 09:52:18.124,Role 1
5,Settle Conditions With Supplier,2017-08-15 03:51:02.506,2017-08-15 13:55:31.528,Role 4
7,Analyze Request for Quotation,2017-08-15 13:55:31.528,2017-08-15 14:04:35.481,Role 4
5,Create Purchase Order,2017-08-15 14:04:35.481,2017-08-15 14:17:16.664,Role 4
7,Amend Request for Quotation,2017-08-15 14:04:35.481,2017-08-15 14:20:27.498,Role 1
5,Confirm Purchase Order,2017-08-15 14:17:16.664,2017-08-15 14:24:29.718,Role 2
7,Analyze Request for Quotation,2017-08-15 14:20:27.498,2017-08-15 14:32:17.925,Role 4
7,Send Request for Quotation to Supplier,2017-08-15 14:32:17.925,2017-08-15 14:53:41.681,Role 4
8,Create Purchase Requisition,2017-08-15 17:48:06.957,2017-08-15 18:16:48.965,Role 1
8,Analyze Purchase Requisition,2017-08-15 18:16:48.965,2017-08-15 18:26:30.423,Role 3
8,Create Request for Quotation,2017-08-15 18:26:30.423,2017-08-15 18:28:22.297,Role 3
7,Create Quotation comparison Map,2017-08-15 14:53:41.681,2017-08-15 18:34:38.141,Role 4
7,Analyze Quotation Comparison Map,2017-08-15 18:34:38.141,2017-08-15 19:06:39.613,Role 1
7,Choose best option,2017-08-15 19:06:39.613,2017-08-15 19:06:39.613,Role 1
8,Analyze Request for Quotation,2017-08-15 18:34:38.141,2017-08-15 19:14:05.031,Role 4
5,Deliver Goods Services,2017-08-15 14:24:29.718,2017-08-15 19:25:54.26,Role 2
5,Release Purchase Order,2017-08-15 19:25:54.26,2017-08-15 19:26:54.26,Role 1
4,Settle Conditions With Supplier,2017-08-15 06:27:56.213,2017-08-15 20:19:57.371,Role 4
8,Send Request for Quotation to Supplier,2017-08-15 20:19:57.371,2017-08-15 20:39:47.174,Role 4
