caseid,resource,processing,waiting,avg_process_time,avg_waiting_time,cycle_time,start_time
0,"['Role 1', 'Role 3', 'Role 3', 'Role 4', 'Role 4', 'Role 4', 'Role 1', 'Role 1', 'Role 4', 'Role 4', 'Role 2', 'Role 2', 'Role 1', 'Role 4', 'Role 2', 'Role 5', 'Role 5', 'Role 5', 'Role 5']","[2778.71, 387.163, 86.905, 807.02, 771.199, 11089.672, 1055.035, 0.0, 52058.42, 480.923, 1262.421, 98095.159, 60.0, 60.0, 0.0, 278.674, 999.996, 0.0, 461.856]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7697.743, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8985.955421052635,405.14436842105266,178430.89600000004,2017-08-14 08:00:00
1,"['Role 1', 'Role 3', 'Role 3', 'Role 4', 'Role 1', 'Role 4', 'Role 1', 'Role 4', 'Role 4', 'Role 4', 'Role 1', 'Role 1', 'Role 4', 'Role 4', 'Role 2', 'Role 2', 'Role 1', 'Role 4', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[3057.23, 192.731, 107.273, 1029.053, 424.158, 1184.84, 945.377, 2178.722, 1246.448, 20983.914, 625.477, 0.0, 45616.754, 513.233, 1121.406, 21397.167, 60.0, 60.0, 0.0, 182.425, 0.0, 260.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4599.373090909092,0.0,101186.20800000001,2017-08-14 11:54:04.829000
2,"['Role 1', 'Role 3', 'Role 3', 'Role 4', 'Role 1', 'Role 4', 'Role 1', 'Role 4', 'Role 1', 'Role 4', 'Role 4', 'Role 4', 'Role 1', 'Role 1', 'Role 4', 'Role 4', 'Role 2', 'Role 2', 'Role 1', 'Role 4', 'Role 2', 'Role 5', 'Role 5', 'Role 5', 'Role 5']","[1553.715, 227.005, 128.523, 1394.387, 691.493, 270.944, 588.553, 2548.281, 709.482, 1814.432, 1892.98, 19113.246, 541.283, 0.0, 29469.286, 591.021, 621.339, 157665.987, 60.0, 60.0, 0.0, 212.923, 1215.689, 0.0, 267.716]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1292.176, 3309.059, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8865.5314,184.04940000000002,226239.51999999996,2017-08-14 19:26:37.591000
3,"['Role 1', 'Role 3', 'Role 3', 'Role 4', 'Role 4', 'Role 4', 'Role 1', 'Role 1', 'Role 4', 'Role 4', 'Role 2', 'Role 2', 'Role 1', 'Role 4', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[3399.508, 94.62, 83.0, 1292.176, 3309.059, 8923.665, 867.268, 0.0, 18963.541, 686.843, 1336.233, 131332.087, 60.0, 60.0, 0.0, 352.935, 0.0, 863.338]","[0.0, 0.0, 0.0, 891.569, 1892.98, 11415.503, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9534.681833333332,788.8917777777777,185824.32499999998,2017-08-14 20:57:35.709000
4,"['Role 1', 'Role 3', 'Role 3', 'Role 4', 'Role 1', 'Role 4', 'Role 4', 'Role 4', 'Role 1', 'Role 1', 'Role 4', 'Role 4', 'Role 2', 'Role 2', 'Role 1', 'Role 4', 'Role 2', 'Role 5', 'Role 5', 'Role 5', 'Role 5']","[1956.078, 488.82, 109.335, 1243.574, 570.256, 2122.246, 677.783, 7104.171, 888.791, 0.0, 20722.276, 504.545, 1925.485, 41174.092, 60.0, 60.0, 0.0, 396.875, 1487.123, 0.0, 336.887]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3896.587476190476,0.0,81828.337,2017-08-15 10:42:57.250000
5,"['Role 1', 'Role 3', 'Role 3', 'Role 4', 'Role 1', 'Role 4', 'Role 4', 'Role 4', 'Role 1', 'Role 1', 'Role 4', 'Role 4', 'Role 2', 'Role 2', 'Role 1', 'Role 4', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[1057.714, 48.336, 147.029, 1196.977, 636.412, 1825.153, 1314.245, 13681.221, 1057.677, 0.0, 26019.171, 680.132, 1490.768, 70926.428, 60.0, 60.0, 0.0, 290.545, 0.0, 492.762]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",6049.228499999999,0.0,120984.56999999999,2017-08-15 11:06:25.149000
6,"['Role 1', 'Role 3', 'Role 3', 'Role 4', 'Role 1', 'Role 4', 'Role 1', 'Role 4', 'Role 1', 'Role 4', 'Role 4', 'Role 4', 'Role 1', 'Role 1', 'Role 4', 'Role 4', 'Role 2', 'Role 2', 'Role 1', 'Role 4', 'Role 2', 'Role 5', 'Role 5', 'Role 5', 'Role 5']","[1549.572, 186.834, 85.135, 1117.742, 389.751, 1781.671, 799.064, 1452.773, 732.549, 1473.645, 1336.583, 9035.239, 639.669, 0.0, 51204.735, 472.368, 1623.556, 124803.347, 60.0, 60.0, 0.0, 217.371, 1962.074, 0.0, 872.474]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8074.246079999999,0.0,201856.15199999997,2017-08-15 21:19:03.546000
7,"['Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 4', 'Role 4', 'Role 4', 'Role 1', 'Role 1', 'Role 4', 'Role 4', 'Role 2', 'Role 2', 'Role 1', 'Role 4', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[1913.294, 162.705, 1453.027, 362.947, 147.447, 931.745, 2268.274, 3458.709, 1429.936, 0.0, 39865.194, 398.055, 1198.588, 93178.149, 60.0, 60.0, 0.0, 232.616, 0.0, 283.704]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",7370.219500000001,0.0,147404.39,2017-08-16 07:45:15.230000
8,"['Role 1', 'Role 3', 'Role 3', 'Role 4', 'Role 1', 'Role 4', 'Role 1', 'Role 4', 'Role 1', 'Role 4', 'Role 1', 'Role 4', 'Role 4', 'Role 4', 'Role 1', 'Role 1', 'Role 4', 'Role 4', 'Role 2', 'Role 2', 'Role 1', 'Role 4', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[552.7, 45.444, 64.301, 1889.751, 447.499, 1476.165, 1168.237, 1749.983, 346.288, 1428.284, 1106.821, 943.753, 1049.957, 5141.74, 521.976, 0.0, 28815.832, 561.462, 1467.093, 84969.371, 60.0, 60.0, 0.0, 322.129, 0.0, 577.987]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5183.337423076922,0.0,134766.773,2017-08-16 11:14:55.194000
9,"['Role 1', 'Role 3', 'Role 3', 'Role 4', 'Role 1', 'Role 4', 'Role 4', 'Role 4', 'Role 1', 'Role 1', 'Role 4', 'Role 4', 'Role 2', 'Role 2', 'Role 1', 'Role 4', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[2991.378, 211.104, 166.203, 1351.568, 749.726, 1564.597, 897.26, 5485.53, 1001.84, 0.0, 21444.846, 488.832, 684.406, 123426.276, 60.0, 60.0, 0.0, 205.123, 0.0, 569.579]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10038.895, 0.0, 0.0, 0.0, 0.0]",8067.9133999999995,501.94475,171397.16299999997,2017-08-17 09:45:14.312000
