caseid,task,start_timestamp,end_timestamp,resource
0,Create Purchase Requisition,2017-08-14 08:00:00.0,2017-08-14 08:46:18.71,Role 1
0,Analyze Purchase Requisition,2017-08-14 08:46:18.71,2017-08-14 08:52:45.873,Role 3
0,Create Request for Quotation,2017-08-14 08:52:45.873,2017-08-14 08:54:12.778,Role 3
0,Analyze Request for Quotation,2017-08-14 08:54:12.778,2017-08-14 09:07:39.798,Role 4
0,Send Request for Quotation to Supplier,2017-08-14 09:07:39.798,2017-08-14 09:20:30.997,Role 4
0,Create Quotation comparison Map,2017-08-14 09:20:30.997,2017-08-14 12:25:20.669,Role 4
0,Analyze Quotation Comparison Map,2017-08-14 12:25:20.669,2017-08-14 12:42:55.704,Role 1
0,Choose best option,2017-08-14 12:42:55.704,2017-08-14 12:42:55.704,Role 1
1,Create Purchase Requisition,2017-08-14 11:54:04.829,2017-08-14 12:45:02.059,Role 1
1,Analyze Purchase Requisition,2017-08-14 12:45:02.059,2017-08-14 12:48:14.79,Role 3
1,Create Request for Quotation,2017-08-14 12:48:14.79,2017-08-14 12:50:02.063,Role 3
1,Analyze Request for Quotation,2017-08-14 12:50:02.063,2017-08-14 13:07:11.116,Role 4
1,Amend Request for Quotation,2017-08-14 13:07:11.116,2017-08-14 13:14:15.274,Role 1
1,Analyze Request for Quotation,2017-08-14 13:14:15.274,2017-08-14 13:34:00.114,Role 4
1,Amend Request for Quotation,2017-08-14 13:34:00.114,2017-08-14 13:49:45.491,Role 1
1,Analyze Request for Quotation,2017-08-14 13:49:45.491,2017-08-14 14:26:04.213,Role 4
1,Send Request for Quotation to Supplier,2017-08-14 14:26:04.213,2017-08-14 14:46:50.661,Role 4
2,Create Purchase Requisition,2017-08-14 19:26:37.591,2017-08-14 19:52:31.306,Role 1
2,Analyze Purchase Requisition,2017-08-14 19:52:31.306,2017-08-14 19:56:18.311,Role 3
2,Create Request for Quotation,2017-08-14 19:56:18.311,2017-08-14 19:58:26.834,Role 3
2,Analyze Request for Quotation,2017-08-14 19:58:26.834,2017-08-14 20:21:41.221,Role 4
2,Amend Request for Quotation,2017-08-14 20:21:41.221,2017-08-14 20:33:12.714,Role 1
1,Create Quotation comparison Map,2017-08-14 14:46:50.661,2017-08-14 20:36:34.575,Role 4
2,Analyze Request for Quotation,2017-08-14 20:33:12.714,2017-08-14 20:37:43.658,Role 4
1,Analyze Quotation Comparison Map,2017-08-14 20:36:34.575,2017-08-14 20:47:00.052,Role 1
1,Choose best option,2017-08-14 20:47:00.052,2017-08-14 20:47:00.052,Role 1
2,Amend Request for Quotation,2017-08-14 20:37:43.658,2017-08-14 20:47:32.211,Role 1
2,Analyze Request for Quotation,2017-08-14 20:47:32.211,2017-08-14 21:30:00.492,Role 4
2,Amend Request for Quotation,2017-08-14 21:30:00.492,2017-08-14 21:41:49.974,Role 1
3,Create Purchase Requisition,2017-08-14 20:57:35.709,2017-08-14 21:54:15.217,Role 1
3,Analyze Purchase Requisition,2017-08-14 21:54:15.217,2017-08-14 21:55:49.837,Role 3
3,Create Request for Quotation,2017-08-14 21:55:49.837,2017-08-14 21:57:12.837,Role 3
2,Analyze Request for Quotation,2017-08-14 21:41:49.974,2017-08-14 22:12:04.406,Role 4
3,Analyze Request for Quotation,2017-08-14 22:12:04.406,2017-08-14 22:33:36.582,Role 4
2,Send Request for Quotation to Supplier,2017-08-14 22:33:36.582,2017-08-14 23:05:09.562,Role 4
3,Send Request for Quotation to Supplier,2017-08-14 23:05:09.562,2017-08-15 00:00:18.621,Role 4
0,Settle Conditions With Supplier,2017-08-14 12:42:55.704,2017-08-15 03:10:34.124,Role 4
2,Create Quotation comparison Map,2017-08-15 00:00:18.621,2017-08-15 05:18:51.867,Role 4
0,Create Purchase Order,2017-08-15 05:18:51.867,2017-08-15 05:26:52.79,Role 4
2,Analyze Quotation Comparison Map,2017-08-15 05:18:51.867,2017-08-15 05:27:53.15,Role 1
2,Choose best option,2017-08-15 05:27:53.15,2017-08-15 05:27:53.15,Role 1
3,Create Quotation comparison Map,2017-08-15 03:10:34.124,2017-08-15 05:39:17.789,Role 4
0,Confirm Purchase Order,2017-08-15 05:26:52.79,2017-08-15 05:47:55.211,Role 2
3,Analyze Quotation Comparison Map,2017-08-15 05:39:17.789,2017-08-15 05:53:45.057,Role 1
3,Choose best option,2017-08-15 05:53:45.057,2017-08-15 05:53:45.057,Role 1
1,Settle Conditions With Supplier,2017-08-14 20:47:00.052,2017-08-15 09:27:16.806,Role 4
1,Create Purchase Order,2017-08-15 09:27:16.806,2017-08-15 09:35:50.039,Role 4
1,Confirm Purchase Order,2017-08-15 09:35:50.039,2017-08-15 09:54:31.445,Role 2
3,Settle Conditions With Supplier,2017-08-15 05:53:45.057,2017-08-15 11:09:48.598,Role 4
4,Create Purchase Requisition,2017-08-15 10:42:57.25,2017-08-15 11:15:33.328,Role 1
3,Create Purchase Order,2017-08-15 11:09:48.598,2017-08-15 11:21:15.441,Role 4
4,Analyze Purchase Requisition,2017-08-15 11:15:33.328,2017-08-15 11:23:42.148,Role 3
5,Create Purchase Requisition,2017-08-15 11:06:25.149,2017-08-15 11:24:02.863,Role 1
5,Analyze Purchase Requisition,2017-08-15 11:24:02.863,2017-08-15 11:24:51.199,Role 3
4,Create Request for Quotation,2017-08-15 11:23:42.148,2017-08-15 11:25:31.483,Role 3
5,Create Request for Quotation,2017-08-15 11:24:51.199,2017-08-15 11:27:18.228,Role 3
3,Confirm Purchase Order,2017-08-15 11:21:15.441,2017-08-15 11:43:31.674,Role 2
4,Analyze Request for Quotation,2017-08-15 11:25:31.483,2017-08-15 11:46:15.057,Role 4
5,Analyze Request for Quotation,2017-08-15 11:27:18.228,2017-08-15 11:47:15.205,Role 4
