caseid,resource,processing,waiting,avg_process_time,avg_waiting_time,cycle_time,start_time
0,"['Role 16', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 8', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 11', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[3163.162, 427.895, 175.269, 1141.278, 806.7, 1046.155, 1129.832, 450.143, 361.887, 1200.872, 1691.881, 10186.161, 1840.638, 0.0, 44256.425, 395.495, 679.72, 39497.668, 60.0, 60.0, 0.0, 257.141, 0.0, 515.714]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 681.542, 85.788, 913.81, 0.0, 1248.392, 4551.68, 0.0, 0.0, 1763.017, 42574.454, 38032.729, 0.0, 0.0, 0.0]",4556.001499999999,3743.808833333333,199195.44799999997,2017-08-14 08:00:00
1,"['Role 16', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 8', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 11', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[531.999, 1116.946, 89.14, 1578.772, 827.108, 2459.211, 1680.656, 8247.882, 1501.172, 0.0, 24178.043, 661.11, 321.894, 134746.172, 60.0, 60.0, 0.0, 125.733, 0.0, 269.832]","[0.0, 0.0, 0.0, 0.0, 0.0, 219.971, 376.207, 1454.263, 1555.57, 0.0, 1508.239, 9828.981, 0.0, 0.0, 5447.182, 27427.705, 265902.077, 0.0, 0.0, 0.0]",8922.783500000001,15686.009750000001,492175.865,2017-08-14 09:32:19.257000
2,"['Role 16', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 8', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 11', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[658.157, 285.666, 131.366, 901.513, 461.995, 1454.263, 913.81, 1248.392, 1081.89, 5139.895, 1545.866, 0.0, 33528.845, 451.376, 1763.017, 159470.995, 60.0, 60.0, 0.0, 350.461, 0.0, 287.464]","[0.0, 0.0, 0.0, 61.627, 1691.881, 1680.656, 6675.035, 1840.638, 1053.098, 26002.117, 3793.081, 0.0, 2510.725, 3765.285, 10508.81, 60.0, 221552.117, 85670.065, 356635.15, 0.0, 157.366, 0.0]",9536.135045454545,32893.52959090909,933452.6220000001,2017-08-14 10:22:26.406000
3,"['Role 16', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 8', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 11', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[1016.287, 396.298, 118.533, 1555.57, 426.349, 1824.074, 266.959, 1422.189, 545.208, 5651.38, 415.192, 0.0, 34889.417, 389.492, 1577.923, 171709.917, 60.0, 60.0, 0.0, 274.184, 998.242, 0.0, 537.151]","[0.0, 0.0, 0.0, 1008.995, 1501.172, 25259.933, 8666.017, 2634.402, 5801.815, 4885.346, 16645.096, 0.0, 3801.469, 28110.556, 29609.545, 3929.259, 127088.958, 81779.937, 356575.15, 0.0, 205.806, 0.0, 0.0]",9744.972391304349,30326.237217391306,921637.821,2017-08-14 13:59:41.299000
4,"['Role 16', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 8', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 11', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[553.886, 264.25, 168.172, 1661.491, 530.506, 710.414, 1518.445, 13519.995, 1959.306, 0.0, 44203.225, 613.334, 1609.226, 151742.528, 60.0, 60.0, 0.0, 233.643, 0.0, 420.341]","[0.0, 0.0, 0.0, 18708.435, 3677.456, 5109.972, 4236.761, 7988.622, 6019.608, 0.0, 2322.306, 16573.606, 29527.064, 75616.663, 74854.089, 81303.953, 355956.762, 274.184, 0.0, 716.272]",10991.438099999998,34144.28765,902714.515,2017-08-14 19:08:53.662000
5,"['Role 16', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 8', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 11', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[3338.322, 664.217, 148.842, 1203.521, 558.03, 1961.648, 1636.996, 6190.14, 1874.319, 0.0, 28877.102, 585.695, 1669.404, 68350.624, 60.0, 60.0, 0.0, 129.529, 0.0, 428.808]","[0.0, 0.0, 0.0, 12637.873, 3004.441, 5262.356, 3793.558, 19871.621, 2236.761, 0.0, 44203.225, 14795.809, 4655.253, 225099.158, 9978.036, 80122.592, 353663.552, 350.461, 27.837, 287.464]",5886.859849999999,38999.49985000001,897727.1940000001,2017-08-14 20:25:00.642000
6,"['Role 16', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 8', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 11', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1070.181, 305.387, 101.921, 1334.41, 700.246, 3179.561, 447.987, 0.0, 20016.864, 577.873, 590.629, 154470.294, 60.0, 60.0, 0.0, 343.781, 0.0, 282.014]","[0.0, 0.0, 0.0, 5010.536, 9202.316, 16360.042, 1959.306, 0.0, 33104.032, 11324.442, 29377.563, 173439.321, 410973.751, 83920.222, 422661.372, 0.0, 1043.063, 830.102]",10196.730444444443,66622.55933333334,1382747.216,2017-08-15 02:45:37.075000
7,"['Role 16', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 8', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 11', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1186.172, 164.093, 56.528, 857.248, 583.534, 6052.286, 756.168, 0.0, 24770.052, 748.704, 598.926, 23433.835, 60.0, 60.0, 0.0, 329.311, 0.0, 791.667]","[0.0, 0.0, 0.0, 39750.879, 10985.067, 5069.638, 14463.279, 0.0, 3302.847, 12588.074, 256752.796, 9439.11, 410352.309, 83920.222, 422601.372, 0.0, 1057.533, 38.435]",3358.251333333333,70573.42005555556,1330770.085,2017-08-15 17:07:12.192000
8,"['Role 16', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 8', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 11', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[3302.939, 1508.283, 93.921, 1192.359, 561.094, 1740.995, 468.468, 1265.533, 401.742, 1260.643, 717.471, 2196.334, 807.607, 1603.914, 945.903, 19834.367, 511.132, 0.0, 31069.576, 634.309, 1022.381, 17785.416, 60.0, 60.0, 0.0, 242.172, 0.0, 853.956]","[0.0, 0.0, 0.0, 36865.82, 8192.743, 9471.101, 14287.619, 4167.164, 26359.231, 28282.138, 14060.564, 31303.022, 37590.001, 20833.773, 42482.307, 27989.537, 19422.423, 0.0, 80731.225, 66811.841, 282997.471, 181862.8, 307416.645, 104822.518, 764153.007, 248.7, 862.68, 758.652]",3219.3041071428574,75427.60650000001,2202113.4970000004,2017-08-15 17:52:20.210000
9,"['Role 16', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 8', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 11', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2246.807, 208.463, 79.051, 2464.061, 280.562, 964.856, 855.798, 1546.287, 1188.557, 7991.858, 597.24, 0.0, 49701.995, 575.363, 331.096, 54454.607, 60.0, 60.0, 0.0, 198.031, 0.0, 272.201]","[0.0, 0.0, 0.0, 36028.026, 9104.54, 9067.339, 14416.648, 3845.513, 26376.207, 20752.022, 14723.967, 0.0, 16255.805, 8050.043, 150543.889, 145663.96, 246779.235, 81133.037, 418753.734, 547.159, 641.654, 1529.659]",5639.856045454545,54736.92895454546,1328289.2700000003,2017-08-15 18:04:44.765000
