caseid,resource,processing,waiting,avg_process_time,avg_waiting_time,cycle_time,start_time
0,"['Role 1', 'Role 2', 'Role 2', 'Role 4', 'Role 4', 'Role 4', 'Role 1', 'Role 8', 'Role 4', 'Role 4', 'Role 11', 'Role 11', 'Role 8', 'Role 4', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[674.138, 295.515, 151.836, 615.803, 1229.193, 4441.612, 602.621, 0.0, 38608.608, 461.945, 2013.049, 173287.801, 60.0, 60.0, 0.0, 386.32, 0.0, 433.375]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6115.35, 0.0, 0.0, 0.0, 0.0]",12406.767555555558,339.7416666666667,229437.16600000006,2017-08-14 08:00:00
1,"['Role 1', 'Role 2', 'Role 2', 'Role 4', 'Role 4', 'Role 4', 'Role 1', 'Role 8', 'Role 4', 'Role 4', 'Role 11', 'Role 11', 'Role 8', 'Role 4', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[3091.573, 80.876, 172.795, 1654.207, 776.899, 11921.6, 1720.664, 0.0, 14909.641, 618.995, 960.87, 95340.294, 60.0, 60.0, 0.0, 258.815, 0.0, 332.075]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10465.958, 0.0, 0.0, 0.0, 0.0]",7331.072444444445,581.4421111111111,142425.26200000002,2017-08-14 14:59:58.801000
2,"['Role 1', 'Role 2', 'Role 2', 'Role 4', 'Role 4', 'Role 4', 'Role 1', 'Role 8', 'Role 4', 'Role 4', 'Role 11', 'Role 11', 'Role 8', 'Role 4', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[2667.215, 181.093, 81.975, 1379.789, 917.551, 4191.486, 1283.81, 0.0, 24142.211, 470.342, 1958.96, 88871.816, 60.0, 60.0, 0.0, 255.134, 1398.094, 0.0, 638.102]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2898.574, 0.0, 0.0, 0.0, 0.0, 0.0]",6766.1883157894745,152.55652631578948,131456.152,2017-08-14 18:32:08.351000
3,"['Role 1', 'Role 2', 'Role 2', 'Role 4', 'Role 8', 'Role 4', 'Role 4', 'Role 4', 'Role 1', 'Role 8', 'Role 4', 'Role 4', 'Role 11', 'Role 11', 'Role 8', 'Role 4', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2469.213, 70.908, 182.779, 897.863, 635.613, 1206.668, 951.78, 4054.044, 1587.483, 0.0, 21240.472, 361.16, 1069.405, 17807.761, 60.0, 60.0, 0.0, 171.938, 0.0, 334.17]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14727.314, 0.0, 0.0, 0.0, 14630.637, 0.0, 0.0, 0.0, 0.0]",2658.0628500000003,1467.8975500000001,82519.20800000001,2017-08-15 16:50:59.642000
4,"['Role 1', 'Role 2', 'Role 8', 'Role 2', 'Role 2', 'Role 4', 'Role 8', 'Role 4', 'Role 8', 'Role 4', 'Role 8', 'Role 4', 'Role 4', 'Role 4', 'Role 1', 'Role 8', 'Role 4', 'Role 4', 'Role 11', 'Role 11', 'Role 8', 'Role 4', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[1687.198, 221.659, 1622.758, 382.751, 91.115, 2082.338, 198.967, 1504.06, 416.73, 1235.911, 857.42, 1038.545, 1175.284, 20450.154, 1612.579, 0.0, 47094.596, 465.129, 2042.715, 167019.931, 60.0, 60.0, 0.0, 311.582, 813.112, 0.0, 491.537]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1450.348, 0.0, 0.0, 0.0, 7770.537, 0.0, 0.0, 0.0, 12478.381, 101638.322, 0.0, 0.0, 0.0, 0.0]",9368.002629629631,4568.058814814815,376273.65900000004,2017-08-15 20:37:48.541000
5,"['Role 1', 'Role 2', 'Role 2', 'Role 4', 'Role 8', 'Role 4', 'Role 4', 'Role 4', 'Role 1', 'Role 8', 'Role 4', 'Role 4', 'Role 11', 'Role 11', 'Role 8', 'Role 4', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[3083.418, 253.779, 180.126, 1082.085, 680.446, 1933.047, 2163.889, 4560.981, 1183.753, 0.0, 18326.91, 487.563, 1447.066, 166870.999, 60.0, 60.0, 0.0, 222.737, 0.0, 671.275]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1272.287, 1089.622, 0.0, 0.0, 0.0, 18683.084, 41690.55, 0.0, 0.0, 0.0]",10163.403699999999,3136.7771500000003,266003.61699999997,2017-08-15 21:14:50.236000
6,"['Role 1', 'Role 2', 'Role 2', 'Role 4', 'Role 4', 'Role 4', 'Role 1', 'Role 8', 'Role 4', 'Role 4', 'Role 11', 'Role 11', 'Role 8', 'Role 4', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2009.19, 201.583, 178.86, 1450.348, 2456.04, 15416.708, 1392.351, 0.0, 52300.113, 540.386, 1156.529, 35188.618, 60.0, 60.0, 0.0, 268.878, 0.0, 783.439]","[0.0, 0.0, 0.0, 150.832, 2194.382, 1072.418, 0.0, 0.0, 445.433, 6906.015, 0.0, 0.0, 0.0, 28865.325, 0.0, 0.0, 0.0, 0.0]",6303.502388888889,2201.911388888889,153097.448,2017-08-15 23:24:02.812000
7,"['Role 1', 'Role 2', 'Role 2', 'Role 4', 'Role 8', 'Role 4', 'Role 8', 'Role 4', 'Role 8', 'Role 4', 'Role 8', 'Role 4', 'Role 8', 'Role 4', 'Role 8', 'Role 4', 'Role 8', 'Role 4', 'Role 8', 'Role 4', 'Role 4', 'Role 4', 'Role 1', 'Role 8', 'Role 4', 'Role 4', 'Role 11', 'Role 11', 'Role 8', 'Role 4', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1765.953, 413.08, 124.188, 1305.844, 394.314, 1555.482, 325.089, 2193.943, 286.702, 2016.479, 636.622, 1361.129, 682.922, 1458.888, 541.293, 1120.221, 720.413, 494.534, 367.509, 860.693, 1294.348, 18983.77, 1089.707, 0.0, 37505.499, 505.912, 357.859, 87160.567, 60.0, 60.0, 0.0, 305.483, 0.0, 863.416]","[0.0, 0.0, 0.0, 11190.869, 0.0, 0.0, 0.0, 162.474, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1327.819, 0.0, 959.937, 0.0, 14795.496, 4739.548, 13337.11, 0.0, 0.0, 16665.219, 17347.56, 0.0, 0.0, 0.0, 19251.559, 87954.569, 0.0, 0.0, 0.0]",4906.231147058824,5521.534117647059,354544.019,2017-08-16 02:32:30.849000
8,"['Role 1', 'Role 2', 'Role 2', 'Role 4', 'Role 4', 'Role 4', 'Role 1', 'Role 8', 'Role 4', 'Role 4', 'Role 11', 'Role 11', 'Role 8', 'Role 4', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2854.362, 621.602, 62.844, 1775.137, 1680.35, 14065.994, 1918.029, 0.0, 50075.806, 716.897, 1194.365, 49907.333, 60.0, 60.0, 0.0, 157.439, 0.0, 425.568]","[0.0, 0.0, 0.0, 0.0, 1120.221, 1591.545, 0.0, 0.0, 4976.56, 3327.832, 0.0, 0.0, 0.0, 6132.928, 22963.719, 0.0, 0.0, 0.0]",6976.429222222223,2228.4891666666667,165688.53100000002,2017-08-16 08:46:19.994000
9,"['Role 1', 'Role 2', 'Role 2', 'Role 4', 'Role 8', 'Role 4', 'Role 4', 'Role 4', 'Role 1', 'Role 8', 'Role 4', 'Role 4', 'Role 11', 'Role 11', 'Role 8', 'Role 4', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1386.333, 495.722, 137.737, 1097.011, 779.969, 1227.636, 1310.879, 2891.329, 1219.783, 0.0, 48250.732, 771.441, 554.623, 68667.058, 60.0, 60.0, 0.0, 179.896, 0.0, 799.641]","[0.0, 0.0, 0.0, 588.047, 0.0, 14206.718, 13490.576, 6924.787, 0.0, 0.0, 3718.997, 18964.887, 0.0, 0.0, 0.0, 9563.574, 23462.841, 0.0, 0.0, 0.0]",6494.489500000001,4546.02135,220810.217,2017-08-16 10:26:21.205000
