caseid,task,start_timestamp,end_timestamp,resource
0,Create Purchase Requisition,2017-08-14 08:00:00.0,2017-08-14 08:11:53.478,Role 1
0,Analyze Purchase Requisition,2017-08-14 08:11:53.478,2017-08-14 08:23:31.911,Role 2
0,Create Request for Quotation,2017-08-14 08:23:31.911,2017-08-14 08:25:26.193,Role 2
0,Analyze Request for Quotation,2017-08-14 08:25:26.193,2017-08-14 08:52:06.456,Role 4
0,Amend Request for Quotation,2017-08-14 08:52:06.456,2017-08-14 09:10:20.632,Role 8
0,Analyze Request for Quotation,2017-08-14 09:10:20.632,2017-08-14 09:32:41.727,Role 4
0,Send Request for Quotation to Supplier,2017-08-14 09:32:41.727,2017-08-14 10:04:11.028,Role 4
0,Create Quotation comparison Map,2017-08-14 10:04:11.028,2017-08-14 11:03:42.749,Role 4
0,Analyze Quotation Comparison Map,2017-08-14 11:03:42.749,2017-08-14 11:29:11.036,Role 1
0,Choose best option,2017-08-14 11:29:11.036,2017-08-14 11:29:11.036,Role 8
0,Settle Conditions With Supplier,2017-08-14 11:29:11.036,2017-08-14 21:22:36.847,Role 4
0,Create Purchase Order,2017-08-14 21:22:36.847,2017-08-14 21:31:22.214,Role 4
0,Confirm Purchase Order,2017-08-14 21:31:22.214,2017-08-14 21:48:08.379,Role 11
1,Create Purchase Requisition,2017-08-15 09:33:35.48,2017-08-15 10:03:11.23,Role 1
1,Analyze Purchase Requisition,2017-08-15 10:03:11.23,2017-08-15 10:09:26.37,Role 2
1,Create Request for Quotation,2017-08-15 10:09:26.37,2017-08-15 10:12:55.6,Role 2
1,Analyze Request for Quotation,2017-08-15 10:12:55.6,2017-08-15 10:35:28.633,Role 4
1,Amend Request for Quotation,2017-08-15 10:35:28.633,2017-08-15 10:44:09.619,Role 8
1,Analyze Request for Quotation,2017-08-15 10:44:09.619,2017-08-15 11:06:26.421,Role 4
1,Send Request for Quotation to Supplier,2017-08-15 11:06:26.421,2017-08-15 11:40:51.058,Role 4
2,Create Purchase Requisition,2017-08-15 11:56:09.307,2017-08-15 12:19:55.439,Role 1
2,Analyze Purchase Requisition,2017-08-15 12:19:55.439,2017-08-15 12:27:20.793,Role 2
2,Create Request for Quotation,2017-08-15 12:27:20.793,2017-08-15 12:29:34.093,Role 2
2,Analyze Request for Quotation,2017-08-15 12:29:34.093,2017-08-15 12:52:51.272,Role 4
2,Amend Request for Quotation,2017-08-15 12:52:51.272,2017-08-15 13:02:08.709,Role 8
2,Analyze Request for Quotation,2017-08-15 13:02:08.709,2017-08-15 13:09:15.369,Role 4
2,Send Request for Quotation to Supplier,2017-08-15 13:09:15.369,2017-08-15 13:52:17.877,Role 4
2,Create Quotation comparison Map,2017-08-15 13:52:17.877,2017-08-15 14:32:14.336,Role 4
2,Analyze Quotation Comparison Map,2017-08-15 14:32:14.336,2017-08-15 14:42:15.314,Role 1
2,Choose best option,2017-08-15 14:42:15.314,2017-08-15 14:42:15.314,Role 8
1,Create Quotation comparison Map,2017-08-15 11:40:51.058,2017-08-15 15:00:05.959,Role 4
