caseid,task,start_timestamp,end_timestamp,resource
0,Create Purchase Requisition,2017-08-14 08:00:00.0,2017-08-14 08:11:14.138,Role 1
0,Analyze Purchase Requisition,2017-08-14 08:11:14.138,2017-08-14 08:16:09.653,Role 2
0,Create Request for Quotation,2017-08-14 08:16:09.653,2017-08-14 08:18:41.489,Role 2
0,Analyze Request for Quotation,2017-08-14 08:18:41.489,2017-08-14 08:28:57.292,Role 4
0,Send Request for Quotation to Supplier,2017-08-14 08:28:57.292,2017-08-14 08:49:26.485,Role 4
0,Create Quotation comparison Map,2017-08-14 08:49:26.485,2017-08-14 10:03:28.097,Role 4
0,Analyze Quotation Comparison Map,2017-08-14 10:03:28.097,2017-08-14 10:13:30.718,Role 1
0,Choose best option,2017-08-14 10:13:30.718,2017-08-14 10:13:30.718,Role 8
1,Create Purchase Requisition,2017-08-14 14:59:58.801,2017-08-14 15:51:30.374,Role 1
1,Analyze Purchase Requisition,2017-08-14 15:51:30.374,2017-08-14 15:52:51.25,Role 2
1,Create Request for Quotation,2017-08-14 15:52:51.25,2017-08-14 15:55:44.045,Role 2
1,Analyze Request for Quotation,2017-08-14 15:55:44.045,2017-08-14 16:23:18.252,Role 4
1,Send Request for Quotation to Supplier,2017-08-14 16:23:18.252,2017-08-14 16:36:15.151,Role 4
2,Create Purchase Requisition,2017-08-14 18:32:08.351,2017-08-14 19:16:35.566,Role 1
2,Analyze Purchase Requisition,2017-08-14 19:16:35.566,2017-08-14 19:19:36.659,Role 2
2,Create Request for Quotation,2017-08-14 19:19:36.659,2017-08-14 19:20:58.634,Role 2
2,Analyze Request for Quotation,2017-08-14 19:20:58.634,2017-08-14 19:43:58.423,Role 4
1,Create Quotation comparison Map,2017-08-14 16:36:15.151,2017-08-14 19:54:56.751,Role 4
2,Send Request for Quotation to Supplier,2017-08-14 19:43:58.423,2017-08-14 19:59:15.974,Role 4
1,Analyze Quotation Comparison Map,2017-08-14 19:54:56.751,2017-08-14 20:23:37.415,Role 1
1,Choose best option,2017-08-14 20:23:37.415,2017-08-14 20:23:37.415,Role 8
0,Settle Conditions With Supplier,2017-08-14 10:13:30.718,2017-08-14 20:56:59.326,Role 4
0,Create Purchase Order,2017-08-14 20:56:59.326,2017-08-14 21:04:41.271,Role 4
2,Create Quotation comparison Map,2017-08-14 19:59:15.974,2017-08-14 21:09:07.46,Role 4
2,Analyze Quotation Comparison Map,2017-08-14 21:09:07.46,2017-08-14 21:30:31.27,Role 1
2,Choose best option,2017-08-14 21:30:31.27,2017-08-14 21:30:31.27,Role 8
0,Confirm Purchase Order,2017-08-14 21:04:41.271,2017-08-14 21:38:14.32,Role 11
1,Settle Conditions With Supplier,2017-08-14 20:23:37.415,2017-08-15 00:32:07.056,Role 4
1,Create Purchase Order,2017-08-15 00:32:07.056,2017-08-15 00:42:26.051,Role 4
1,Confirm Purchase Order,2017-08-15 00:42:26.051,2017-08-15 00:58:26.921,Role 11
2,Settle Conditions With Supplier,2017-08-14 21:30:31.27,2017-08-15 04:12:53.481,Role 4
2,Create Purchase Order,2017-08-15 04:12:53.481,2017-08-15 04:20:43.823,Role 4
2,Confirm Purchase Order,2017-08-15 04:20:43.823,2017-08-15 04:53:22.783,Role 11
3,Create Purchase Requisition,2017-08-15 16:50:59.642,2017-08-15 17:32:08.855,Role 1
3,Analyze Purchase Requisition,2017-08-15 17:32:08.855,2017-08-15 17:33:19.763,Role 2
3,Create Request for Quotation,2017-08-15 17:33:19.763,2017-08-15 17:36:22.542,Role 2
3,Analyze Request for Quotation,2017-08-15 17:36:22.542,2017-08-15 17:51:20.405,Role 4
3,Amend Request for Quotation,2017-08-15 17:51:20.405,2017-08-15 18:01:56.018,Role 8
3,Analyze Request for Quotation,2017-08-15 18:01:56.018,2017-08-15 18:22:02.686,Role 4
3,Send Request for Quotation to Supplier,2017-08-15 18:22:02.686,2017-08-15 18:37:54.466,Role 4
3,Create Quotation comparison Map,2017-08-15 18:37:54.466,2017-08-15 19:45:28.51,Role 4
3,Analyze Quotation Comparison Map,2017-08-15 19:45:28.51,2017-08-15 20:11:55.993,Role 1
3,Choose best option,2017-08-15 20:11:55.993,2017-08-15 20:11:55.993,Role 8
4,Create Purchase Requisition,2017-08-15 20:37:48.541,2017-08-15 21:05:55.739,Role 1
4,Analyze Purchase Requisition,2017-08-15 21:05:55.739,2017-08-15 21:09:37.398,Role 2
4,Amend Purchase Requisition,2017-08-15 21:09:37.398,2017-08-15 21:36:40.156,Role 8
4,Analyze Purchase Requisition,2017-08-15 21:36:40.156,2017-08-15 21:43:02.907,Role 2
4,Create Request for Quotation,2017-08-15 21:43:02.907,2017-08-15 21:44:34.022,Role 2
5,Create Purchase Requisition,2017-08-15 21:14:50.236,2017-08-15 22:06:13.654,Role 1
5,Analyze Purchase Requisition,2017-08-15 22:06:13.654,2017-08-15 22:10:27.433,Role 2
5,Create Request for Quotation,2017-08-15 22:10:27.433,2017-08-15 22:13:27.559,Role 2
4,Analyze Request for Quotation,2017-08-15 21:44:34.022,2017-08-15 22:19:16.36,Role 4
4,Amend Request for Quotation,2017-08-15 22:19:16.36,2017-08-15 22:22:35.327,Role 8
5,Analyze Request for Quotation,2017-08-15 22:13:27.559,2017-08-15 22:31:29.644,Role 4
5,Amend Request for Quotation,2017-08-15 22:31:29.644,2017-08-15 22:42:50.09,Role 8
4,Analyze Request for Quotation,2017-08-15 22:22:35.327,2017-08-15 22:47:39.387,Role 4
4,Amend Request for Quotation,2017-08-15 22:47:39.387,2017-08-15 22:54:36.117,Role 8
5,Analyze Request for Quotation,2017-08-15 22:42:50.09,2017-08-15 23:15:03.137,Role 4
4,Analyze Request for Quotation,2017-08-15 22:54:36.117,2017-08-15 23:15:12.028,Role 4
4,Amend Request for Quotation,2017-08-15 23:15:12.028,2017-08-15 23:29:29.448,Role 8
4,Analyze Request for Quotation,2017-08-15 23:29:29.448,2017-08-15 23:46:47.993,Role 4
5,Send Request for Quotation to Supplier,2017-08-15 23:15:03.137,2017-08-15 23:51:07.026,Role 4
6,Create Purchase Requisition,2017-08-15 23:24:02.812,2017-08-15 23:57:32.002,Role 1
6,Analyze Purchase Requisition,2017-08-15 23:57:32.002,2017-08-16 00:00:53.585,Role 2
6,Create Request for Quotation,2017-08-16 00:00:53.585,2017-08-16 00:03:52.445,Role 2
4,Send Request for Quotation to Supplier,2017-08-15 23:46:47.993,2017-08-16 00:06:23.277,Role 4
6,Analyze Request for Quotation,2017-08-16 00:06:23.277,2017-08-16 00:30:33.625,Role 4
5,Create Quotation comparison Map,2017-08-15 23:51:07.026,2017-08-16 01:07:08.007,Role 4
5,Analyze Quotation Comparison Map,2017-08-16 01:07:08.007,2017-08-16 01:26:51.76,Role 1
5,Choose best option,2017-08-16 01:26:51.76,2017-08-16 01:26:51.76,Role 8
6,Send Request for Quotation to Supplier,2017-08-16 01:07:08.007,2017-08-16 01:48:04.047,Role 4
3,Settle Conditions With Supplier,2017-08-15 20:11:55.993,2017-08-16 02:05:56.465,Role 4
7,Create Purchase Requisition,2017-08-16 02:32:30.849,2017-08-16 03:01:56.802,Role 1
7,Analyze Purchase Requisition,2017-08-16 03:01:56.802,2017-08-16 03:08:49.882,Role 2
7,Create Request for Quotation,2017-08-16 03:08:49.882,2017-08-16 03:10:54.07,Role 2
1,Deliver Goods Services,2017-08-15 00:58:26.921,2017-08-16 03:27:27.215,Role 11
1,Release Purchase Order,2017-08-16 03:27:27.215,2017-08-16 03:28:27.215,Role 8
2,Deliver Goods Services,2017-08-15 04:53:22.783,2017-08-16 05:34:34.599,Role 11
2,Release Purchase Order,2017-08-16 05:34:34.599,2017-08-16 05:35:34.599,Role 8
4,Create Quotation comparison Map,2017-08-16 00:30:33.625,2017-08-16 06:11:23.779,Role 4
3,Create Purchase Order,2017-08-16 06:11:23.779,2017-08-16 06:17:24.939,Role 4
6,Create Quotation comparison Map,2017-08-16 02:05:56.465,2017-08-16 06:22:53.173,Role 4
1,Approve Purchase Order for payment,2017-08-16 06:22:53.173,2017-08-16 06:23:53.173,Role 4
1,Send Invoice,2017-08-16 06:23:53.173,2017-08-16 06:23:53.173,Role 11
2,Approve Purchase Order for payment,2017-08-16 06:23:53.173,2017-08-16 06:24:53.173,Role 4
2,Send Invoice,2017-08-16 06:24:53.173,2017-08-16 06:24:53.173,Role 11
1,Release Supplier's Invoice,2017-08-16 06:23:53.173,2017-08-16 06:28:11.988,Role 16
1,Authorize Supplier's Invoice payment,2017-08-16 06:28:11.988,2017-08-16 06:28:11.988,Role 16
2,Release Supplier's Invoice,2017-08-16 06:24:53.173,2017-08-16 06:29:08.307,Role 16
1,Pay Invoice,2017-08-16 06:28:11.988,2017-08-16 06:33:44.063,Role 16
3,Confirm Purchase Order,2017-08-16 06:17:24.939,2017-08-16 06:35:14.344,Role 11
4,Analyze Quotation Comparison Map,2017-08-16 06:11:23.779,2017-08-16 06:38:16.358,Role 1
4,Choose best option,2017-08-16 06:38:16.358,2017-08-16 06:38:16.358,Role 8
7,Analyze Request for Quotation,2017-08-16 06:17:24.939,2017-08-16 06:39:10.783,Role 4
7,Amend Request for Quotation,2017-08-16 06:39:10.783,2017-08-16 06:45:45.097,Role 8
6,Analyze Quotation Comparison Map,2017-08-16 06:22:53.173,2017-08-16 06:46:05.524,Role 1
6,Choose best option,2017-08-16 06:46:05.524,2017-08-16 06:46:05.524,Role 8
2,Settle Dispute With Supplier,2017-08-16 06:29:08.307,2017-08-16 06:52:26.401,Role 16
2,Authorize Supplier's Invoice payment,2017-08-16 06:52:26.401,2017-08-16 06:52:26.401,Role 16
5,Settle Conditions With Supplier,2017-08-16 01:48:04.047,2017-08-16 06:53:30.957,Role 4
2,Pay Invoice,2017-08-16 06:52:26.401,2017-08-16 07:03:04.503,Role 16
7,Analyze Request for Quotation,2017-08-16 06:45:45.097,2017-08-16 07:11:40.579,Role 4
7,Amend Request for Quotation,2017-08-16 07:11:40.579,2017-08-16 07:17:05.668,Role 8
5,Create Purchase Order,2017-08-16 07:11:40.579,2017-08-16 07:19:48.142,Role 4
5,Confirm Purchase Order,2017-08-16 07:19:48.142,2017-08-16 07:43:55.208,Role 11
7,Analyze Request for Quotation,2017-08-16 07:19:48.142,2017-08-16 07:56:22.085,Role 4
7,Amend Request for Quotation,2017-08-16 07:56:22.085,2017-08-16 08:01:08.787,Role 8
7,Analyze Request for Quotation,2017-08-16 08:01:08.787,2017-08-16 08:34:45.266,Role 4
7,Amend Request for Quotation,2017-08-16 08:34:45.266,2017-08-16 08:45:21.888,Role 8
7,Analyze Request for Quotation,2017-08-16 08:45:21.888,2017-08-16 09:08:03.017,Role 4
7,Amend Request for Quotation,2017-08-16 09:08:03.017,2017-08-16 09:19:25.939,Role 8
8,Create Purchase Requisition,2017-08-16 08:46:19.994,2017-08-16 09:33:54.356,Role 1
7,Analyze Request for Quotation,2017-08-16 09:19:25.939,2017-08-16 09:43:44.827,Role 4
8,Analyze Purchase Requisition,2017-08-16 09:33:54.356,2017-08-16 09:44:15.958,Role 2
8,Create Request for Quotation,2017-08-16 09:44:15.958,2017-08-16 09:45:18.802,Role 2
7,Amend Request for Quotation,2017-08-16 09:43:44.827,2017-08-16 09:52:46.12,Role 8
8,Analyze Request for Quotation,2017-08-16 09:45:18.802,2017-08-16 10:14:53.939,Role 4
7,Analyze Request for Quotation,2017-08-16 10:14:53.939,2017-08-16 10:33:34.16,Role 4
7,Amend Request for Quotation,2017-08-16 10:33:34.16,2017-08-16 10:45:34.573,Role 8
9,Create Purchase Requisition,2017-08-16 10:26:21.205,2017-08-16 10:49:27.538,Role 1
9,Analyze Purchase Requisition,2017-08-16 10:49:27.538,2017-08-16 10:57:43.26,Role 2
9,Create Request for Quotation,2017-08-16 10:57:43.26,2017-08-16 11:00:00.997,Role 2
8,Send Request for Quotation to Supplier,2017-08-16 10:33:34.16,2017-08-16 11:01:34.51,Role 4
7,Analyze Request for Quotation,2017-08-16 11:01:34.51,2017-08-16 11:09:49.044,Role 4
7,Amend Request for Quotation,2017-08-16 11:09:49.044,2017-08-16 11:15:56.553,Role 8
9,Analyze Request for Quotation,2017-08-16 11:09:49.044,2017-08-16 11:28:06.055,Role 4
3,Deliver Goods Services,2017-08-16 06:35:14.344,2017-08-16 11:32:02.105,Role 11
3,Release Purchase Order,2017-08-16 11:32:02.105,2017-08-16 11:33:02.105,Role 8
9,Amend Request for Quotation,2017-08-16 11:28:06.055,2017-08-16 11:41:06.024,Role 8
10,Create Purchase Requisition,2017-08-16 12:11:52.195,2017-08-16 12:28:53.879,Role 1
10,Analyze Purchase Requisition,2017-08-16 12:28:53.879,2017-08-16 12:29:49.839,Role 2
10,Create Request for Quotation,2017-08-16 12:29:49.839,2017-08-16 12:32:35.198,Role 2
11,Create Purchase Requisition,2017-08-16 13:56:27.709,2017-08-16 14:08:21.232,Role 1
11,Analyze Purchase Requisition,2017-08-16 14:08:21.232,2017-08-16 14:11:35.367,Role 2
11,Create Request for Quotation,2017-08-16 14:11:35.367,2017-08-16 14:13:12.319,Role 2
8,Create Quotation comparison Map,2017-08-16 11:28:06.055,2017-08-16 15:22:32.049,Role 4
7,Analyze Request for Quotation,2017-08-16 15:22:32.049,2017-08-16 15:36:52.742,Role 4
3,Approve Purchase Order for payment,2017-08-16 15:36:52.742,2017-08-16 15:37:52.742,Role 4
3,Send Invoice,2017-08-16 15:37:52.742,2017-08-16 15:37:52.742,Role 11
3,Release Supplier's Invoice,2017-08-16 15:37:52.742,2017-08-16 15:40:44.68,Role 16
3,Authorize Supplier's Invoice payment,2017-08-16 15:40:44.68,2017-08-16 15:40:44.68,Role 16
3,Pay Invoice,2017-08-16 15:40:44.68,2017-08-16 15:46:18.85,Role 16
8,Analyze Quotation Comparison Map,2017-08-16 15:22:32.049,2017-08-16 15:54:30.078,Role 1
8,Choose best option,2017-08-16 15:54:30.078,2017-08-16 15:54:30.078,Role 8
9,Analyze Request for Quotation,2017-08-16 15:37:52.742,2017-08-16 15:58:20.378,Role 4
10,Analyze Request for Quotation,2017-08-16 15:58:20.378,2017-08-16 16:27:07.33,Role 4
10,Amend Request for Quotation,2017-08-16 16:27:07.33,2017-08-16 16:38:01.727,Role 8
11,Analyze Request for Quotation,2017-08-16 16:27:07.33,2017-08-16 16:55:52.29,Role 4
11,Amend Request for Quotation,2017-08-16 16:55:52.29,2017-08-16 17:07:32.717,Role 8
7,Send Request for Quotation to Supplier,2017-08-16 16:55:52.29,2017-08-16 17:17:26.638,Role 4
12,Create Purchase Requisition,2017-08-16 17:39:37.948,2017-08-16 18:17:13.931,Role 1
12,Analyze Purchase Requisition,2017-08-16 18:17:13.931,2017-08-16 18:25:02.924,Role 2
12,Create Request for Quotation,2017-08-16 18:25:02.924,2017-08-16 18:27:12.902,Role 2
4,Settle Conditions With Supplier,2017-08-16 06:38:16.358,2017-08-16 19:43:10.954,Role 4
9,Send Request for Quotation to Supplier,2017-08-16 19:43:10.954,2017-08-16 20:05:01.833,Role 4
10,Analyze Request for Quotation,2017-08-16 20:05:01.833,2017-08-16 20:34:44.648,Role 4
10,Amend Request for Quotation,2017-08-16 20:34:44.648,2017-08-16 20:42:47.475,Role 8
11,Analyze Request for Quotation,2017-08-16 20:34:44.648,2017-08-16 20:59:43.748,Role 4
11,Amend Request for Quotation,2017-08-16 20:59:43.748,2017-08-16 21:11:46.508,Role 8
6,Settle Conditions With Supplier,2017-08-16 06:53:30.957,2017-08-16 21:25:11.07,Role 4
0,Deliver Goods Services,2017-08-14 21:38:14.32,2017-08-16 21:46:22.121,Role 11
0,Release Purchase Order,2017-08-16 21:46:22.121,2017-08-16 21:47:22.121,Role 8
12,Analyze Request for Quotation,2017-08-16 21:25:11.07,2017-08-16 21:52:41.491,Role 4
4,Create Purchase Order,2017-08-16 21:52:41.491,2017-08-16 22:00:26.62,Role 4
4,Confirm Purchase Order,2017-08-16 22:00:26.62,2017-08-16 22:34:29.335,Role 11
9,Create Quotation comparison Map,2017-08-16 22:00:26.62,2017-08-16 22:48:37.949,Role 4
