,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,roleID,role_ID,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,,,
0,,2.0,,,10.0,1.0,[2],['2'],Role 1,,Role_1,,TRIAGE
1,,7.0,,,9.0,1.0,[2],['3'],Role 2,,Role_2,,INGRESOADMISION
2,,7.0,,,12.0,1.0,[131],['23'],Role 3,,Role_3,,Folio
3,,0.0,,,6.0,1.0,[104],['NOT_SET'],Role 4,,Role_4,,ATENCIONCONSULTA
4,,0.0,,,5.0,1.0,[90],['NOT_SET'],Role 5,,Role_5,,EGRESOADMISION
5,,19.0,,,2.0,1.0,[4],['69'],Role 6,,Role_6,,SALIDAEGRESO
6,,0.0,,,7.0,1.0,[91],['NOT_SET'],Role 7,,Role_7,,SALIDAURGENCIAS
7,,0.0,,,0.0,1.0,[104],['NOT_SET'],Role 8,,Role_8,,FACTURACIONADMISION
8,,0.0,,,4.0,1.0,[81],['NOT_SET'],Role 9,,Role_9,,DIGITURNO
9,,0.0,,,11.0,1.0,[79],['NOT_SET'],Role 10,,Role_10,,HOSPITALIZACIONADMISION
10,,0.0,,,1.0,1.0,[20],['NOT_SET'],Role 11,,Role_11,,MUERTEEGRESO
11,,5.0,,,8.0,1.0,[1],['476'],Role 12,,Role_12,,ANULACIONADMISION
12,,3.0,,,3.0,1.0,[4],['8'],Role 13,,Role_13,,REGISTROINFURGENCIA
0,,2.0,2.0,788.0,,,,2,Role 1,Role_1,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,7.0,7.0,0.0,,,,3,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
2,,7.0,7.0,173064.0,,,,23,Role 3,Role_3,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
3,,0.0,0.0,45374.0,,,,NOT_SET,Role 4,Role_4,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
4,,0.0,0.0,45374.0,,,,NOT_SET,Role 5,Role_5,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
5,,19.0,19.0,0.0,,,,69,Role 6,Role_6,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
6,,0.0,0.0,45374.0,,,,NOT_SET,Role 7,Role_7,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
7,,0.0,0.0,45374.0,,,,NOT_SET,Role 8,Role_8,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
8,,0.0,0.0,45374.0,,,,NOT_SET,Role 9,Role_9,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
9,,0.0,0.0,45374.0,,,,NOT_SET,Role 10,Role_10,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
10,,0.0,0.0,45374.0,,,,NOT_SET,Role 11,Role_11,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
11,,5.0,5.0,0.0,,,,476,Role 12,Role_12,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
12,,3.0,3.0,0.0,,,,8,Role 13,Role_13,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
