caseid,resource,processing,waiting,avg_process_time,avg_waiting_time,cycle_time,start_time
0,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 4', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[1017.491, 425.438, 105.417, 2135.242, 3215.523, 19980.45, 579.649, 0.0, 29407.372, 504.743, 271.23, 124807.477, 60.0, 60.0, 0.0, 355.9, 2013.747, 0.0, 689.383]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3017.203, 0.0, 0.0, 0.0, 953.241, 2160.776, 0.0, 0.0, 0.0, 0.0]",9769.950631578948,322.69578947368416,191760.282,2017-08-14 08:00:00
1,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 4', 'Role 3', 'Role 4', 'Role 3', 'Role 4', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 4', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1639.607, 309.412, 167.318, 952.116, 315.25, 2313.433, 976.079, 1823.456, 573.674, 1419.78, 1832.687, 9292.966, 603.701, 0.0, 48611.442, 589.296, 692.714, 88684.236, 60.0, 60.0, 0.0, 358.798, 0.0, 546.937]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12775.335, 0.0, 0.0, 0.0, 648.418, 2100.776, 0.0, 0.0, 0.0]",6742.620916666667,646.855375,177347.431,2017-08-14 11:24:19.556000
2,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 4', 'Role 3', 'Role 4', 'Role 3', 'Role 4', 'Role 3', 'Role 4', 'Role 3', 'Role 4', 'Role 3', 'Role 4', 'Role 3', 'Role 4', 'Role 3', 'Role 4', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 4', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2798.256, 249.089, 121.847, 1897.59, 327.435, 1587.635, 453.084, 1643.669, 835.531, 1410.804, 792.242, 1181.126, 847.672, 792.667, 897.123, 2306.794, 808.809, 2034.592, 831.4, 1301.912, 1482.307, 18781.32, 1200.733, 0.0, 22828.51, 372.904, 1437.294, 171204.168, 60.0, 60.0, 0.0, 377.294, 0.0, 476.96]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 575.351, 0.0, 520.501, 9147.353, 2039.639, 0.0, 0.0, 5811.377, 2191.417, 0.0, 0.0, 0.0, 7779.739, 81420.912, 0.0, 0.0, 0.0]",7100.022558823529,3220.184970588235,350887.056,2017-08-14 14:31:44.100000
3,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 4', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2725.16, 426.566, 46.399, 1384.16, 1351.901, 18230.372, 1198.038, 0.0, 37587.251, 365.747, 252.138, 167676.221, 60.0, 60.0, 0.0, 144.419, 0.0, 302.686]","[0.0, 0.0, 0.0, 2034.662, 2034.592, 2881.669, 0.0, 0.0, 7643.529, 709.871, 70433.441, 1394.915, 0.0, 4.174, 23578.285, 0.0, 0.0, 0.0]",12878.39211111111,6150.841,342526.196,2017-08-14 18:06:53.877000
4,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 4', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[460.572, 410.855, 195.585, 1579.757, 1534.896, 7094.9, 1264.119, 0.0, 16695.964, 638.571, 1247.432, 164627.997, 60.0, 60.0, 0.0, 283.605, 0.0, 530.423]","[0.0, 0.0, 0.0, 1424.334, 9049.903, 7645.573, 0.0, 0.0, 3281.471, 3329.724, 0.0, 0.0, 0.0, 25405.249, 82302.117, 0.0, 0.0, 0.0]",10926.926444444445,7357.687277777779,329123.047,2017-08-14 20:33:47.883000
5,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 4', 'Role 3', 'Role 4', 'Role 3', 'Role 4', 'Role 3', 'Role 4', 'Role 3', 'Role 4', 'Role 3', 'Role 4', 'Role 3', 'Role 4', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 4', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1909.911, 244.601, 116.911, 1746.667, 594.222, 929.674, 507.545, 1235.914, 432.079, 848.641, 552.063, 1328.807, 549.751, 411.039, 832.215, 1088.748, 516.345, 841.73, 754.212, 4479.556, 1946.644, 0.0, 50142.342, 588.014, 2044.281, 132801.906, 60.0, 60.0, 0.0, 414.251, 0.0, 689.098]","[0.0, 0.0, 0.0, 13168.014, 0.0, 6125.33, 0.0, 11927.412, 0.0, 3464.259, 0.0, 6885.014, 0.0, 1027.589, 0.0, 1011.315, 0.0, 116.269, 0.0, 9188.938, 0.0, 0.0, 13449.527, 0.0, 86070.132, 3428.316, 0.0, 15486.315, 90266.537, 0.0, 0.0, 251.12]",6520.8489687500005,8183.315218749999,470533.25399999996,2017-08-15 00:26:24.821000
6,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 4', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2565.47, 761.115, 127.86, 2161.807, 1504.514, 7514.018, 2007.603, 0.0, 51463.889, 445.816, 1265.654, 51151.555, 60.0, 60.0, 0.0, 371.059, 0.0, 727.584]","[0.0, 0.0, 0.0, 5521.294, 11509.064, 3240.465, 0.0, 0.0, 1232.642, 2416.718, 18315.371, 1603.54, 0.0, 1650.024, 47127.744, 0.0, 0.0, 0.0]",6788.2191111111115,5145.381222222222,214804.80599999998,2017-08-15 04:50:44.412000
7,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 4', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1013.973, 1116.433, 115.19, 1753.253, 862.61, 5291.62, 1511.048, 0.0, 27483.418, 532.936, 1394.915, 92980.427, 60.0, 60.0, 0.0, 363.353, 0.0, 491.679]","[0.0, 0.0, 0.0, 2395.068, 7423.108, 1590.458, 0.0, 0.0, 84.894, 18819.637, 20532.284, 52738.519, 0.0, 3931.815, 40086.468, 0.0, 0.0, 0.0]",7501.714166666666,8200.125055555554,282633.10599999997,2017-08-15 10:26:33.443000
8,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 4', 'Role 3', 'Role 4', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 4', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2221.155, 223.791, 170.224, 1513.517, 250.86, 1064.829, 842.49, 709.871, 1171.774, 10245.72, 1614.256, 0.0, 40741.256, 504.466, 1603.54, 65993.394, 60.0, 60.0, 0.0, 318.086, 0.0, 408.746]","[0.0, 0.0, 0.0, 6117.547, 0.0, 0.0, 0.0, 336.461, 1454.495, 0.0, 0.0, 0.0, 3617.058, 0.0, 13080.64, 77008.284, 0.0, 5002.119, 40146.468, 0.0, 0.0, 0.0]",5896.271590909091,6671.048727272728,276481.047,2017-08-15 12:06:57.302000
9,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 4', 'Role 3', 'Role 4', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 4', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[492.87, 160.497, 95.169, 751.758, 785.017, 1581.247, 553.38, 1883.782, 1204.067, 11022.572, 1059.962, 0.0, 21098.774, 498.964, 801.691, 73937.27, 60.0, 60.0, 0.0, 312.582, 0.0, 492.144]","[0.0, 0.0, 0.0, 7548.258, 0.0, 12278.149, 0.0, 17217.946, 445.816, 0.0, 0.0, 0.0, 0.0, 0.0, 83859.506, 44640.707, 0.0, 0.0, 62721.032, 0.0, 0.0, 0.0]",5311.443,10395.973363636364,345563.16,2017-08-15 18:22:02.798000
