caseid,task,start_timestamp,end_timestamp,resource
0,Create Purchase Requisition,2017-08-14 08:00:00.0,2017-08-14 08:35:16.774,Role 1
0,Analyze Purchase Requisition,2017-08-14 08:35:16.774,2017-08-14 08:41:05.18,Role 2
0,Create Request for Quotation,2017-08-14 08:41:05.18,2017-08-14 08:45:17.538,Role 2
0,Analyze Request for Quotation,2017-08-14 08:45:17.538,2017-08-14 09:04:36.185,Role 3
0,Send Request for Quotation to Supplier,2017-08-14 09:04:36.185,2017-08-14 09:19:18.215,Role 3
0,Create Quotation comparison Map,2017-08-14 09:19:18.215,2017-08-14 10:39:51.583,Role 3
0,Analyze Quotation Comparison Map,2017-08-14 10:39:51.583,2017-08-14 11:09:41.086,Role 1
0,Choose best option,2017-08-14 11:09:41.086,2017-08-14 11:09:41.086,Role 1
1,Create Purchase Requisition,2017-08-14 11:06:45.182,2017-08-14 11:29:48.395,Role 1
1,Analyze Purchase Requisition,2017-08-14 11:29:48.395,2017-08-14 11:36:17.894,Role 2
1,Create Request for Quotation,2017-08-14 11:36:17.894,2017-08-14 11:38:38.588,Role 2
1,Analyze Request for Quotation,2017-08-14 11:38:38.588,2017-08-14 11:51:32.773,Role 3
1,Send Request for Quotation to Supplier,2017-08-14 11:51:32.773,2017-08-14 12:02:03.667,Role 3
2,Create Purchase Requisition,2017-08-14 12:15:46.38,2017-08-14 12:50:01.604,Role 1
2,Analyze Purchase Requisition,2017-08-14 12:50:01.604,2017-08-14 13:01:10.152,Role 2
2,Create Request for Quotation,2017-08-14 13:01:10.152,2017-08-14 13:04:06.835,Role 2
3,Create Purchase Requisition,2017-08-14 12:23:24.172,2017-08-14 13:05:08.651,Role 1
3,Analyze Purchase Requisition,2017-08-14 13:05:08.651,2017-08-14 13:10:28.884,Role 2
3,Create Request for Quotation,2017-08-14 13:10:28.884,2017-08-14 13:12:00.064,Role 2
2,Analyze Request for Quotation,2017-08-14 13:04:06.835,2017-08-14 13:27:10.253,Role 3
3,Analyze Request for Quotation,2017-08-14 13:27:10.253,2017-08-14 13:47:23.47,Role 3
3,Amend Request for Quotation,2017-08-14 13:47:23.47,2017-08-14 13:52:30.215,Role 1
2,Send Request for Quotation to Supplier,2017-08-14 13:47:23.47,2017-08-14 14:02:14.9,Role 3
3,Analyze Request for Quotation,2017-08-14 14:02:14.9,2017-08-14 14:13:22.773,Role 3
1,Create Quotation comparison Map,2017-08-14 12:02:03.667,2017-08-14 15:12:15.181,Role 3
3,Send Request for Quotation to Supplier,2017-08-14 15:12:15.181,2017-08-14 15:28:48.405,Role 3
