caseid,resource,processing,waiting,avg_process_time,avg_waiting_time,cycle_time,start_time
0,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1653.825, 143.396, 124.614, 1323.637, 571.006, 834.467, 392.034, 1271.121, 1941.667, 2832.232, 1889.966, 0.0, 20531.208, 571.798, 559.626, 116025.088, 60.0, 60.0, 0.0, 311.818, 0.0, 287.612]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3283.252, 4334.135, 0.0, 0.0, 0.0]",6881.14159090909,346.2448636363637,159002.50199999998,2017-08-14 08:00:00
1,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[378.907, 185.588, 111.762, 1002.407, 978.423, 888.123, 2164.394, 21160.369, 805.931, 0.0, 23206.277, 626.97, 638.86, 88412.727, 60.0, 60.0, 0.0, 293.698, 867.085, 0.0, 754.633]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1036.98, 2983.196, 0.0, 0.0, 0.0, 2404.345, 648.605, 0.0, 0.0, 0.0, 0.0]",6790.293047619048,336.8155238095238,149669.28,2017-08-14 08:48:31.821000
2,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1493.321, 358.753, 86.577, 1679.72, 2095.349, 15559.291, 1053.079, 0.0, 23339.299, 696.485, 565.194, 50258.12, 60.0, 60.0, 0.0, 307.647, 0.0, 504.395]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2691.19, 0.0, 0.0, 0.0, 20079.404, 0.0, 0.0, 0.0, 0.0]",5450.957222222223,1265.033,120887.82400000001,2017-08-14 11:22:28.789000
3,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2159.091, 342.924, 123.832, 1842.911, 656.384, 1741.632, 542.09, 1623.72, 442.181, 1365.754, 285.976, 1441.511, 1567.897, 4977.76, 977.13, 0.0, 29769.054, 581.222, 1564.465, 151832.532, 60.0, 60.0, 0.0, 194.663, 0.0, 412.0]","[0.0, 0.0, 0.0, 4457.808, 0.0, 1140.711, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1260.24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",7867.874192307692,263.7984230769231,211423.48799999998,2017-08-14 14:18:18.139000
4,"['Role 1', 'Role 2', 'Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1298.468, 409.62, 1769.51, 1192.771, 147.409, 1188.97, 1825.649, 18983.198, 1936.191, 0.0, 47884.323, 679.395, 1141.201, 18328.315, 60.0, 60.0, 0.0, 126.461, 0.0, 381.817]","[0.0, 0.0, 0.0, 0.0, 0.0, 4507.287, 1738.231, 652.673, 0.0, 0.0, 1793.144, 6089.59, 0.0, 0.0, 0.0, 10628.393, 0.0, 0.0, 0.0, 0.0]",4870.664899999999,1270.4659000000001,122822.61599999998,2017-08-14 21:00:37.127000
5,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[1486.86, 374.459, 93.688, 1331.21, 862.855, 1419.596, 3312.557, 9580.454, 1118.074, 0.0, 22726.301, 707.728, 521.083, 112433.352, 60.0, 60.0, 0.0, 238.934, 1752.405, 0.0, 467.988]","[0.0, 0.0, 0.0, 5601.565, 0.0, 1416.101, 1341.109, 2701.364, 0.0, 0.0, 386.905, 2166.752, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",7549.883047619049,648.276,172161.34000000003,2017-08-14 21:07:54.410000
6,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1857.358, 218.871, 216.192, 1738.231, 480.093, 652.673, 862.768, 1638.378, 471.923, 1260.24, 1719.25, 20924.097, 824.555, 0.0, 40541.687, 434.649, 850.961, 32316.661, 60.0, 60.0, 0.0, 154.135, 0.0, 834.957]","[0.0, 0.0, 0.0, 4843.043, 0.0, 1345.556, 0.0, 3146.913, 0.0, 10468.808, 1134.168, 0.0, 0.0, 0.0, 0.0, 2749.418, 0.0, 0.0, 0.0, 16034.468, 0.0, 0.0, 0.0, 0.0]",4504.9032916666665,1655.0989166666668,147840.053,2017-08-14 21:56:55.698000
7,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[918.006, 437.321, 100.48, 644.624, 920.873, 1062.986, 715.503, 1504.979, 251.71, 1043.473, 3238.808, 6698.572, 1789.735, 0.0, 38753.891, 655.401, 341.248, 43384.022, 60.0, 60.0, 0.0, 314.176, 1131.486, 0.0, 511.047]","[0.0, 0.0, 0.0, 2131.403, 0.0, 3088.169, 0.0, 10503.329, 0.0, 1445.05, 0.0, 16747.26, 0.0, 0.0, 0.0, 1747.374, 0.0, 0.0, 0.0, 2608.908, 0.0, 0.0, 0.0, 0.0, 0.0]",4181.53364,1530.8597199999997,142809.834,2017-08-14 23:37:53.534000
8,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[771.17, 263.512, 82.276, 630.183, 928.407, 1168.135, 2753.041, 20898.545, 761.066, 0.0, 25957.879, 734.142, 1467.811, 64668.769, 60.0, 60.0, 0.0, 253.684, 1120.522, 0.0, 547.505]","[0.0, 0.0, 0.0, 13498.275, 0.0, 5150.395, 3366.722, 1523.115, 0.0, 0.0, 1644.6, 500.852, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5863.173666666666,1223.0456666666669,148810.60599999997,2017-08-15 16:40:09.338000
9,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[3036.225, 198.771, 106.968, 2376.466, 1021.882, 3515.528, 434.74, 0.0, 45321.28, 380.852, 705.66, 101746.079, 60.0, 60.0, 0.0, 254.897, 1920.803, 0.0, 362.07]","[0.0, 0.0, 0.0, 12261.98, 4333.933, 4238.952, 0.0, 0.0, 500.759, 1132.898, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8500.116894736842,1182.553789473684,183970.743,2017-08-15 16:57:26.277000
