caseid,resource,processing,waiting,avg_process_time,avg_waiting_time,cycle_time,start_time
0,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1685.839, 293.218, 141.869, 2740.876, 1246.835, 1252.833, 736.364, 1057.858, 1403.811, 11925.745, 1138.992, 0.0, 20643.668, 688.32, 1552.097, 98166.392, 60.0, 60.0, 0.0, 245.196, 0.0, 761.415]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3554.634, 0.0, 0.0, 0.0, 2166.873, 14150.588, 0.0, 0.0, 0.0]",6627.333090909091,903.2770454545455,165673.423,2017-08-14 08:00:00
1,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2083.408, 290.92, 139.407, 1369.715, 798.328, 846.885, 457.633, 1527.517, 715.878, 16183.929, 1726.374, 0.0, 51844.923, 447.567, 507.913, 74922.41, 60.0, 60.0, 0.0, 345.975, 0.0, 817.96]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7901.139, 0.0, 0.0, 0.0, 14645.451, 65570.755, 0.0, 0.0, 0.0]",7052.1246363636365,4005.3338636363637,243264.087,2017-08-14 08:48:22.866000
2,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[457.68, 275.658, 135.587, 1472.918, 590.358, 1507.049, 239.191, 891.84, 2157.619, 9415.004, 548.515, 0.0, 51636.835, 618.53, 1396.755, 111212.478, 60.0, 60.0, 0.0, 377.269, 0.0, 569.249]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1291.024, 2237.482, 0.0, 0.0, 0.0, 5610.32, 40408.718, 0.0, 0.0, 0.0]",8346.478863636365,2252.161090909091,233170.079,2017-08-14 12:32:59.729000
3,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[3253.62, 250.056, 134.702, 1839.539, 388.92, 1972.684, 619.37, 2479.935, 1336.983, 16153.881, 677.11, 0.0, 38998.836, 676.518, 981.319, 137407.908, 60.0, 60.0, 0.0, 335.727, 0.0, 780.14]","[0.0, 0.0, 0.0, 2066.665, 0.0, 8516.816, 0.0, 1650.9, 1612.176, 909.613, 0.0, 0.0, 3862.4, 11522.875, 0.0, 0.0, 0.0, 0.0, 50064.26, 0.0, 216.988, 87.055]",9473.056727272728,3659.5339999999997,288916.99600000004,2017-08-14 15:43:37.590000
4,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2640.227, 299.478, 67.127, 1581.95, 670.2, 1612.176, 870.294, 909.613, 1626.302, 5741.55, 963.115, 0.0, 26750.508, 412.208, 2056.486, 126602.364, 60.0, 60.0, 0.0, 220.647, 0.0, 599.568]","[0.0, 0.0, 0.0, 7239.14, 0.0, 2498.055, 0.0, 466.689, 16153.881, 8258.031, 0.0, 0.0, 2262.571, 10135.662, 0.0, 0.0, 0.0, 0.0, 59382.429, 0.0, 332.068, 0.0]",7897.446045454545,4851.296636363636,280472.339,2017-08-14 17:59:54.620000
5,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2628.813, 592.482, 160.801, 1435.706, 2159.589, 3071.005, 1854.126, 0.0, 44809.893, 452.953, 550.056, 67152.509, 60.0, 60.0, 0.0, 419.123, 0.0, 613.015]","[0.0, 0.0, 0.0, 5845.741, 12563.875, 1592.741, 0.0, 0.0, 14721.51, 2311.281, 8913.646, 35398.119, 0.0, 0.0, 45577.915, 220.647, 780.14, 398.931]",7001.115055555556,7129.1414444444445,254344.61700000003,2017-08-15 01:36:41.915000
6,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2184.365, 393.681, 103.282, 1477.502, 2082.196, 13648.591, 1648.871, 0.0, 23270.632, 631.723, 727.393, 96046.274, 60.0, 60.0, 0.0, 373.664, 0.0, 634.591]","[0.0, 0.0, 0.0, 4204.503, 11456.047, 4371.465, 0.0, 0.0, 5791.666, 3055.349, 6729.851, 0.0, 0.0, 0.0, 9471.634, 0.0, 0.0, 0.0]",7963.486944444444,2504.4730555555557,188423.27999999997,2017-08-15 02:39:39.627000
7,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2967.099, 166.052, 95.114, 1300.46, 2927.045, 9459.144, 510.036, 0.0, 24025.749, 741.723, 1849.265, 148248.543, 60.0, 60.0, 0.0, 388.686, 0.0, 275.094]","[0.0, 0.0, 0.0, 7830.963, 16719.596, 6577.223, 0.0, 0.0, 2235.228, 2048.844, 9040.561, 550.056, 0.0, 0.0, 552.329, 1125.244, 0.0, 245.597]",10726.333888888888,2606.980055555556,239999.65099999998,2017-08-15 05:40:21.975000
8,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2730.117, 48.983, 147.678, 1656.538, 581.748, 1463.786, 896.382, 2843.3, 1568.521, 0.0, 24387.054, 513.279, 1653.923, 79249.665, 60.0, 60.0, 0.0, 127.732, 0.0, 287.905]","[0.0, 0.0, 0.0, 6025.665, 0.0, 8420.745, 2223.286, 2827.789, 0.0, 0.0, 880.732, 4528.985, 65057.476, 7937.711, 0.0, 0.0, 1168.205, 0.0, 0.0, 0.0]",5913.830550000001,4953.5297,217347.20500000002,2017-08-15 16:50:00.954000
9,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1835.636, 37.628, 90.036, 1591.563, 378.326, 1831.141, 1138.838, 5184.394, 852.175, 0.0, 21454.654, 575.678, 1946.349, 54833.17, 60.0, 60.0, 0.0, 377.663, 0.0, 717.982]","[0.0, 0.0, 0.0, 9220.973, 0.0, 2146.427, 4093.715, 4381.973, 0.0, 0.0, 761.765, 844.889, 62145.189, 7208.957, 0.0, 0.0, 5221.588, 747.581, 388.686, 0.0]",4648.26165,4858.08715,190126.97600000002,2017-08-15 19:34:51.941000
