caseid,resource,processing,waiting,avg_process_time,avg_waiting_time,cycle_time,start_time
0,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5', 'Role 5']","[1907.933, 471.076, 92.313, 1462.838, 633.323, 3849.992, 1641.438, 0.0, 21304.21, 663.847, 765.243, 103237.646, 60.0, 60.0, 0.0, 292.334, 1479.509, 0.0, 697.438]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 568.949, 0.0, 0.0, 0.0, 9516.928, 0.0, 0.0, 0.0, 0.0, 0.0]",7295.744210526315,530.8356315789474,148705.017,2017-08-14 08:00:00
1,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[307.668, 549.348, 74.983, 520.006, 790.226, 640.409, 1296.051, 17493.829, 1290.769, 0.0, 36510.634, 364.833, 1864.471, 148639.297, 60.0, 60.0, 0.0, 373.595, 0.0, 889.158]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.387, 6448.392, 0.0, 0.0, 0.0, 1486.109, 16873.867, 0.0, 264.385, 0.0]",10586.26385,1254.3569999999997,236812.41699999996,2017-08-14 09:27:57.608000
2,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[2320.909, 681.708, 102.902, 1712.66, 525.122, 21423.935, 1945.414, 0.0, 28331.216, 773.484, 1615.216, 50352.66, 60.0, 60.0, 0.0, 193.849, 0.0, 885.163]","[0.0, 0.0, 0.0, 0.0, 1710.185, 0.0, 0.0, 0.0, 0.0, 2509.207, 0.0, 0.0, 0.0, 16082.7, 0.0, 0.0, 0.0, 0.0]",6165.791000000001,1127.894,131286.33000000002,2017-08-14 11:27:40.259000
3,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[1904.923, 252.0, 84.57, 1710.185, 734.173, 1305.156, 568.949, 20763.713, 1856.112, 0.0, 32016.949, 628.566, 354.366, 121885.44, 60.0, 60.0, 0.0, 264.385, 0.0, 533.136]","[0.0, 0.0, 0.0, 397.571, 0.0, 7227.332, 3107.839, 663.847, 0.0, 0.0, 2980.409, 9307.979, 0.0, 0.0, 0.0, 1239.567, 16813.867, 373.595, 0.0, 620.0]",9249.131150000001,2136.6002999999996,227714.62900000002,2017-08-14 12:03:59.374000
4,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[2115.375, 91.855, 83.081, 1364.107, 710.564, 7198.793, 824.771, 0.0, 20866.39, 373.614, 1456.658, 42468.56, 60.0, 60.0, 0.0, 238.491, 0.0, 284.583]","[0.0, 0.0, 0.0, 10393.857, 2761.85, 9408.255, 0.0, 0.0, 557.994, 4710.271, 0.0, 0.0, 0.0, 14281.657, 0.0, 0.0, 0.0, 0.0]",4344.269,2339.660222222222,120310.726,2017-08-14 19:17:55.464000
5,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[2339.687, 253.042, 70.169, 797.261, 364.929, 1515.897, 184.812, 795.156, 649.428, 1688.965, 631.848, 1243.086, 1630.719, 15825.994, 1116.433, 0.0, 51328.057, 720.908, 1352.193, 100427.248, 60.0, 60.0, 0.0, 368.341, 0.0, 323.916]","[0.0, 0.0, 0.0, 9862.89, 0.0, 8879.989, 0.0, 5112.516, 0.0, 1473.274, 0.0, 1880.791, 5576.854, 3063.838, 0.0, 0.0, 1919.53, 3374.417, 43345.054, 2599.421, 0.0, 0.0, 2631.998, 0.0, 0.0, 0.0]",7067.234192307691,3450.7912307692304,273468.66099999996,2017-08-14 19:43:17.951000
6,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[1716.275, 43.419, 71.286, 1964.589, 189.309, 1322.593, 985.699, 1349.218, 514.789, 1528.278, 2367.126, 5576.854, 1507.337, 0.0, 20898.833, 671.354, 1995.139, 144448.189, 60.0, 60.0, 0.0, 240.82, 0.0, 764.722]","[0.0, 0.0, 0.0, 7226.745, 0.0, 8606.917, 0.0, 3784.192, 0.0, 564.895, 0.0, 1243.086, 0.0, 0.0, 1277.216, 2254.627, 14336.965, 0.0, 0.0, 1476.792, 38327.074, 0.0, 0.0, 0.0]",7844.826208333335,3295.771208333333,267374.338,2017-08-14 20:54:23.275000
7,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[3370.204, 297.635, 170.972, 1153.834, 1104.979, 7460.848, 1497.419, 0.0, 14964.45, 501.427, 384.142, 93013.678, 60.0, 60.0, 0.0, 141.154, 0.0, 306.754]","[0.0, 0.0, 0.0, 6738.097, 10113.004, 3356.739, 0.0, 0.0, 11470.565, 7964.634, 0.0, 0.0, 0.0, 0.0, 3401.922, 0.0, 0.0, 0.0]",6915.972,2391.3867222222225,167532.457,2017-08-15 05:16:12.356000
8,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5', 'Role 5']","[1515.482, 213.861, 127.04, 1363.746, 823.342, 741.579, 1320.056, 11243.638, 531.693, 0.0, 20689.66, 745.656, 1044.325, 45590.398, 60.0, 60.0, 0.0, 280.325, 1405.559, 0.0, 870.357]","[0.0, 0.0, 0.0, 9640.825, 0.0, 2896.797, 4877.183, 1263.609, 0.0, 0.0, 3372.077, 14287.38, 0.0, 0.0, 0.0, 14918.936, 17252.552, 0.0, 0.0, 269.158, 0.0]",4220.319857142857,3275.167476190476,157405.234,2017-08-15 07:45:55.148000
9,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[422.992, 92.317, 108.531, 1612.98, 871.498, 1715.907, 894.645, 13358.164, 1056.441, 0.0, 21745.247, 525.268, 1695.359, 101621.472, 60.0, 60.0, 0.0, 330.329, 0.0, 320.424]","[0.0, 0.0, 0.0, 7293.458, 0.0, 3404.971, 1446.928, 2031.336, 0.0, 0.0, 16125.06, 2647.755, 41609.841, 11191.864, 0.0, 0.0, 50356.218, 0.0, 0.0, 0.0]",7324.5787,6805.371550000001,282599.005,2017-08-15 09:37:12.349000
