type,cost_min,cost_max,cost_median,cost_Q1,cost_Q3,cost_avg,cost_total,time_inUse_min,time_inUse_max,time_inUse_median,time_inUse_Q1,time_inUse_Q3,time_inUse_avg,time_inUse_total,time_available_min,time_available_max,time_available_median,time_available_Q1,time_available_Q3,time_available_avg,time_available_total,time_workload_min,time_workload_max,time_workload_median,time_workload_Q1,time_workload_Q3,time_workload_avg,time_workload_total,instances_instance_0_id,instances_instance_0_cost,instances_instance_0_time_inUse,instances_instance_0_time_available,instances_instance_0_time_workload,instances_instance_1_id,instances_instance_1_cost,instances_instance_1_time_inUse,instances_instance_1_time_available,instances_instance_1_time_workload,instances_instance_2_id,instances_instance_2_cost,instances_instance_2_time_inUse,instances_instance_2_time_available,instances_instance_2_time_workload,instances_instance_3_id,instances_instance_3_cost,instances_instance_3_time_inUse,instances_instance_3_time_available,instances_instance_3_time_workload,instances_instance_4_id,instances_instance_4_cost,instances_instance_4_time_inUse,instances_instance_4_time_available,instances_instance_4_time_workload,instances_instance_5_id,instances_instance_5_cost,instances_instance_5_time_inUse,instances_instance_5_time_available,instances_instance_5_time_workload,instances_instance_6_id,instances_instance_6_cost,instances_instance_6_time_inUse,instances_instance_6_time_available,instances_instance_6_time_workload,instances_instance_7_id,instances_instance_7_cost,instances_instance_7_time_inUse,instances_instance_7_time_available,instances_instance_7_time_workload,instances_instance_8_id,instances_instance_8_cost,instances_instance_8_time_inUse,instances_instance_8_time_available,instances_instance_8_time_workload,instances_instance_9_id,instances_instance_9_cost,instances_instance_9_time_inUse,instances_instance_9_time_available,instances_instance_9_time_workload,instances_instance_10_id,instances_instance_10_cost,instances_instance_10_time_inUse,instances_instance_10_time_available,instances_instance_10_time_workload,instances_instance_11_id,instances_instance_11_cost,instances_instance_11_time_inUse,instances_instance_11_time_available,instances_instance_11_time_workload,instances_instance_12_id,instances_instance_12_cost,instances_instance_12_time_inUse,instances_instance_12_time_available,instances_instance_12_time_workload,instances_instance_13_id,instances_instance_13_cost,instances_instance_13_time_inUse,instances_instance_13_time_available,instances_instance_13_time_workload,instances_instance_14_id,instances_instance_14_cost,instances_instance_14_time_inUse,instances_instance_14_time_available,instances_instance_14_time_workload,instances_instance_15_id,instances_instance_15_cost,instances_instance_15_time_inUse,instances_instance_15_time_available,instances_instance_15_time_workload,instances_instance_16_id,instances_instance_16_cost,instances_instance_16_time_inUse,instances_instance_16_time_available,instances_instance_16_time_workload,instances_instance_17_id,instances_instance_17_cost,instances_instance_17_time_inUse,instances_instance_17_time_available,instances_instance_17_time_workload,instances_instance_18_id,instances_instance_18_cost,instances_instance_18_time_inUse,instances_instance_18_time_available,instances_instance_18_time_workload,instances_instance_19_id,instances_instance_19_cost,instances_instance_19_time_inUse,instances_instance_19_time_available,instances_instance_19_time_workload,instances_instance_20_id,instances_instance_20_cost,instances_instance_20_time_inUse,instances_instance_20_time_available,instances_instance_20_time_workload,instances_instance_21_id,instances_instance_21_cost,instances_instance_21_time_inUse,instances_instance_21_time_available,instances_instance_21_time_workload
Role_5,6779160.0,6.77916E7,1.12986E7,1.12986E7,2.937636E7,2.5308864E7,1.2654432E8,955497.0,1034968.0,992141.0,965716.0,1000140.0,989692.4,4948462.0,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,1.12986E7,0.42283867027773353,0.4580071867310994,0.43905483865257644,0.4273609119713947,0.4425946577452074,0.43797125307560225,2.1898562653780114,ID4287,1.12986E7,992141,2259720,0.43905483865257644,ID4618,6.77916E7,1000140,2259720,0.4425946577452074,ID4163,2.937636E7,965716,2259720,0.4273609119713947,ID4493,1.12986E7,1034968,2259720,0.4580071867310994,ID0937,6779160.0,955497,2259720,0.42283867027773353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_6,4519440.0,6.327216E7,1.12986E7,4519440.0,4.971384E7,3.220101E7,1.2880404E8,248400.0,248400.0,248400.0,248400.0,248400.0,248400.0,993600.0,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,9038880.0,0.10992512346662418,0.10992512346662418,0.10992512346662418,0.10992512346662418,0.10992512346662418,0.10992512346662418,0.43970049386649673,ID4820,4519440.0,248400,2259720,0.10992512346662418,ID4291,4.971384E7,248400,2259720,0.10992512346662418,ID4491,6.327216E7,248400,2259720,0.10992512346662418,ID4493,1.12986E7,248400,2259720,0.10992512346662418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_10,1.581804E7,6.77916E7,2.937636E7,1.807776E7,6.77916E7,3.841524E7,2.6890668E8,16036.0,21189.0,20024.0,17340.0,20350.0,19309.714285714286,135168.0,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,1.581804E7,0.007096454427982228,0.009376825447400563,0.008861274848211283,0.007673517072911688,0.009005540509443648,0.008545180060235023,0.05981626042164516,ID4882,2.033748E7,17340,2259720,0.007673517072911688,ID4872,4.971384E7,20248,2259720,0.008960402173720638,ID0998,1.581804E7,21189,2259720,0.009376825447400563,ID4528,1.807776E7,16036,2259720,0.007096454427982228,ID0420,2.937636E7,20024,2259720,0.008861274848211283,ID3716,6.77916E7,19981,2259720,0.008842245941975113,ID4618,6.77916E7,20350,2259720,0.009005540509443648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_7,6779160.0,6.77916E7,2.937636E7,1.12986E7,4.067496E7,2.9677656E7,4.4516484E8,79276.0,173795.0,132430.0,119676.0,138075.0,129351.2,1940268.0,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,3.38958E7,0.035082222576248386,0.07690997114686775,0.05860460588037456,0.05296054378418565,0.06110270298975094,0.057242136193864736,0.858632042907971,ID0998,1.581804E7,133607,2259720,0.05912546687200184,ID4109,3.841524E7,140671,2259720,0.06225151788717186,ID4528,1.807776E7,133415,2259720,0.05904050059299382,ID4618,6.77916E7,138511,2259720,0.06129564724833165,ID0937,6779160.0,127691,2259720,0.05650744340006726,ID4287,1.12986E7,130929,2259720,0.057940364292921244,ID4355,3.615552E7,127991,2259720,0.056640203211017294,ID4872,4.971384E7,119676,2259720,0.05296054378418565,ID4445,2.033748E7,132430,2259720,0.05860460588037456,ID3854,9038880.0,173795,2259720,0.07690997114686775,ID4160,4.067496E7,138075,2259720,0.06110270298975094,ID0420,2.937636E7,118132,2259720,0.05227727329049617,ID4163,2.937636E7,111913,2259720,0.04952516240950206,ID4493,1.12986E7,134156,2259720,0.059368417326040396,ID4385,6.101244E7,79276,2259720,0.035082222576248386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_11,1.581804E7,6.101244E7,2.033748E7,1.807776E7,4.971384E7,3.351918E7,2.0111508E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,1.355832E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID4882,2.033748E7,0,2259720,0.0,ID4355,3.615552E7,0,2259720,0.0,ID4872,4.971384E7,0,2259720,0.0,ID0998,1.581804E7,0,2259720,0.0,ID4528,1.807776E7,0,2259720,0.0,ID4385,6.101244E7,0,2259720,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_8,6779160.0,6.77916E7,2.937636E7,1.12986E7,6.327216E7,3.7662E7,3.38958E8,884440.0,950340.0,919115.0,903613.0,941664.0,922412.5555555555,8301713.0,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,2.033748E7,0.3913936239888128,0.4205565291275025,0.4067384454711203,0.3998783035066291,0.4167171153948277,0.4081977216449629,3.673779494804666,ID4287,1.12986E7,940714,2259720,0.4162967093268192,ID4167,6.77916E7,903613,2259720,0.3998783035066291,ID4955,5.197356E7,919115,2259720,0.4067384454711203,ID0420,2.937636E7,884440,2259720,0.3913936239888128,ID4529,6.327216E7,902680,2259720,0.39946542049457456,ID4618,6.77916E7,941664,2259720,0.4167171153948277,ID4163,2.937636E7,913940,2259720,0.4044483387322323,ID4493,1.12986E7,950340,2259720,0.4205565291275025,ID0937,6779160.0,945207,2259720,0.4182850087621475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_17,1.581804E7,6.77916E7,4.51944E7,2.485692E7,5.6493E7,4.102260923076923E7,5.3329392E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,2.937636E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID0997,4.745412E7,0,2259720,0.0,ID4219,2.485692E7,0,2259720,0.0,ID3846,5.875272E7,0,2259720,0.0,ID4429,5.6493E7,0,2259720,0.0,ID3718,1.581804E7,0,2259720,0.0,ID4167,6.77916E7,0,2259720,0.0,ID4442,1.807776E7,0,2259720,0.0,ID4794,4.51944E7,0,2259720,0.0,ID4641,5.6493E7,0,2259720,0.0,ID4622,3.615552E7,0,2259720,0.0,ID4799,4.067496E7,0,2259720,0.0,ID4932,1.807776E7,0,2259720,0.0,ID4132,4.745412E7,0,2259720,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_2,4519440.0,6.77916E7,3.163608E7,1.807776E7,5.6493E7,3.584737636363637E7,7.8864228E8,2070521.0,2212821.0,2154452.0,2109265.0,2166148.0,2142375.272727273,4.7132256E7,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,4.971384E7,0.9162732550935514,0.9792456587541819,0.9534154674030411,0.9334187421450445,0.9585913298992795,0.9480711206376333,20.857564654027932,ID0997,4.745412E7,2180072,2259720,0.9647531552581736,ID4219,2.485692E7,2157807,2259720,0.9549001646221655,ID3846,5.875272E7,2137791,2259720,0.9460424300355796,ID4429,5.6493E7,2072221,2259720,0.9170255606889349,ID4529,6.327216E7,2166148,2259720,0.9585913298992795,ID4618,6.77916E7,2161648,2259720,0.9565999327350291,ID4718,3.163608E7,2092602,2259720,0.9260448197121768,ID0937,6779160.0,2155556,2259720,0.9539040235073372,ID4287,1.12986E7,2178952,2259720,0.9642575186306268,ID4167,6.77916E7,2109265,2259720,0.9334187421450445,ID4783,2.937636E7,2125264,2259720,0.9404988228630096,ID4794,4.51944E7,2212821,2259720,0.9792456587541819,ID4355,3.615552E7,2070521,2259720,0.9162732550935514,ID4641,5.6493E7,2130172,2259720,0.942670773370152,ID4872,4.971384E7,2166338,2259720,0.9586754111128812,ID4445,2.033748E7,2100592,2259720,0.9295806560104791,ID4932,1.807776E7,2145606,2259720,0.9495008231108278,ID4140,9038880.0,2104290,2259720,0.9312171419467898,ID4162,4519440.0,2154917,2259720,0.9536212451100137,ID4163,2.937636E7,2154452,2259720,0.9534154674030411,ID4142,6779160.0,2190209,2259720,0.9692391092701751,ID4132,4.745412E7,2165012,2259720,0.9580886127484821
Role_3,6779160.0,6.77916E7,1.12986E7,1.12986E7,2.937636E7,2.5308864E7,1.2654432E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,1.12986E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID4287,1.12986E7,0,2259720,0.0,ID4618,6.77916E7,0,2259720,0.0,ID4163,2.937636E7,0,2259720,0.0,ID4493,1.12986E7,0,2259720,0.0,ID0937,6779160.0,0,2259720,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_15,4519440.0,5.6493E7,1.12986E7,6779160.0,4.745412E7,2.25972E7,1.581804E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,1.581804E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID4287,1.12986E7,0,2259720,0.0,ID4873,5.6493E7,0,2259720,0.0,ID0997,4.745412E7,0,2259720,0.0,ID4326,2.25972E7,0,2259720,0.0,ID4140,9038880.0,0,2259720,0.0,ID4162,4519440.0,0,2259720,0.0,ID0937,6779160.0,0,2259720,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_4,6779160.0,6.77916E7,3.163608E7,1.807776E7,4.971384E7,3.5100984E7,5.2651476E8,16836.0,38964.0,31092.0,26129.0,36812.0,30978.266666666666,464674.0,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,3.38958E7,0.007450480590515639,0.017242844246189794,0.013759226806861027,0.011562937001044377,0.016290513868974916,0.013708896087420862,0.20563344131131292,ID0997,4.745412E7,36107,2259720,0.015978528313242348,ID0998,1.581804E7,36812,2259720,0.016290513868974916,ID3846,5.875272E7,22194,2259720,0.00982157081408316,ID4528,1.807776E7,35733,2259720,0.015813021082257978,ID4618,6.77916E7,38048,2259720,0.016837484290089036,ID4718,3.163608E7,29216,2259720,0.012929035455720177,ID0937,6779160.0,37386,2259720,0.01654452764059264,ID4794,4.51944E7,34251,2259720,0.015157187616164835,ID4882,2.033748E7,38964,2259720,0.017242844246189794,ID4355,3.615552E7,26497,2259720,0.011725789035809746,ID4872,4.971384E7,31092,2259720,0.013759226806861027,ID4445,2.033748E7,26129,2259720,0.011562937001044377,ID4932,1.807776E7,30014,2259720,0.013282176552847256,ID0420,2.937636E7,25395,2259720,0.011238117996919973,ID4385,6.101244E7,16836,2259720,0.007450480590515639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Role_9,6779160.0,4.971384E7,2.033748E7,1.581804E7,3.163608E7,2.4446061818181816E7,2.6890668E8,73136.0,129469.0,83096.0,77001.0,101550.0,89640.72727272728,986048.0,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,2259720.0,2.485692E7,0.032365071778804454,0.057294266546297774,0.03677269750234542,0.034075460676543996,0.044939196006584886,0.03966895335383467,0.4363584868921814,ID4287,1.12986E7,115189,2259720,0.050974899545076384,ID4882,2.033748E7,129469,2259720,0.057294266546297774,ID4355,3.615552E7,84275,2259720,0.03729444355937904,ID4872,4.971384E7,85062,2259720,0.03764271679677128,ID4445,2.033748E7,83096,2259720,0.03677269750234542,ID0998,1.581804E7,73136,2259720,0.032365071778804454,ID4528,1.807776E7,77001,2259720,0.034075460676543996,ID0420,2.937636E7,101550,2259720,0.044939196006584886,ID4163,2.937636E7,76001,2259720,0.03363292797337723,ID4718,3.163608E7,82440,2259720,0.03648239604906803,ID0937,6779160.0,78829,2259720,0.03488441045793284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
