caseid,resource,processing,waiting,avg_process_time,avg_waiting_time,cycle_time,start_time
0,"['Role 16', 'Role 20', 'Role 2', 'Role 3', 'Role 5', 'Role 3', 'Role 3', 'Role 5', 'Role 3', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 5', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2865.551, 475.217, 130.298, 2213.044, 2203.674, 8153.285, 483.195, 0.0, 45732.527, 665.107, 292.203, 172268.683, 60.0, 60.0, 0.0, 325.405, 0.0, 665.053]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 627.42, 0.0, 1992.209, 11478.6, 52955.516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",13144.069,3725.2080555555563,303646.987,2017-08-14 08:00:00
1,"['Role 16', 'Role 20', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 5', 'Role 3', 'Role 3', 'Role 5', 'Role 3', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 5', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2733.54, 569.113, 128.909, 627.42, 930.137, 1259.323, 589.788, 15514.248, 1282.482, 0.0, 40278.676, 742.443, 1103.438, 137164.073, 60.0, 60.0, 0.0, 186.094, 0.0, 809.601]","[0.0, 0.0, 0.0, 1704.038, 1545.267, 45913.933, 0.0, 11473.402, 56323.92, 0.0, 13077.074, 187533.615, 34427.99, 0.0, 374307.468, 0.0, 99063.993, 0.0, 555.098, 0.0]",10201.96425,41296.289899999996,1029965.083,2017-08-14 11:01:45.469000
2,"['Role 16', 'Role 20', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 5', 'Role 3', 'Role 3', 'Role 5', 'Role 3', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 5', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[2119.135, 82.664, 125.053, 1062.072, 181.406, 1360.212, 611.263, 2094.429, 1935.067, 18110.177, 1871.951, 0.0, 21383.514, 535.312, 569.785, 98883.993, 60.0, 60.0, 0.0, 129.269, 982.875, 0.0, 706.52]","[0.0, 0.0, 0.0, 521.004, 46662.664, 11962.301, 71226.905, 12265.127, 0.0, 203834.365, 35873.181, 0.0, 78968.401, 39511.206, 284288.907, 88855.837, 37067.702, 0.0, 0.0, 662.1, 2858.121, 4273.284, 3539.657]",6646.291173913043,40103.07660869566,1075235.459,2017-08-14 11:58:23.828000
3,"['Role 16', 'Role 20', 'Role 2', 'Role 3', 'Role 5', 'Role 3', 'Role 3', 'Role 5', 'Role 3', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 5', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2006.333, 1034.594, 116.075, 1463.872, 1063.758, 11280.115, 529.18, 0.0, 39091.241, 553.733, 1159.191, 80029.357, 60.0, 60.0, 0.0, 206.931, 0.0, 717.497]","[0.0, 0.0, 0.0, 45572.876, 0.0, 25049.808, 47498.611, 0.0, 52295.205, 150820.684, 53605.031, 115100.72, 294338.111, 0.0, 99003.993, 186.094, 348.167, 809.601]",7742.882055555556,49146.050055555555,1024000.7779999999,2017-08-14 12:53:07.271000
4,"['Role 16', 'Role 20', 'Role 2', 'Role 3', 'Role 5', 'Role 3', 'Role 3', 'Role 5', 'Role 3', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 5', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1255.388, 118.93, 88.371, 1480.072, 1522.214, 5361.053, 522.985, 0.0, 51773.656, 539.778, 874.21, 115546.145, 60.0, 60.0, 0.0, 348.167, 0.0, 254.693]","[0.0, 0.0, 0.0, 45733.337, 0.0, 34391.395, 42666.738, 0.0, 93380.547, 101520.874, 61254.38, 182788.732, 178851.966, 0.0, 98943.993, 393.025, 0.0, 1527.098]",9989.203444444445,46747.338055555556,1021257.747,2017-08-14 13:43:04.995000
5,"['Role 16', 'Role 20', 'Role 2', 'Role 3', 'Role 5', 'Role 3', 'Role 3', 'Role 5', 'Role 3', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 5', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1787.507, 202.528, 104.234, 1610.4, 792.558, 17456.886, 823.662, 0.0, 46593.476, 759.383, 1309.865, 137004.451, 60.0, 60.0, 0.0, 315.694, 0.0, 649.18]","[0.0, 0.0, 0.0, 36879.232, 0.0, 38871.704, 26997.35, 0.0, 143333.976, 65881.926, 72244.494, 275467.027, 140791.508, 0.0, 37007.702, 0.0, 881.84, 3494.831]",11640.545777777776,46769.53277777778,1051381.4139999999,2017-08-14 16:24:47.592000
6,"['Role 16', 'Role 20', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 5', 'Role 3', 'Role 3', 'Role 5', 'Role 3', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 5', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2274.616, 757.803, 123.575, 1639.498, 414.766, 1412.073, 1055.858, 2761.469, 1021.724, 1706.928, 633.437, 1221.542, 1115.244, 2157.168, 1588.077, 14497.544, 1235.984, 0.0, 27050.936, 666.949, 269.409, 23575.916, 60.0, 60.0, 0.0, 362.876, 0.0, 437.633]","[0.0, 0.0, 0.0, 30480.646, 55481.65, 27406.246, 188515.379, 65585.451, 70792.89, 67609.578, 249423.716, 122700.462, 320330.488, 102870.59, 0.0, 533081.609, 242738.161, 354.503, 776345.998, 488613.878, 807661.948, 708922.022, 843249.025, 0.0, 589431.593, 710.993, 2611.701, 833.883]",3146.465178571429,224848.3003571429,6383853.435000001,2017-08-14 18:20:34.853000
7,"['Role 16', 'Role 20', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 5', 'Role 3', 'Role 3', 'Role 5', 'Role 3', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 5', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[961.464, 62.918, 132.142, 1715.954, 699.859, 1983.355, 603.859, 1803.072, 2558.593, 12630.574, 1878.347, 0.0, 14507.778, 441.912, 1332.747, 141533.277, 60.0, 60.0, 0.0, 303.005, 0.0, 614.822]","[0.0, 0.0, 0.0, 29479.95, 54180.462, 28118.46, 187587.882, 67743.061, 0.0, 68643.492, 57086.227, 0.0, 247399.466, 111503.101, 319705.701, 149122.788, 393034.422, 0.0, 792152.076, 0.0, 580.67, 1932.587]",8358.349,114012.28840909089,2692154.0229999996,2017-08-14 19:37:54.517000
8,"['Role 16', 'Role 20', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 3', 'Role 5', 'Role 3', 'Role 3', 'Role 5', 'Role 3', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 5', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[3252.919, 261.472, 184.789, 985.981, 868.377, 1828.453, 248.72, 1339.177, 1190.543, 1590.838, 811.498, 1019.208, 627.755, 468.677, 496.258, 1367.192, 519.557, 1587.358, 2415.132, 8021.414, 1130.961, 0.0, 16703.959, 388.59, 411.708, 166253.344, 60.0, 60.0, 0.0, 172.897, 0.0, 368.67]","[0.0, 0.0, 0.0, 17692.289, 53894.34, 29233.438, 186363.288, 69297.413, 68672.365, 68125.963, 248466.315, 123110.506, 320426.524, 104400.003, 533704.751, 241595.737, 768325.985, 515206.368, 0.0, 789878.632, 658823.66, 0.0, 1432357.009, 1215668.744, 1903674.635, 716138.0, 669341.345, 0.0, 741072.002, 0.0, 187.308, 0.0]",6707.35771875,358614.269375,11690292.067,2017-08-14 22:40:35.476000
9,"['Role 16', 'Role 20', 'Role 20', 'Role 20', 'Role 2', 'Role 3', 'Role 5', 'Role 3', 'Role 3', 'Role 5', 'Role 3', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 5', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2390.391, 340.321, 1380.015, 16.953, 71.03, 1142.094, 1068.775, 19339.398, 1446.1, 0.0, 22697.953, 400.092, 352.936, 41727.515, 60.0, 60.0, 0.0, 406.406, 0.0, 369.515]","[0.0, 0.0, 0.0, 0.0, 0.0, 10655.761, 0.0, 52844.051, 11430.29, 0.0, 185165.908, 50302.74, 80860.938, 396144.05, 99123.993, 0.0, 36947.702, 315.694, 2987.39, 1632.055]",4663.474700000001,46420.528600000005,1021680.0660000001,2017-08-15 00:45:58.455000
