caseid,task,start_timestamp,end_timestamp,resource
0,Create Purchase Requisition,2017-08-14 08:00:00.0,2017-08-14 08:10:02.258,Role 16
0,Analyze Purchase Requisition,2017-08-14 08:10:02.258,2017-08-14 08:21:42.847,Role 20
0,Create Request for Quotation,2017-08-14 08:21:42.847,2017-08-14 08:23:32.82,Role 2
0,Analyze Request for Quotation,2017-08-14 08:23:32.82,2017-08-14 08:44:46.442,Role 3
0,Send Request for Quotation to Supplier,2017-08-14 08:44:46.442,2017-08-14 09:30:38.977,Role 5
1,Create Purchase Requisition,2017-08-14 09:23:40.346,2017-08-14 10:14:55.222,Role 16
1,Analyze Purchase Requisition,2017-08-14 10:14:55.222,2017-08-14 10:27:29.758,Role 20
1,Create Request for Quotation,2017-08-14 10:27:29.758,2017-08-14 10:28:53.075,Role 2
2,Create Purchase Requisition,2017-08-14 10:38:44.327,2017-08-14 11:07:03.121,Role 16
2,Analyze Purchase Requisition,2017-08-14 11:07:03.121,2017-08-14 11:11:13.252,Role 20
2,Create Request for Quotation,2017-08-14 11:11:13.252,2017-08-14 11:13:09.867,Role 2
0,Create Quotation comparison Map,2017-08-14 09:30:38.977,2017-08-14 13:42:57.104,Role 3
1,Analyze Request for Quotation,2017-08-14 13:42:57.104,2017-08-14 14:03:32.204,Role 3
2,Analyze Request for Quotation,2017-08-14 14:03:32.204,2017-08-14 14:21:10.399,Role 3
0,Analyze Quotation Comparison Map,2017-08-14 14:21:10.399,2017-08-14 14:41:29.544,Role 3
2,Send Request for Quotation to Supplier,2017-08-14 14:21:10.399,2017-08-14 14:47:22.026,Role 5
0,Choose best option,2017-08-14 14:47:22.026,2017-08-14 14:47:22.026,Role 5
1,Amend Request for Quotation,2017-08-14 14:41:29.544,2017-08-14 14:49:32.297,Role 3
3,Create Purchase Requisition,2017-08-14 15:46:45.588,2017-08-14 15:52:55.51,Role 16
3,Analyze Purchase Requisition,2017-08-14 15:52:55.51,2017-08-14 15:56:07.2,Role 20
3,Create Request for Quotation,2017-08-14 15:56:07.2,2017-08-14 15:57:24.024,Role 2
2,Create Quotation comparison Map,2017-08-14 14:49:32.297,2017-08-14 17:09:43.78,Role 3
4,Create Purchase Requisition,2017-08-15 04:41:51.893,2017-08-15 04:51:14.824,Role 16
4,Analyze Purchase Requisition,2017-08-15 04:51:14.824,2017-08-15 04:54:40.724,Role 20
4,Create Request for Quotation,2017-08-15 04:54:40.724,2017-08-15 04:55:34.934,Role 2
5,Create Purchase Requisition,2017-08-15 04:57:39.328,2017-08-15 05:32:24.19,Role 16
5,Analyze Purchase Requisition,2017-08-15 05:32:24.19,2017-08-15 05:45:49.152,Role 20
5,Create Request for Quotation,2017-08-15 05:45:49.152,2017-08-15 05:47:28.475,Role 2
0,Settle Conditions With Supplier,2017-08-14 17:09:43.78,2017-08-15 05:53:05.114,Role 3
1,Analyze Request for Quotation,2017-08-15 05:53:05.114,2017-08-15 06:16:20.724,Role 3
1,Send Request for Quotation to Supplier,2017-08-15 06:16:20.724,2017-08-15 06:40:31.427,Role 5
3,Analyze Request for Quotation,2017-08-15 06:16:20.724,2017-08-15 06:51:34.932,Role 3
2,Analyze Quotation Comparison Map,2017-08-15 06:51:34.932,2017-08-15 07:21:52.247,Role 3
2,Choose best option,2017-08-15 07:21:52.247,2017-08-15 07:21:52.247,Role 5
4,Analyze Request for Quotation,2017-08-15 07:21:52.247,2017-08-15 07:51:56.799,Role 3
5,Analyze Request for Quotation,2017-08-15 07:51:56.799,2017-08-15 08:03:34.236,Role 3
0,Create Purchase Order,2017-08-15 08:03:34.236,2017-08-15 08:14:33.673,Role 3
1,Create Quotation comparison Map,2017-08-15 08:14:33.673,2017-08-15 09:21:27.913,Role 3
3,Amend Request for Quotation,2017-08-15 09:21:27.913,2017-08-15 09:32:09.835,Role 3
6,Create Purchase Requisition,2017-08-15 11:19:41.364,2017-08-15 12:00:09.764,Role 16
6,Analyze Purchase Requisition,2017-08-15 12:00:09.764,2017-08-15 12:03:56.398,Role 20
6,Create Request for Quotation,2017-08-15 12:03:56.398,2017-08-15 12:05:51.412,Role 2
7,Create Purchase Requisition,2017-08-15 13:39:10.213,2017-08-15 14:12:40.306,Role 16
7,Analyze Purchase Requisition,2017-08-15 14:12:40.306,2017-08-15 14:15:22.365,Role 20
7,Create Request for Quotation,2017-08-15 14:15:22.365,2017-08-15 14:16:26.167,Role 2
2,Settle Conditions With Supplier,2017-08-15 09:32:09.835,2017-08-15 17:59:54.952,Role 3
4,Amend Request for Quotation,2017-08-15 17:59:54.952,2017-08-15 18:17:23.552,Role 3
5,Amend Request for Quotation,2017-08-15 18:17:23.552,2017-08-15 18:24:48.974,Role 3
0,Confirm Purchase Order,2017-08-15 18:24:48.974,2017-08-15 18:47:31.664,Role 3
1,Analyze Quotation Comparison Map,2017-08-15 18:47:31.664,2017-08-15 19:10:42.345,Role 3
1,Choose best option,2017-08-15 19:10:42.345,2017-08-15 19:10:42.345,Role 5
3,Analyze Request for Quotation,2017-08-15 19:10:42.345,2017-08-15 19:36:26.939,Role 3
6,Analyze Request for Quotation,2017-08-15 19:36:26.939,2017-08-15 19:51:34.475,Role 3
7,Analyze Request for Quotation,2017-08-15 19:51:34.475,2017-08-15 20:13:00.508,Role 3
2,Create Purchase Order,2017-08-15 20:13:00.508,2017-08-15 20:20:43.183,Role 3
4,Analyze Request for Quotation,2017-08-15 20:20:43.183,2017-08-15 20:45:22.825,Role 3
5,Analyze Request for Quotation,2017-08-15 20:45:22.825,2017-08-15 21:01:26.958,Role 3
1,Settle Conditions With Supplier,2017-08-15 21:01:26.958,2017-08-16 04:23:30.414,Role 3
3,Amend Request for Quotation,2017-08-16 04:23:30.414,2017-08-16 04:39:17.775,Role 3
6,Amend Request for Quotation,2017-08-16 04:39:17.775,2017-08-16 04:57:12.817,Role 3
7,Amend Request for Quotation,2017-08-16 04:57:12.817,2017-08-16 05:09:18.194,Role 3
8,Create Purchase Requisition,2017-08-16 04:37:25.004,2017-08-16 05:33:22.144,Role 16
8,Analyze Purchase Requisition,2017-08-16 05:33:22.144,2017-08-16 05:35:19.45,Role 20
8,Create Request for Quotation,2017-08-16 05:35:19.45,2017-08-16 05:37:52.79,Role 2
2,Confirm Purchase Order,2017-08-16 05:09:18.194,2017-08-16 05:40:38.91,Role 3
4,Amend Request for Quotation,2017-08-16 05:40:38.91,2017-08-16 05:50:28.708,Role 3
5,Amend Request for Quotation,2017-08-16 05:50:28.708,2017-08-16 06:07:44.542,Role 3
9,Create Purchase Requisition,2017-08-16 05:58:26.321,2017-08-16 06:10:08.935,Role 16
9,Analyze Purchase Requisition,2017-08-16 06:10:08.935,2017-08-16 06:11:39.622,Role 20
9,Create Request for Quotation,2017-08-16 06:11:39.622,2017-08-16 06:13:25.952,Role 2
1,Create Purchase Order,2017-08-16 06:07:44.542,2017-08-16 06:14:09.059,Role 3
3,Analyze Request for Quotation,2017-08-16 06:14:09.059,2017-08-16 06:40:22.051,Role 3
3,Send Request for Quotation to Supplier,2017-08-16 06:40:22.051,2017-08-16 06:59:56.248,Role 5
6,Analyze Request for Quotation,2017-08-16 06:40:22.051,2017-08-16 07:14:37.017,Role 3
7,Analyze Request for Quotation,2017-08-16 07:14:37.017,2017-08-16 07:37:22.278,Role 3
7,Send Request for Quotation to Supplier,2017-08-16 07:37:22.278,2017-08-16 07:57:04.441,Role 5
8,Analyze Request for Quotation,2017-08-16 07:37:22.278,2017-08-16 08:02:04.181,Role 3
4,Analyze Request for Quotation,2017-08-16 08:02:04.181,2017-08-16 08:27:18.455,Role 3
4,Send Request for Quotation to Supplier,2017-08-16 08:27:18.455,2017-08-16 08:46:05.223,Role 5
5,Analyze Request for Quotation,2017-08-16 08:27:18.455,2017-08-16 08:46:32.963,Role 3
9,Analyze Request for Quotation,2017-08-16 08:46:32.963,2017-08-16 08:58:51.358,Role 3
10,Create Purchase Requisition,2017-08-16 08:23:18.349,2017-08-16 09:04:00.497,Role 16
10,Analyze Purchase Requisition,2017-08-16 09:04:00.497,2017-08-16 09:09:00.151,Role 20
10,Create Request for Quotation,2017-08-16 09:09:00.151,2017-08-16 09:10:04.504,Role 2
1,Confirm Purchase Order,2017-08-16 08:58:51.358,2017-08-16 09:23:25.624,Role 3
3,Create Quotation comparison Map,2017-08-16 09:23:25.624,2017-08-16 12:18:11.068,Role 3
6,Amend Request for Quotation,2017-08-16 12:18:11.068,2017-08-16 12:25:51.953,Role 3
11,Create Purchase Requisition,2017-08-16 13:37:51.653,2017-08-16 14:18:24.566,Role 16
11,Analyze Purchase Requisition,2017-08-16 14:18:24.566,2017-08-16 14:20:16.555,Role 20
11,Create Request for Quotation,2017-08-16 14:20:16.555,2017-08-16 14:22:19.951,Role 2
