caseid,task,start_timestamp,end_timestamp,resource
0,Create Purchase Requisition,2017-08-14 08:00:00.0,2017-08-14 08:19:22.71,Role 1
0,Analyze Purchase Requisition,2017-08-14 08:19:22.71,2017-08-14 08:25:12.667,Role 2
0,Create Request for Quotation,2017-08-14 08:25:12.667,2017-08-14 08:26:56.391,Role 2
0,Analyze Request for Quotation,2017-08-14 08:26:56.391,2017-08-14 08:52:53.215,Role 3
0,Amend Request for Quotation,2017-08-14 08:52:53.215,2017-08-14 09:04:05.518,Role 1
0,Analyze Request for Quotation,2017-08-14 09:04:05.518,2017-08-14 09:24:10.748,Role 3
1,Create Purchase Requisition,2017-08-14 09:18:07.325,2017-08-14 09:36:53.377,Role 1
1,Analyze Purchase Requisition,2017-08-14 09:36:53.377,2017-08-14 09:43:04.395,Role 2
0,Send Request for Quotation to Supplier,2017-08-14 09:24:10.748,2017-08-14 09:44:08.758,Role 3
1,Create Request for Quotation,2017-08-14 09:43:04.395,2017-08-14 09:44:52.26,Role 2
1,Analyze Request for Quotation,2017-08-14 09:44:52.26,2017-08-14 09:55:46.87,Role 3
2,Create Purchase Requisition,2017-08-14 09:58:08.205,2017-08-14 10:10:49.846,Role 1
2,Analyze Purchase Requisition,2017-08-14 10:10:49.846,2017-08-14 10:13:59.476,Role 2
2,Create Request for Quotation,2017-08-14 10:13:59.476,2017-08-14 10:15:09.968,Role 2
1,Send Request for Quotation to Supplier,2017-08-14 09:55:46.87,2017-08-14 10:27:04.884,Role 3
2,Analyze Request for Quotation,2017-08-14 10:15:09.968,2017-08-14 10:27:29.523,Role 3
2,Amend Request for Quotation,2017-08-14 10:27:29.523,2017-08-14 10:31:40.768,Role 1
2,Analyze Request for Quotation,2017-08-14 10:31:40.768,2017-08-14 10:58:37.038,Role 3
1,Create Quotation comparison Map,2017-08-14 10:27:04.884,2017-08-14 11:11:16.195,Role 3
2,Send Request for Quotation to Supplier,2017-08-14 10:58:37.038,2017-08-14 11:26:17.574,Role 3
1,Analyze Quotation Comparison Map,2017-08-14 11:11:16.195,2017-08-14 11:38:26.614,Role 1
1,Choose best option,2017-08-14 11:38:26.614,2017-08-14 11:38:26.614,Role 1
0,Create Quotation comparison Map,2017-08-14 09:44:08.758,2017-08-14 11:47:41.494,Role 3
0,Analyze Quotation Comparison Map,2017-08-14 11:47:41.494,2017-08-14 11:54:33.165,Role 1
0,Choose best option,2017-08-14 11:54:33.165,2017-08-14 11:54:33.165,Role 1
2,Create Quotation comparison Map,2017-08-14 11:26:17.574,2017-08-14 14:38:03.329,Role 3
2,Analyze Quotation Comparison Map,2017-08-14 14:38:03.329,2017-08-14 14:52:57.186,Role 1
2,Choose best option,2017-08-14 14:52:57.186,2017-08-14 14:52:57.186,Role 1
1,Settle Conditions With Supplier,2017-08-14 11:38:26.614,2017-08-14 16:02:40.392,Role 3
1,Create Purchase Order,2017-08-14 16:02:40.392,2017-08-14 16:09:39.231,Role 3
1,Confirm Purchase Order,2017-08-14 16:09:39.231,2017-08-14 16:26:11.364,Role 11
3,Create Purchase Requisition,2017-08-14 16:27:09.214,2017-08-14 17:15:02.898,Role 1
3,Analyze Purchase Requisition,2017-08-14 17:15:02.898,2017-08-14 17:26:51.073,Role 2
3,Create Request for Quotation,2017-08-14 17:26:51.073,2017-08-14 17:28:06.69,Role 2
3,Analyze Request for Quotation,2017-08-14 17:28:06.69,2017-08-14 17:45:32.793,Role 3
3,Amend Request for Quotation,2017-08-14 17:45:32.793,2017-08-14 17:48:49.826,Role 1
4,Create Purchase Requisition,2017-08-14 17:53:48.556,2017-08-14 18:07:51.09,Role 1
4,Analyze Purchase Requisition,2017-08-14 18:07:51.09,2017-08-14 18:12:43.753,Role 2
4,Create Request for Quotation,2017-08-14 18:12:43.753,2017-08-14 18:14:51.885,Role 2
3,Analyze Request for Quotation,2017-08-14 17:48:49.826,2017-08-14 18:21:30.472,Role 3
3,Amend Request for Quotation,2017-08-14 18:21:30.472,2017-08-14 18:32:55.775,Role 1
4,Analyze Request for Quotation,2017-08-14 18:21:30.472,2017-08-14 18:46:30.352,Role 3
4,Amend Request for Quotation,2017-08-14 18:46:30.352,2017-08-14 18:59:27.578,Role 1
3,Analyze Request for Quotation,2017-08-14 18:46:30.352,2017-08-14 19:10:41.667,Role 3
0,Settle Conditions With Supplier,2017-08-14 11:54:33.165,2017-08-14 19:28:19.804,Role 3
4,Analyze Request for Quotation,2017-08-14 19:10:41.667,2017-08-14 19:36:05.062,Role 3
4,Amend Request for Quotation,2017-08-14 19:36:05.062,2017-08-14 19:45:04.811,Role 1
0,Create Purchase Order,2017-08-14 19:36:05.062,2017-08-14 19:47:10.845,Role 3
