caseid,resource,processing,waiting,avg_process_time,avg_waiting_time,cycle_time,start_time
0,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[1945.409, 827.486, 80.602, 1110.854, 698.226, 763.299, 688.173, 1377.175, 345.462, 1600.051, 739.409, 21676.228, 426.106, 0.0, 22028.168, 677.494, 1120.867, 114129.238, 60.0, 60.0, 0.0, 265.645, 796.359, 0.0, 683.977]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1310.432, 0.0, 0.0, 0.0, 9981.466, 0.0, 0.0, 0.0, 0.0, 0.0]",6884.00912,451.67592,183392.126,2017-08-14 08:00:00
1,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[1526.674, 532.761, 75.456, 1558.068, 476.78, 1125.033, 919.368, 18667.535, 1090.401, 0.0, 27297.245, 779.789, 242.446, 35738.794, 60.0, 60.0, 0.0, 199.16, 1062.316, 0.0, 727.126]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1762.543, 17670.401, 0.0, 0.0, 0.0, 14280.226, 0.0, 0.0, 0.0, 0.0, 0.0]",4387.569142857144,1605.389047619048,125852.12200000003,2017-08-14 15:55:59.955000
2,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1536.221, 626.871, 72.927, 1492.181, 1366.597, 10791.658, 1800.066, 0.0, 49553.296, 474.988, 1962.203, 128925.282, 60.0, 60.0, 0.0, 246.654, 0.0, 755.188]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3721.418, 2770.997, 0.0, 0.0, 0.0, 3920.596, 14397.581, 0.0, 0.0, 0.0]",11095.78511111111,1378.3662222222222,224534.724,2017-08-14 16:25:00.985000
3,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2182.054, 646.543, 104.883, 2096.602, 705.519, 1981.261, 528.009, 1458.769, 1895.612, 12866.61, 766.887, 0.0, 35703.466, 576.419, 866.625, 31967.759, 60.0, 60.0, 0.0, 299.859, 0.0, 743.887]","[0.0, 0.0, 0.0, 7522.916, 0.0, 4452.069, 0.0, 2000.095, 15117.355, 7169.088, 0.0, 0.0, 4816.693, 14041.581, 0.0, 0.0, 0.0, 14555.844, 0.0, 0.0, 0.0, 0.0]",4341.398363636363,3167.074590909091,165186.40499999997,2017-08-14 17:55:31.044000
4,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[2510.109, 250.626, 138.152, 2395.889, 711.544, 1310.432, 1411.749, 13807.363, 784.638, 0.0, 46565.592, 382.716, 1973.838, 107889.048, 60.0, 60.0, 0.0, 223.305, 1790.983, 0.0, 583.208]","[0.0, 0.0, 0.0, 9466.817, 0.0, 2915.173, 922.166, 2768.761, 0.0, 0.0, 4649.834, 11218.292, 0.0, 0.0, 0.0, 0.0, 6441.701, 0.0, 0.0, 0.0, 0.0]",8707.104380952382,1827.7497142857142,221231.93600000002,2017-08-14 17:58:38.338000
5,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2557.96, 892.949, 78.788, 1028.993, 161.06, 1116.355, 1069.779, 1309.992, 727.962, 1407.84, 1160.785, 1857.974, 539.06, 2063.975, 1013.612, 9660.78, 590.401, 0.0, 17602.24, 687.657, 1216.109, 118080.746, 60.0, 60.0, 0.0, 243.98, 0.0, 585.448]","[0.0, 0.0, 0.0, 5811.144, 0.0, 3552.907, 0.0, 1800.739, 0.0, 15896.247, 0.0, 19487.69, 0.0, 2710.891, 25219.822, 9320.662, 0.0, 0.0, 24747.372, 5146.634, 0.0, 0.0, 0.0, 3245.849, 36193.485, 0.0, 0.0, 0.0]",5920.515892857143,5469.0515,318907.887,2017-08-14 19:28:59.090000
6,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1437.89, 194.912, 122.133, 921.234, 51.896, 1452.913, 916.026, 14677.208, 919.851, 0.0, 47827.049, 494.446, 941.065, 77503.929, 60.0, 60.0, 0.0, 240.342, 0.0, 831.189]","[0.0, 0.0, 0.0, 16515.4, 0.0, 20551.506, 3716.911, 22493.966, 0.0, 0.0, 10299.233, 1993.382, 21085.934, 0.0, 0.0, 0.0, 18124.752, 0.0, 0.0, 0.0]",7432.604150000001,5739.0542000000005,263433.167,2017-08-15 00:09:12.396000
7,"['Role 1', 'Role 2', 'Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1193.599, 240.807, 1542.767, 138.84, 156.552, 1209.786, 973.767, 7528.126, 734.091, 0.0, 38820.487, 410.971, 2043.881, 39723.289, 60.0, 60.0, 0.0, 336.144, 0.0, 832.912]","[0.0, 0.0, 0.0, 0.0, 0.0, 10161.956, 21296.663, 4340.159, 0.0, 0.0, 17971.217, 10020.044, 0.0, 0.0, 0.0, 6383.709, 5392.46, 0.0, 0.0, 0.0]",4800.30095,3778.3104,171572.227,2017-08-15 02:08:37.284000
8,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[534.377, 70.577, 163.889, 1488.938, 885.17, 15924.84, 1589.162, 0.0, 43457.954, 692.316, 1223.564, 145346.861, 60.0, 60.0, 0.0, 369.236, 1782.981, 0.0, 358.811]","[0.0, 0.0, 0.0, 19430.757, 4284.654, 10983.115, 0.0, 0.0, 6513.883, 15351.165, 0.0, 0.0, 0.0, 33203.585, 0.0, 0.0, 0.0, 0.0, 0.0]",11263.61452631579,4724.587315789475,303775.835,2017-08-15 05:10:58.829000
9,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2005.111, 469.774, 121.999, 1766.856, 921.885, 5498.728, 1417.611, 0.0, 38406.626, 751.454, 324.765, 16029.682, 60.0, 60.0, 0.0, 156.122, 0.0, 476.395]","[0.0, 0.0, 0.0, 23851.568, 9412.389, 29499.825, 0.0, 0.0, 4708.433, 7859.042, 5127.695, 2083.73, 0.0, 0.0, 2239.183, 0.0, 0.0, 0.0]",3803.7226666666666,4710.103611111111,153248.873,2017-08-15 12:46:16.694000
