,K-Value,cost_total,flowTime_avg,waiting_avg,time_workload_avg
0,1.0,3.93891441E8,1.521861451111111E7,3.370319754E9,0.12509936939338046
1,2.0,4.27193911E8,6559390.773333333,1.423376797E9,0.1952445980159544
2,3.0,5.10946401E8,3698861.3733333335,7.81600882E8,0.7367937503039574
3,4.0,5.80651987E8,2288698.311111111,4.63853393E8,0.2074593898480439
4,5.0,5.59224268E8,1447402.4266666668,2.74792219E8,0.13259654181385225
5,6.0,5.59454409E8,1447402.4266666668,2.74792219E8,0.13210232078811807
6,7.0,5.58867728E8,1447402.4266666668,2.74792219E8,0.13174930576973645
7,8.0,5.58922934E8,1447402.4266666668,2.74792219E8,0.13148454450595026
8,9.0,5.57533307E8,1447402.4266666668,2.74792219E8,0.13128157775896285
9,10.0,5.57429441E8,1447402.4266666668,2.74792219E8,0.13111920436137292
10,11.0,5.56174723E8,1447402.4266666668,2.74792219E8,0.13098635339970846
11,12.0,5.55545944E8,1447402.4266666668,2.74792219E8,0.13087564426498804
12,13.0,5.55627888E8,1447402.4266666668,2.74792219E8,0.13078196730484004
13,14.0,5.55948377E8,1447402.4266666668,2.74792219E8,0.1307016727675703
14,15.0,5.5578571E8,1447402.4266666668,2.74792219E8,0.13068455392712972
15,16.0,5.55892451E8,1447402.4266666668,2.74792219E8,0.1306695749417442
16,17.0,5.55779575E8,1447402.4266666668,2.74792219E8,0.13065635818993346
17,18.0,5.55816295E8,1447402.4266666668,2.74792219E8,0.13065635818993346
18,19.0,5.55779575E8,1447402.4266666668,2.74792219E8,0.13065635818993346
19,20.0,5.55816295E8,1447402.4266666668,2.74792219E8,0.13065635818993346
20,21.0,5.55668659E8,1447402.4266666668,2.74792219E8,0.13065635818993346
