caseid,task,start_timestamp,end_timestamp,resource
0,Create Purchase Requisition,2017-08-14 08:00:00.0,2017-08-14 08:43:03.732,Role 1
0,Analyze Purchase Requisition,2017-08-14 08:43:03.732,2017-08-14 08:44:43.177,Role 2
0,Create Request for Quotation,2017-08-14 08:44:43.177,2017-08-14 08:46:26.587,Role 2
0,Analyze Request for Quotation,2017-08-14 08:46:26.587,2017-08-14 09:19:37.357,Role 3
1,Create Purchase Requisition,2017-08-14 09:13:12.766,2017-08-14 09:25:53.651,Role 1
0,Send Request for Quotation to Supplier,2017-08-14 09:19:37.357,2017-08-14 09:35:57.321,Role 3
1,Analyze Purchase Requisition,2017-08-14 09:25:53.651,2017-08-14 09:36:43.601,Role 2
1,Create Request for Quotation,2017-08-14 09:36:43.601,2017-08-14 09:38:32.529,Role 2
1,Analyze Request for Quotation,2017-08-14 09:38:32.529,2017-08-14 10:07:55.607,Role 3
1,Amend Request for Quotation,2017-08-14 10:07:55.607,2017-08-14 10:21:22.741,Role 1
0,Create Quotation comparison Map,2017-08-14 09:35:57.321,2017-08-14 10:27:41.242,Role 3
0,Analyze Quotation Comparison Map,2017-08-14 10:27:41.242,2017-08-14 10:47:04.189,Role 1
0,Choose best option,2017-08-14 10:47:04.189,2017-08-14 10:47:04.189,Role 1
1,Analyze Request for Quotation,2017-08-14 10:21:22.741,2017-08-14 10:55:53.174,Role 3
1,Amend Request for Quotation,2017-08-14 10:55:53.174,2017-08-14 11:06:33.118,Role 1
1,Analyze Request for Quotation,2017-08-14 11:06:33.118,2017-08-14 11:08:41.107,Role 3
1,Amend Request for Quotation,2017-08-14 11:08:41.107,2017-08-14 11:21:26.692,Role 1
1,Analyze Request for Quotation,2017-08-14 11:21:26.692,2017-08-14 11:32:30.025,Role 3
1,Amend Request for Quotation,2017-08-14 11:32:30.025,2017-08-14 11:41:17.872,Role 1
1,Analyze Request for Quotation,2017-08-14 11:41:17.872,2017-08-14 12:25:35.141,Role 3
1,Amend Request for Quotation,2017-08-14 12:25:35.141,2017-08-14 12:38:31.434,Role 1
1,Analyze Request for Quotation,2017-08-14 12:38:31.434,2017-08-14 13:15:06.847,Role 3
1,Amend Request for Quotation,2017-08-14 13:15:06.847,2017-08-14 13:26:07.202,Role 1
1,Analyze Request for Quotation,2017-08-14 13:26:07.202,2017-08-14 13:54:47.845,Role 3
1,Amend Request for Quotation,2017-08-14 13:54:47.845,2017-08-14 14:03:07.954,Role 1
1,Analyze Request for Quotation,2017-08-14 14:03:07.954,2017-08-14 14:37:40.14,Role 3
1,Amend Request for Quotation,2017-08-14 14:37:40.14,2017-08-14 14:47:59.234,Role 1
1,Analyze Request for Quotation,2017-08-14 14:47:59.234,2017-08-14 15:15:55.07,Role 3
1,Amend Request for Quotation,2017-08-14 15:15:55.07,2017-08-14 15:31:26.311,Role 1
1,Analyze Request for Quotation,2017-08-14 15:31:26.311,2017-08-14 15:49:41.431,Role 3
1,Send Request for Quotation to Supplier,2017-08-14 15:49:41.431,2017-08-14 16:12:03.27,Role 3
2,Create Purchase Requisition,2017-08-14 17:31:29.396,2017-08-14 18:11:53.42,Role 1
2,Analyze Purchase Requisition,2017-08-14 18:11:53.42,2017-08-14 18:16:51.744,Role 2
2,Create Request for Quotation,2017-08-14 18:16:51.744,2017-08-14 18:18:29.904,Role 2
2,Analyze Request for Quotation,2017-08-14 18:18:29.904,2017-08-14 18:25:32.87,Role 3
2,Amend Request for Quotation,2017-08-14 18:25:32.87,2017-08-14 18:39:19.259,Role 1
2,Analyze Request for Quotation,2017-08-14 18:39:19.259,2017-08-14 19:01:59.374,Role 3
2,Send Request for Quotation to Supplier,2017-08-14 19:01:59.374,2017-08-14 19:27:06.366,Role 3
3,Create Purchase Requisition,2017-08-14 19:04:18.494,2017-08-14 19:47:34.666,Role 1
3,Analyze Purchase Requisition,2017-08-14 19:47:34.666,2017-08-14 19:51:16.324,Role 2
3,Create Request for Quotation,2017-08-14 19:51:16.324,2017-08-14 19:53:14.711,Role 2
1,Create Quotation comparison Map,2017-08-14 16:12:03.27,2017-08-14 21:09:50.706,Role 3
1,Analyze Quotation Comparison Map,2017-08-14 21:09:50.706,2017-08-14 21:29:21.867,Role 1
1,Choose best option,2017-08-14 21:29:21.867,2017-08-14 21:29:21.867,Role 1
3,Analyze Request for Quotation,2017-08-14 21:09:50.706,2017-08-14 21:34:11.45,Role 3
4,Create Purchase Requisition,2017-08-14 20:55:06.889,2017-08-14 21:43:06.038,Role 1
3,Amend Request for Quotation,2017-08-14 21:34:11.45,2017-08-14 21:45:22.152,Role 1
