,K-Value,cost_total,flowTime_avg,waiting_avg,time_workload_avg
0,1.0,1.331385804E9,3.444122956888889E7,7.644513668E9,0.09943589081353953
1,2.0,9.81029935E8,1.6126135275555555E7,3.524308743E9,0.11582973938757854
2,3.0,1.197490633E9,1.0585528653333334E7,2.273266145E9,0.1842430285391157
3,4.0,1.239294872E9,7408915.093333334,1.559680062E9,0.10834452612961998
4,5.0,1.227836206E9,5088540.022222222,1.039069905E9,0.11116670402749758
5,6.0,1.283161757E9,3917069.6933333334,7.76236899E8,0.17141824053450458
6,7.0,1.302380839E9,3218354.6222222224,6.1821485E8,0.3208026439264532
7,8.0,1.333826691E9,2594741.52,4.79495791E8,0.1984703863916316
8,9.0,1.324724328E9,2060052.5866666667,3.57660232E8,0.2958215935279672
9,10.0,1.281395255E9,1752159.648888889,2.89242581E8,0.4479872036723394
10,11.0,1.249955119E9,1438401.5555555555,2.1887741E8,0.590694483441445
11,12.0,1.166378947E9,1124530.1955555556,1.51545294E8,0.716454516728313
12,13.0,1.206535137E9,919603.4355555555,1.03566809E8,0.24877184450105322
13,14.0,1.186095338E9,759417.5555555555,6.939495E7,0.130846556477854
14,15.0,1.250831414E9,796131.6,7.2160503E7,0.1398846897268619
15,16.0,1.189901409E9,697033.92,5.0658833E7,0.3847594441670497
16,17.0,1.125968928E9,544492.7911111111,2.186938E7,0.11880488358704264
17,18.0,1.08589646E9,511222.1066666667,1.6141992E7,0.20512454559314014
18,19.0,1.057554094E9,501590.66222222225,1.4803323E7,0.1451508890906204
19,20.0,1.072888196E9,515185.85777777777,1.5042219E7,0.20589388695877103
20,21.0,1.016506732E9,482603.1022222222,1.1841083E7,0.1012369006020342
21,22.0,9.98543904E8,478283.3288888889,1.091636E7,0.1686108653766815
22,23.0,1.006010618E9,477365.3644444444,1.0938667E7,0.1604733117200809
23,24.0,1.008640461E9,480146.7555555556,1.0827605E7,0.10228814999595172
