caseid,task,start_timestamp,end_timestamp,resource
0,Create Purchase Requisition,2017-08-14 08:00:00.0,2017-08-14 08:14:43.643,Role 1
0,Analyze Purchase Requisition,2017-08-14 08:14:43.643,2017-08-14 08:22:05.358,Role 4
0,Create Request for Quotation,2017-08-14 08:22:05.358,2017-08-14 08:24:08.921,Role 4
0,Analyze Request for Quotation,2017-08-14 08:24:08.921,2017-08-14 08:47:43.683,Role 3
0,Send Request for Quotation to Supplier,2017-08-14 08:47:43.683,2017-08-14 09:15:20.419,Role 3
0,Create Quotation comparison Map,2017-08-14 09:15:20.419,2017-08-14 12:46:04.046,Role 3
0,Analyze Quotation Comparison Map,2017-08-14 12:46:04.046,2017-08-14 13:12:57.285,Role 1
0,Choose best option,2017-08-14 13:12:57.285,2017-08-14 13:12:57.285,Role 1
1,Create Purchase Requisition,2017-08-14 12:28:17.01,2017-08-14 13:17:15.208,Role 1
1,Analyze Purchase Requisition,2017-08-14 13:17:15.208,2017-08-14 13:27:43.05,Role 4
1,Create Request for Quotation,2017-08-14 13:27:43.05,2017-08-14 13:30:40.388,Role 4
1,Analyze Request for Quotation,2017-08-14 13:30:40.388,2017-08-14 13:59:44.274,Role 3
1,Amend Request for Quotation,2017-08-14 13:59:44.274,2017-08-14 14:12:15.369,Role 1
1,Analyze Request for Quotation,2017-08-14 14:12:15.369,2017-08-14 14:27:34.015,Role 3
2,Create Purchase Requisition,2017-08-14 14:20:08.894,2017-08-14 14:38:18.905,Role 1
2,Analyze Purchase Requisition,2017-08-14 14:38:18.905,2017-08-14 14:39:58.672,Role 4
1,Send Request for Quotation to Supplier,2017-08-14 14:27:34.015,2017-08-14 14:47:58.223,Role 3
2,Amend Purchase Requisition,2017-08-14 14:39:58.672,2017-08-14 15:05:56.711,Role 1
2,Analyze Purchase Requisition,2017-08-14 15:05:56.711,2017-08-14 15:06:50.242,Role 4
2,Create Request for Quotation,2017-08-14 15:06:50.242,2017-08-14 15:09:04.974,Role 4
2,Analyze Request for Quotation,2017-08-14 15:09:04.974,2017-08-14 15:17:55.521,Role 3
2,Send Request for Quotation to Supplier,2017-08-14 15:17:55.521,2017-08-14 15:43:25.017,Role 3
1,Create Quotation comparison Map,2017-08-14 14:47:58.223,2017-08-14 16:30:50.951,Role 3
1,Analyze Quotation Comparison Map,2017-08-14 16:30:50.951,2017-08-14 16:45:01.186,Role 1
1,Choose best option,2017-08-14 16:45:01.186,2017-08-14 16:45:01.186,Role 1
2,Create Quotation comparison Map,2017-08-14 15:43:25.017,2017-08-14 18:54:45.937,Role 3
2,Analyze Quotation Comparison Map,2017-08-14 18:54:45.937,2017-08-14 19:05:26.111,Role 1
2,Choose best option,2017-08-14 19:05:26.111,2017-08-14 19:05:26.111,Role 1
0,Settle Conditions With Supplier,2017-08-14 13:12:57.285,2017-08-15 00:34:06.397,Role 3
3,Create Purchase Requisition,2017-08-14 23:47:53.179,2017-08-15 00:35:42.598,Role 1
0,Create Purchase Order,2017-08-15 00:34:06.397,2017-08-15 00:43:30.425,Role 3
3,Analyze Purchase Requisition,2017-08-15 00:35:42.598,2017-08-15 00:48:16.412,Role 4
3,Create Request for Quotation,2017-08-15 00:48:16.412,2017-08-15 00:49:55.007,Role 4
0,Confirm Purchase Order,2017-08-15 00:43:30.425,2017-08-15 00:58:52.642,Role 2
3,Analyze Request for Quotation,2017-08-15 00:49:55.007,2017-08-15 01:15:46.099,Role 3
3,Send Request for Quotation to Supplier,2017-08-15 01:15:46.099,2017-08-15 01:25:37.529,Role 3
2,Settle Conditions With Supplier,2017-08-14 19:05:26.111,2017-08-15 03:40:57.017,Role 3
3,Create Quotation comparison Map,2017-08-15 01:25:37.529,2017-08-15 03:43:01.679,Role 3
2,Create Purchase Order,2017-08-15 03:40:57.017,2017-08-15 03:48:15.899,Role 3
3,Analyze Quotation Comparison Map,2017-08-15 03:43:01.679,2017-08-15 03:52:46.729,Role 1
3,Choose best option,2017-08-15 03:52:46.729,2017-08-15 03:52:46.729,Role 1
2,Confirm Purchase Order,2017-08-15 03:48:15.899,2017-08-15 03:57:36.564,Role 2
1,Settle Conditions With Supplier,2017-08-14 16:45:01.186,2017-08-15 04:27:18.405,Role 3
1,Create Purchase Order,2017-08-15 04:27:18.405,2017-08-15 04:36:40.574,Role 3
1,Confirm Purchase Order,2017-08-15 04:36:40.574,2017-08-15 04:57:27.458,Role 2
4,Create Purchase Requisition,2017-08-15 07:02:13.669,2017-08-15 07:12:31.651,Role 1
4,Analyze Purchase Requisition,2017-08-15 07:12:31.651,2017-08-15 07:15:31.657,Role 4
4,Create Request for Quotation,2017-08-15 07:15:31.657,2017-08-15 07:17:24.58,Role 4
4,Analyze Request for Quotation,2017-08-15 07:17:24.58,2017-08-15 07:49:42.006,Role 3
4,Send Request for Quotation to Supplier,2017-08-15 07:49:42.006,2017-08-15 08:14:51.791,Role 3
2,Deliver Goods Services,2017-08-15 03:57:36.564,2017-08-15 09:18:46.383,Role 2
2,Release Purchase Order,2017-08-15 09:18:46.383,2017-08-15 09:19:46.383,Role 1
2,Approve Purchase Order for payment,2017-08-15 09:19:46.383,2017-08-15 09:20:46.383,Role 3
2,Send Invoice,2017-08-15 09:20:46.383,2017-08-15 09:20:46.383,Role 2
2,Release Supplier's Invoice,2017-08-15 09:20:46.383,2017-08-15 09:24:13.217,Role 5
2,Authorize Supplier's Invoice payment,2017-08-15 09:24:13.217,2017-08-15 09:24:13.217,Role 5
2,Pay Invoice,2017-08-15 09:24:13.217,2017-08-15 09:35:57.067,Role 5
4,Create Quotation comparison Map,2017-08-15 08:14:51.791,2017-08-15 12:42:48.449,Role 3
4,Analyze Quotation Comparison Map,2017-08-15 12:42:48.449,2017-08-15 12:57:49.281,Role 1
4,Choose best option,2017-08-15 12:57:49.281,2017-08-15 12:57:49.281,Role 1
5,Create Purchase Requisition,2017-08-15 16:27:13.512,2017-08-15 17:01:32.09,Role 1
5,Analyze Purchase Requisition,2017-08-15 17:01:32.09,2017-08-15 17:06:37.781,Role 4
5,Create Request for Quotation,2017-08-15 17:06:37.781,2017-08-15 17:09:18.486,Role 4
3,Settle Conditions With Supplier,2017-08-15 03:52:46.729,2017-08-15 17:09:35.839,Role 3
3,Create Purchase Order,2017-08-15 17:09:35.839,2017-08-15 17:16:26.926,Role 3
5,Analyze Request for Quotation,2017-08-15 17:09:18.486,2017-08-15 17:24:30.269,Role 3
3,Confirm Purchase Order,2017-08-15 17:16:26.926,2017-08-15 17:39:45.828,Role 2
5,Send Request for Quotation to Supplier,2017-08-15 17:24:30.269,2017-08-15 17:51:44.805,Role 3
5,Create Quotation comparison Map,2017-08-15 17:51:44.805,2017-08-15 19:12:42.92,Role 3
1,Deliver Goods Services,2017-08-15 04:57:27.458,2017-08-15 19:16:50.751,Role 2
1,Release Purchase Order,2017-08-15 19:16:50.751,2017-08-15 19:17:50.751,Role 1
1,Approve Purchase Order for payment,2017-08-15 19:17:50.751,2017-08-15 19:18:50.751,Role 3
1,Send Invoice,2017-08-15 19:18:50.751,2017-08-15 19:18:50.751,Role 2
1,Release Supplier's Invoice,2017-08-15 19:18:50.751,2017-08-15 19:25:43.143,Role 5
5,Analyze Quotation Comparison Map,2017-08-15 19:12:42.92,2017-08-15 19:27:12.489,Role 1
5,Choose best option,2017-08-15 19:27:12.489,2017-08-15 19:27:12.489,Role 1
1,Settle Dispute With Supplier,2017-08-15 19:25:43.143,2017-08-15 19:56:52.305,Role 5
1,Authorize Supplier's Invoice payment,2017-08-15 19:56:52.305,2017-08-15 19:56:52.305,Role 5
1,Pay Invoice,2017-08-15 19:56:52.305,2017-08-15 20:04:04.813,Role 5
6,Create Purchase Requisition,2017-08-15 21:44:48.229,2017-08-15 22:21:56.041,Role 1
6,Analyze Purchase Requisition,2017-08-15 22:21:56.041,2017-08-15 22:22:56.988,Role 4
