caseid,resource,processing,waiting,avg_process_time,avg_waiting_time,cycle_time,start_time
0,"['Role 1', 'Role 4', 'Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[1729.22, 935.949, 1552.704, 2471.548, 107.472, 885.011, 1287.541, 7163.128, 476.439, 0.0, 35284.148, 499.225, 358.322, 26895.724, 60.0, 60.0, 0.0, 335.31, 0.0, 269.281]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4018.5510999999997,0.0,80371.022,2017-08-14 08:00:00
1,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5', 'Role 5']","[1030.812, 294.446, 126.382, 2249.297, 648.066, 1243.854, 1211.331, 5171.518, 1557.732, 0.0, 39570.852, 386.343, 1681.712, 81379.615, 60.0, 60.0, 0.0, 393.543, 1706.596, 0.0, 537.264]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6931.549, 0.0, 0.0, 0.0, 0.0, 0.0]",6633.779190476191,330.0737619047619,146240.912,2017-08-14 18:16:40.492000
2,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[561.554, 219.546, 131.2, 1251.514, 395.449, 897.957, 700.154, 1384.41, 662.43, 2182.609, 1207.81, 19208.331, 526.353, 0.0, 31705.401, 557.561, 1905.668, 100271.366, 60.0, 60.0, 0.0, 176.732, 0.0, 733.141]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8512.485, 0.0, 0.0, 0.0, 0.0]",6866.63275,354.68687500000004,173311.67099999997,2017-08-15 09:39:03.171000
3,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[1633.63, 116.893, 102.393, 1499.372, 788.845, 1072.391, 449.34, 1480.071, 918.131, 1142.614, 2348.072, 21080.405, 437.788, 0.0, 44737.931, 657.322, 359.274, 34953.379, 60.0, 60.0, 0.0, 221.433, 0.0, 341.281]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8797.472, 0.0, 0.0, 0.0, 3559.529, 0.0, 0.0, 0.0, 0.0]",4769.190208333333,514.8750416666667,126817.566,2017-08-15 14:25:55.565000
4,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[1715.934, 183.805, 57.818, 1825.058, 1621.38, 16989.305, 1549.816, 0.0, 40024.704, 537.597, 1042.029, 96266.178, 60.0, 60.0, 0.0, 408.049, 0.0, 341.96]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2582.458, 0.0, 0.0, 0.0, 5.03, 3315.628, 0.0, 0.0, 0.0]",9037.979611111112,327.95088888888887,168586.749,2017-08-15 20:30:57.540000
5,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5', 'Role 5']","[3155.004, 145.709, 101.743, 927.548, 858.098, 1424.31, 1197.65, 13507.442, 432.9, 0.0, 51416.647, 492.232, 702.183, 93491.89, 60.0, 60.0, 0.0, 226.474, 1577.464, 0.0, 499.653]","[0.0, 0.0, 0.0, 258.659, 0.0, 0.0, 3393.862, 2615.408, 0.0, 0.0, 3997.312, 9154.812, 0.0, 0.0, 0.0, 11534.694, 20560.094, 0.0, 0.0, 0.0, 0.0]",8108.426047619047,2453.087666666667,221791.788,2017-08-16 01:43:09.725000
6,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[1450.672, 260.962, 158.933, 1196.958, 998.237, 597.232, 451.275, 1392.433, 1483.698, 11256.8, 494.707, 0.0, 29782.431, 618.32, 371.56, 116394.833, 60.0, 60.0, 0.0, 312.264, 0.0, 431.011]","[0.0, 0.0, 0.0, 1068.45, 0.0, 2396.317, 0.0, 15074.343, 8195.85, 8857.385, 0.0, 0.0, 3538.367, 1662.308, 0.0, 0.0, 0.0, 0.0, 11428.952, 0.0, 0.0, 0.0]",7626.014818181819,2373.726,219994.298,2017-08-16 02:48:41.779000
7,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[1877.482, 139.703, 196.086, 2196.904, 689.491, 2018.176, 1376.41, 6365.529, 1138.996, 0.0, 32799.861, 532.902, 964.692, 132962.813, 60.0, 60.0, 0.0, 393.616, 0.0, 561.604]","[0.0, 0.0, 0.0, 1340.104, 0.0, 1105.391, 14899.875, 8303.138, 0.0, 0.0, 2193.751, 3872.239, 0.0, 0.0, 0.0, 0.0, 3574.88, 0.0, 0.0, 0.0]",9216.713249999999,1764.4688999999998,219623.64299999998,2017-08-16 02:58:24.379000
8,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[1069.185, 120.785, 164.273, 1601.369, 831.819, 948.245, 787.31, 1148.185, 2131.244, 14408.92, 1874.212, 0.0, 31504.13, 763.771, 581.251, 42355.738, 60.0, 60.0, 0.0, 410.285, 0.0, 375.752]","[0.0, 0.0, 0.0, 5124.496, 0.0, 12175.479, 0.0, 12013.101, 21235.767, 3383.003, 0.0, 0.0, 1514.674, 3104.558, 6997.821, 39854.274, 0.0, 0.0, 11282.838, 0.0, 262.868, 0.0]",4599.839727272727,5315.858136363637,218145.353,2017-08-16 08:22:05.262000
9,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[305.207, 279.181, 118.416, 2279.164, 1299.37, 10962.617, 1489.184, 0.0, 16701.259, 564.131, 1324.382, 104903.393, 60.0, 60.0, 0.0, 264.361, 0.0, 360.224]","[0.0, 0.0, 0.0, 8239.256, 12404.985, 22067.641, 0.0, 0.0, 927.935, 8634.595, 0.0, 0.0, 0.0, 0.0, 12117.694, 0.0, 124.915, 0.0]",7831.716055555556,3584.2789444444447,205487.91,2017-08-16 11:48:03.300000
