caseid,task,start_timestamp,end_timestamp,resource
0,Create Purchase Requisition,2017-08-14 08:00:00.0,2017-08-14 08:25:22.523,Role 1
0,Analyze Purchase Requisition,2017-08-14 08:25:22.523,2017-08-14 08:37:26.539,Role 3
0,Create Request for Quotation,2017-08-14 08:37:26.539,2017-08-14 08:39:03.883,Role 3
1,Create Purchase Requisition,2017-08-14 08:53:51.926,2017-08-14 09:08:22.979,Role 1
0,Analyze Request for Quotation,2017-08-14 08:39:03.883,2017-08-14 09:11:54.43,Role 4
1,Analyze Purchase Requisition,2017-08-14 09:08:22.979,2017-08-14 09:16:51.76,Role 3
1,Create Request for Quotation,2017-08-14 09:16:51.76,2017-08-14 09:18:29.8,Role 3
0,Send Request for Quotation to Supplier,2017-08-14 09:11:54.43,2017-08-14 09:41:20.169,Role 4
1,Analyze Request for Quotation,2017-08-14 09:18:29.8,2017-08-14 09:47:03.118,Role 4
1,Send Request for Quotation to Supplier,2017-08-14 09:47:03.118,2017-08-14 10:03:12.916,Role 4
0,Create Quotation comparison Map,2017-08-14 09:41:20.169,2017-08-14 12:08:55.666,Role 4
0,Analyze Quotation Comparison Map,2017-08-14 12:08:55.666,2017-08-14 12:34:35.65,Role 1
0,Choose best option,2017-08-14 12:34:35.65,2017-08-14 12:34:35.65,Role 1
1,Create Quotation comparison Map,2017-08-14 10:03:12.916,2017-08-14 13:27:24.101,Role 4
1,Analyze Quotation Comparison Map,2017-08-14 13:27:24.101,2017-08-14 13:51:51.873,Role 1
1,Choose best option,2017-08-14 13:51:51.873,2017-08-14 13:51:51.873,Role 1
2,Create Purchase Requisition,2017-08-14 17:37:10.268,2017-08-14 18:27:06.71,Role 1
2,Analyze Purchase Requisition,2017-08-14 18:27:06.71,2017-08-14 18:28:07.263,Role 3
2,Create Request for Quotation,2017-08-14 18:28:07.263,2017-08-14 18:29:45.513,Role 3
2,Analyze Request for Quotation,2017-08-14 18:29:45.513,2017-08-14 18:45:46.329,Role 4
2,Send Request for Quotation to Supplier,2017-08-14 18:45:46.329,2017-08-14 19:10:04.437,Role 4
3,Create Purchase Requisition,2017-08-14 19:11:08.28,2017-08-14 19:48:41.093,Role 1
3,Analyze Purchase Requisition,2017-08-14 19:48:41.093,2017-08-14 19:52:04.942,Role 3
3,Create Request for Quotation,2017-08-14 19:52:04.942,2017-08-14 19:57:01.08,Role 3
2,Create Quotation comparison Map,2017-08-14 19:10:04.437,2017-08-14 20:22:29.303,Role 4
2,Analyze Quotation Comparison Map,2017-08-14 20:22:29.303,2017-08-14 20:43:02.958,Role 1
2,Choose best option,2017-08-14 20:43:02.958,2017-08-14 20:43:02.958,Role 1
3,Analyze Request for Quotation,2017-08-14 20:22:29.303,2017-08-14 20:53:44.768,Role 4
0,Settle Conditions With Supplier,2017-08-14 12:34:35.65,2017-08-14 23:40:55.699,Role 4
3,Send Request for Quotation to Supplier,2017-08-14 23:40:55.699,2017-08-14 23:58:59.39,Role 4
0,Create Purchase Order,2017-08-14 23:58:59.39,2017-08-15 00:06:20.08,Role 4
0,Confirm Purchase Order,2017-08-15 00:06:20.08,2017-08-15 00:10:49.682,Role 2
4,Create Purchase Requisition,2017-08-15 00:34:50.111,2017-08-15 01:09:36.488,Role 1
4,Analyze Purchase Requisition,2017-08-15 01:09:36.488,2017-08-15 01:12:52.138,Role 3
4,Create Request for Quotation,2017-08-15 01:12:52.138,2017-08-15 01:14:38.277,Role 3
1,Settle Conditions With Supplier,2017-08-14 13:51:51.873,2017-08-15 01:34:43.063,Role 4
3,Create Quotation comparison Map,2017-08-15 00:06:20.08,2017-08-15 01:35:21.658,Role 4
1,Create Purchase Order,2017-08-15 01:35:21.658,2017-08-15 01:42:13.367,Role 4
4,Analyze Request for Quotation,2017-08-15 01:34:43.063,2017-08-15 01:50:30.034,Role 4
1,Confirm Purchase Order,2017-08-15 01:42:13.367,2017-08-15 01:53:53.559,Role 2
3,Analyze Quotation Comparison Map,2017-08-15 01:35:21.658,2017-08-15 02:00:20.271,Role 1
3,Choose best option,2017-08-15 02:00:20.271,2017-08-15 02:00:20.271,Role 1
4,Amend Request for Quotation,2017-08-15 01:50:30.034,2017-08-15 02:04:55.947,Role 1
4,Analyze Request for Quotation,2017-08-15 02:04:55.947,2017-08-15 02:22:41.223,Role 4
5,Create Purchase Requisition,2017-08-15 02:19:04.642,2017-08-15 02:28:18.934,Role 1
5,Analyze Purchase Requisition,2017-08-15 02:28:18.934,2017-08-15 02:34:10.693,Role 3
5,Create Request for Quotation,2017-08-15 02:34:10.693,2017-08-15 02:35:26.817,Role 3
4,Send Request for Quotation to Supplier,2017-08-15 02:22:41.223,2017-08-15 02:52:39.564,Role 4
