caseid,task,start_timestamp,end_timestamp,resource
0,Create Purchase Requisition,2017-08-14 08:00:00.0,2017-08-14 08:23:34.785,Role 1
0,Analyze Purchase Requisition,2017-08-14 08:23:34.785,2017-08-14 08:25:37.308,Role 2
0,Create Request for Quotation,2017-08-14 08:25:37.308,2017-08-14 08:27:09.365,Role 2
0,Analyze Request for Quotation,2017-08-14 08:27:09.365,2017-08-14 09:02:19.577,Role 3
0,Amend Request for Quotation,2017-08-14 09:02:19.577,2017-08-14 09:14:52.669,Role 1
0,Analyze Request for Quotation,2017-08-14 09:14:52.669,2017-08-14 09:37:25.959,Role 3
0,Amend Request for Quotation,2017-08-14 09:37:25.959,2017-08-14 09:48:49.444,Role 1
0,Analyze Request for Quotation,2017-08-14 09:48:49.444,2017-08-14 10:12:48.885,Role 3
0,Send Request for Quotation to Supplier,2017-08-14 10:12:48.885,2017-08-14 10:25:19.565,Role 3
0,Create Quotation comparison Map,2017-08-14 10:25:19.565,2017-08-14 14:51:46.904,Role 3
0,Analyze Quotation Comparison Map,2017-08-14 14:51:46.904,2017-08-14 15:09:59.266,Role 1
0,Choose best option,2017-08-14 15:09:59.266,2017-08-14 15:09:59.266,Role 1
1,Create Purchase Requisition,2017-08-15 00:34:51.696,2017-08-15 01:24:01.835,Role 1
1,Analyze Purchase Requisition,2017-08-15 01:24:01.835,2017-08-15 01:37:49.559,Role 2
1,Create Request for Quotation,2017-08-15 01:37:49.559,2017-08-15 01:39:20.071,Role 2
1,Analyze Request for Quotation,2017-08-15 01:39:20.071,2017-08-15 01:39:14.472,Role 3
1,Amend Request for Quotation,2017-08-15 01:39:14.472,2017-08-15 01:50:20.738,Role 1
1,Analyze Request for Quotation,2017-08-15 01:50:20.738,2017-08-15 02:16:21.176,Role 3
1,Amend Request for Quotation,2017-08-15 02:16:21.176,2017-08-15 02:26:59.649,Role 1
1,Analyze Request for Quotation,2017-08-15 02:26:59.649,2017-08-15 02:58:17.004,Role 3
1,Send Request for Quotation to Supplier,2017-08-15 02:58:17.004,2017-08-15 03:21:24.181,Role 3
0,Settle Conditions With Supplier,2017-08-14 15:09:59.266,2017-08-15 03:38:12.138,Role 3
0,Create Purchase Order,2017-08-15 03:38:12.138,2017-08-15 03:49:37.952,Role 3
0,Confirm Purchase Order,2017-08-15 03:49:37.952,2017-08-15 04:00:06.799,Role 11
1,Create Quotation comparison Map,2017-08-15 03:21:24.181,2017-08-15 05:12:10.581,Role 3
1,Analyze Quotation Comparison Map,2017-08-15 05:12:10.581,2017-08-15 05:26:01.974,Role 1
1,Choose best option,2017-08-15 05:26:01.974,2017-08-15 05:26:01.974,Role 1
0,Deliver Goods Services,2017-08-15 04:00:06.799,2017-08-15 08:13:37.512,Role 11
0,Release Purchase Order,2017-08-15 08:13:37.512,2017-08-15 08:14:37.512,Role 1
0,Approve Purchase Order for payment,2017-08-15 08:14:37.512,2017-08-15 08:15:37.512,Role 3
0,Send Invoice,2017-08-15 08:15:37.512,2017-08-15 08:15:37.512,Role 11
0,Release Supplier's Invoice,2017-08-15 08:15:37.512,2017-08-15 08:18:31.271,Role 16
0,Authorize Supplier's Invoice payment,2017-08-15 08:18:31.271,2017-08-15 08:18:31.271,Role 16
0,Pay Invoice,2017-08-15 08:18:31.271,2017-08-15 08:32:32.012,Role 16
2,Create Purchase Requisition,2017-08-15 08:15:11.809,2017-08-15 09:11:45.015,Role 1
2,Analyze Purchase Requisition,2017-08-15 09:11:45.015,2017-08-15 09:15:21.029,Role 2
2,Create Request for Quotation,2017-08-15 09:15:21.029,2017-08-15 09:16:34.41,Role 2
2,Analyze Request for Quotation,2017-08-15 09:16:34.41,2017-08-15 09:37:16.346,Role 3
2,Amend Request for Quotation,2017-08-15 09:37:16.346,2017-08-15 09:49:38.17,Role 1
2,Analyze Request for Quotation,2017-08-15 09:49:38.17,2017-08-15 10:25:10.387,Role 3
2,Send Request for Quotation to Supplier,2017-08-15 10:25:10.387,2017-08-15 10:47:18.503,Role 3
2,Create Quotation comparison Map,2017-08-15 10:47:18.503,2017-08-15 12:22:22.922,Role 3
2,Analyze Quotation Comparison Map,2017-08-15 12:22:22.922,2017-08-15 12:43:00.281,Role 1
2,Choose best option,2017-08-15 12:43:00.281,2017-08-15 12:43:00.281,Role 1
1,Settle Conditions With Supplier,2017-08-15 05:26:01.974,2017-08-15 13:46:57.395,Role 3
3,Create Purchase Requisition,2017-08-15 13:18:28.233,2017-08-15 13:53:50.371,Role 1
1,Create Purchase Order,2017-08-15 13:46:57.395,2017-08-15 13:55:56.624,Role 3
3,Analyze Purchase Requisition,2017-08-15 13:53:50.371,2017-08-15 13:59:38.179,Role 2
3,Create Request for Quotation,2017-08-15 13:59:38.179,2017-08-15 14:01:16.52,Role 2
3,Analyze Request for Quotation,2017-08-15 14:01:16.52,2017-08-15 14:18:40.514,Role 3
1,Confirm Purchase Order,2017-08-15 13:55:56.624,2017-08-15 14:20:41.075,Role 11
3,Send Request for Quotation to Supplier,2017-08-15 14:18:40.514,2017-08-15 14:52:02.622,Role 3
3,Create Quotation comparison Map,2017-08-15 14:52:02.622,2017-08-15 17:56:26.459,Role 3
3,Analyze Quotation Comparison Map,2017-08-15 17:56:26.459,2017-08-15 18:26:30.984,Role 1
3,Choose best option,2017-08-15 18:26:30.984,2017-08-15 18:26:30.984,Role 1
4,Create Purchase Requisition,2017-08-15 18:50:03.427,2017-08-15 19:36:11.439,Role 1
4,Analyze Purchase Requisition,2017-08-15 19:36:11.439,2017-08-15 19:43:28.073,Role 2
4,Create Request for Quotation,2017-08-15 19:43:28.073,2017-08-15 19:44:33.379,Role 2
5,Create Purchase Requisition,2017-08-15 19:48:21.244,2017-08-15 19:55:47.224,Role 1
5,Analyze Purchase Requisition,2017-08-15 19:55:47.224,2017-08-15 20:04:46.87,Role 2
5,Create Request for Quotation,2017-08-15 20:04:46.87,2017-08-15 20:06:11.371,Role 2
4,Analyze Request for Quotation,2017-08-15 19:44:33.379,2017-08-15 20:09:04.292,Role 3
5,Analyze Request for Quotation,2017-08-15 20:09:04.292,2017-08-15 20:26:04.054,Role 3
2,Settle Conditions With Supplier,2017-08-15 12:43:00.281,2017-08-15 20:34:34.316,Role 3
4,Send Request for Quotation to Supplier,2017-08-15 20:26:04.054,2017-08-15 20:36:42.558,Role 3
2,Create Purchase Order,2017-08-15 20:36:42.558,2017-08-15 20:42:51.331,Role 3
5,Send Request for Quotation to Supplier,2017-08-15 20:34:34.316,2017-08-15 20:50:59.006,Role 3
2,Confirm Purchase Order,2017-08-15 20:42:51.331,2017-08-15 20:58:08.04,Role 11
4,Create Quotation comparison Map,2017-08-15 20:42:51.331,2017-08-16 02:03:38.106,Role 3
5,Create Quotation comparison Map,2017-08-15 20:50:59.006,2017-08-16 02:05:29.474,Role 3
5,Analyze Quotation Comparison Map,2017-08-16 02:05:29.474,2017-08-16 02:12:06.521,Role 1
5,Choose best option,2017-08-16 02:12:06.521,2017-08-16 02:12:06.521,Role 1
4,Analyze Quotation Comparison Map,2017-08-16 02:03:38.106,2017-08-16 02:12:58.783,Role 1
4,Choose best option,2017-08-16 02:12:58.783,2017-08-16 02:12:58.783,Role 1
6,Create Purchase Requisition,2017-08-16 04:10:01.471,2017-08-16 04:48:29.691,Role 1
6,Analyze Purchase Requisition,2017-08-16 04:48:29.691,2017-08-16 04:58:41.957,Role 2
6,Create Request for Quotation,2017-08-16 04:58:41.957,2017-08-16 05:00:57.595,Role 2
3,Settle Conditions With Supplier,2017-08-15 18:26:30.984,2017-08-16 05:40:46.862,Role 3
6,Analyze Request for Quotation,2017-08-16 05:40:46.862,2017-08-16 06:11:26.831,Role 3
3,Create Purchase Order,2017-08-16 06:11:26.831,2017-08-16 06:17:53.07,Role 3
