caseid,resource,processing,waiting,avg_process_time,avg_waiting_time,cycle_time,start_time
0,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[620.338, 277.955, 88.367, 2048.957, 614.748, 1785.632, 1773.22, 11224.934, 542.666, 0.0, 22167.052, 677.903, 557.635, 115185.928, 60.0, 60.0, 0.0, 192.78, 0.0, 262.328]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1465.148, 0.0, 0.0, 0.0, 0.0]",7907.022150000002,73.25739999999999,159605.59100000001,2017-08-14 08:00:00
1,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[770.615, 223.936, 125.232, 2147.55, 1143.419, 18268.35, 1144.832, 0.0, 18374.228, 484.076, 2080.237, 110452.975, 60.0, 60.0, 0.0, 383.951, 0.0, 550.073]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6142.743, 0.0, 0.0, 0.0, 0.0]",8681.637444444445,341.2635,162412.217,2017-08-14 15:17:38.695000
2,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[478.054, 179.021, 158.669, 1128.239, 543.158, 896.734, 367.53, 1098.006, 753.468, 676.837, 861.811, 480.618, 1148.751, 20068.926, 912.475, 0.0, 40679.992, 679.795, 1159.005, 37067.452, 60.0, 60.0, 0.0, 388.974, 0.0, 881.607]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2779.029, 0.0, 0.0, 0.0, 0.0]",4258.812384615384,106.88573076923078,113508.15099999998,2017-08-14 15:44:21.692000
3,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2796.077, 424.732, 122.139, 617.051, 1144.65, 1862.885, 768.743, 18476.647, 396.689, 0.0, 52074.693, 469.985, 866.532, 42296.427, 60.0, 60.0, 0.0, 186.523, 0.0, 753.56]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 208.885, 1369.291, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",6168.86665,78.9088,124955.509,2017-08-15 15:37:06.338000
4,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2651.245, 277.654, 77.874, 1021.204, 519.431, 1619.311, 1881.292, 21039.825, 860.008, 0.0, 21923.449, 498.346, 1631.306, 101228.743, 60.0, 60.0, 0.0, 216.79, 0.0, 303.22]","[0.0, 0.0, 0.0, 0.0, 0.0, 841.635, 1127.765, 1479.143, 0.0, 0.0, 865.033, 5343.712, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",7793.4849,482.86440000000005,165526.986,2017-08-15 19:03:28.307000
5,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[2797.721, 718.697, 130.738, 1695.646, 700.967, 1554.129, 1479.143, 18546.767, 1818.162, 0.0, 24502.103, 665.562, 1005.259, 37383.216, 60.0, 60.0, 0.0, 177.314, 828.751, 0.0, 406.317]","[0.0, 0.0, 0.0, 0.0, 0.0, 242.183, 1881.292, 2394.401, 0.0, 0.0, 18645.76, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4501.452,1103.0302857142856,117694.128,2017-08-15 19:08:24.345000
6,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[332.979, 274.181, 101.605, 1361.066, 943.15, 7428.175, 776.374, 0.0, 20463.922, 672.572, 1892.972, 109822.296, 60.0, 60.0, 0.0, 285.728, 0.0, 307.819]","[0.0, 0.0, 0.0, 60.158, 249.797, 426.364, 0.0, 0.0, 17224.819, 7894.365, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8043.491055555556,1436.4168333333334,170638.342,2017-08-15 19:57:47.361000
7,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2097.455, 1195.774, 139.252, 345.797, 1319.244, 3199.77, 1133.62, 0.0, 35996.839, 402.469, 494.837, 41048.889, 60.0, 60.0, 0.0, 227.429, 0.0, 623.152]","[0.0, 0.0, 0.0, 15728.087, 60.0, 21923.449, 0.0, 0.0, 1508.668, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4908.029277777778,2178.900222222222,127564.731,2017-08-15 22:46:24.118000
8,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[848.809, 186.849, 107.222, 1411.37, 577.968, 1369.291, 1031.651, 3534.171, 1080.569, 0.0, 39856.148, 493.118, 1544.641, 160620.947, 60.0, 60.0, 0.0, 302.83, 0.0, 709.876]","[0.0, 0.0, 0.0, 9175.953, 0.0, 5137.245, 469.985, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",10689.772999999997,739.15915,228578.64299999995,2017-08-16 08:41:14.113000
9,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[386.58, 128.72, 91.615, 1433.198, 1889.017, 15263.956, 1296.309, 0.0, 46578.293, 429.737, 745.015, 73730.402, 60.0, 60.0, 0.0, 231.299, 0.0, 746.847]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",7948.388222222223,0.0,143070.988,2017-08-16 23:24:49.550000
10,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[504.929, 375.837, 89.3, 1329.008, 1154.202, 2607.111, 1299.267, 0.0, 31362.475, 676.065, 369.947, 31904.634, 60.0, 60.0, 0.0, 169.483, 0.0, 509.733]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4026.221722222222,0.0,72471.991,2017-08-17 15:33:33.512000
11,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2529.38, 88.301, 94.314, 2442.387, 1728.555, 17386.313, 985.236, 0.0, 35151.478, 720.104, 1260.447, 126472.892, 60.0, 60.0, 0.0, 167.964, 0.0, 605.496]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11711.145, 0.0, 0.0, 0.0, 0.0]",10541.825944444447,650.6191666666667,201464.01200000002,2017-08-17 20:21:13.676000
