caseid,resource,processing,waiting,avg_process_time,avg_waiting_time,cycle_time,start_time
0,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16', 'Role 16']","[3035.347, 62.49, 69.73, 1400.496, 583.889, 2412.276, 1830.521, 7166.408, 447.12, 0.0, 52588.157, 612.541, 2052.362, 162641.884, 60.0, 60.0, 0.0, 373.013, 1570.753, 0.0, 430.904]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14351.983, 0.0, 0.0, 0.0, 0.0, 0.0]",11304.661476190477,683.427761904762,251749.874,2017-08-14 08:00:00
1,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2458.585, 127.563, 137.418, 1812.43, 591.557, 1452.613, 1557.912, 18646.951, 817.154, 0.0, 50526.932, 423.219, 509.748, 28486.388, 60.0, 60.0, 0.0, 284.444, 0.0, 796.771]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1096.594, 0.0, 0.0, 0.0, 0.0]",5437.4842499999995,54.8297,109846.279,2017-08-14 08:47:10.432000
2,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1782.309, 285.448, 125.572, 1178.623, 1291.195, 8523.132, 426.091, 0.0, 38990.565, 436.648, 1765.63, 125555.708, 60.0, 60.0, 0.0, 395.465, 0.0, 442.84]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20567.743, 0.0, 0.0, 0.0, 0.0]",10073.290333333334,1142.6523888888887,201886.969,2017-08-14 17:51:03.362000
3,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2384.64, 106.828, 132.063, 1595.697, 827.689, 2784.1, 1222.704, 0.0, 36545.504, 425.038, 811.825, 35739.136, 60.0, 60.0, 0.0, 260.838, 0.0, 320.625]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1971.216, 0.0, 0.0, 0.0, 20685.118, 0.0, 0.0, 0.0, 0.0]",4626.4826111111115,1258.6852222222221,105933.02100000001,2017-08-15 08:01:15.221000
4,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[795.253, 119.01, 93.067, 2383.801, 1027.845, 13880.844, 1494.108, 0.0, 25209.899, 715.711, 640.932, 47979.056, 60.0, 60.0, 0.0, 413.709, 0.0, 372.659]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 86.79, 1634.162, 0.0, 0.0, 0.0, 5801.42, 0.0, 0.0, 0.0, 0.0]",5291.4385555555555,417.9095555555556,102768.266,2017-08-15 09:37:42.749000
5,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[1082.463, 254.557, 112.171, 2104.205, 709.744, 1816.496, 61.384, 2415.416, 606.081, 1209.753, 904.656, 1971.216, 1961.784, 15936.453, 1677.143, 0.0, 36597.749, 404.514, 260.759, 175289.497, 60.0, 60.0, 0.0, 413.245, 0.0, 446.828]","[0.0, 0.0, 0.0, 0.0, 0.0, 1242.614, 0.0, 1282.271, 0.0, 5087.583, 0.0, 12122.906, 425.038, 0.0, 0.0, 0.0, 1680.054, 3391.902, 0.0, 0.0, 0.0, 10327.213, 66944.045, 0.0, 0.0, 0.0]",9475.235153846155,3942.4471538461535,348859.74,2017-08-15 12:04:22.146000
6,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2906.084, 501.047, 160.956, 1478.372, 727.793, 1343.655, 972.927, 6241.635, 629.329, 0.0, 47668.918, 543.95, 1742.967, 148091.735, 60.0, 60.0, 0.0, 219.311, 0.0, 387.695]","[0.0, 0.0, 0.0, 0.0, 0.0, 1088.703, 834.518, 60.0, 0.0, 0.0, 580.424, 508.004, 0.0, 0.0, 0.0, 9566.252, 44381.845, 0.0, 0.0, 0.0]",10686.8187,2850.9873,270756.12,2017-08-15 12:12:01.441000
7,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[3005.527, 123.011, 118.682, 1634.162, 263.495, 2123.065, 2942.703, 21531.036, 1150.382, 0.0, 32171.479, 556.125, 306.992, 90088.142, 60.0, 60.0, 0.0, 269.818, 0.0, 589.201]","[0.0, 0.0, 0.0, 845.163, 0.0, 452.216, 0.0, 0.0, 0.0, 0.0, 317.331, 3794.563, 0.0, 0.0, 0.0, 17146.476, 5650.925, 0.0, 0.0, 0.0]",7849.691000000001,1410.3337,185200.494,2017-08-15 21:01:00.983000
8,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[2698.799, 233.892, 137.628, 1993.321, 2202.872, 20278.418, 2018.522, 0.0, 18365.579, 614.488, 521.605, 63847.174, 60.0, 60.0, 0.0, 345.756, 0.0, 345.051]","[0.0, 0.0, 0.0, 0.0, 10989.668, 1145.476, 0.0, 0.0, 3513.517, 15677.247, 0.0, 0.0, 0.0, 16990.833, 5590.925, 0.0, 0.0, 0.0]",6317.950277777778,2994.8703333333333,167630.771,2017-08-16 01:51:02.494000
9,"['Role 1', 'Role 2', 'Role 2', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 11', 'Role 11', 'Role 1', 'Role 3', 'Role 11', 'Role 16', 'Role 16', 'Role 16']","[545.341, 379.415, 166.483, 923.763, 511.485, 1145.476, 433.903, 1424.211, 1225.375, 842.476, 2015.73, 3858.034, 1331.443, 0.0, 17345.187, 587.193, 1484.125, 108482.949, 60.0, 60.0, 0.0, 172.094, 0.0, 426.055]","[0.0, 0.0, 0.0, 11566.623, 0.0, 1183.383, 0.0, 19844.515, 0.0, 3128.145, 6098.117, 3090.129, 0.0, 0.0, 5750.611, 12923.178, 0.0, 0.0, 0.0, 8725.93, 7608.871, 0.0, 0.0, 0.0]",5975.864083333333,3329.97925,223340.24,2017-08-16 02:40:42.181000
