caseid,task,start_timestamp,end_timestamp,resource
0,Create Purchase Requisition,2017-08-14 08:00:00.0,2017-08-14 08:32:20.318,Role 1
0,Analyze Purchase Requisition,2017-08-14 08:32:20.318,2017-08-14 08:40:26.369,Role 3
0,Create Request for Quotation,2017-08-14 08:40:26.369,2017-08-14 08:42:27.305,Role 3
0,Analyze Request for Quotation,2017-08-14 08:42:27.305,2017-08-14 09:12:40.535,Role 4
0,Send Request for Quotation to Supplier,2017-08-14 09:12:40.535,2017-08-14 09:34:19.987,Role 4
0,Create Quotation comparison Map,2017-08-14 09:34:19.987,2017-08-14 11:07:28.902,Role 4
0,Analyze Quotation Comparison Map,2017-08-14 11:07:28.902,2017-08-14 11:36:11.223,Role 1
0,Choose best option,2017-08-14 11:36:11.223,2017-08-14 11:36:11.223,Role 1
1,Create Purchase Requisition,2017-08-14 17:19:43.942,2017-08-14 17:30:39.731,Role 1
1,Analyze Purchase Requisition,2017-08-14 17:30:39.731,2017-08-14 17:34:27.651,Role 3
1,Create Request for Quotation,2017-08-14 17:34:27.651,2017-08-14 17:36:08.577,Role 3
2,Create Purchase Requisition,2017-08-14 17:32:17.745,2017-08-14 17:42:19.237,Role 1
2,Analyze Purchase Requisition,2017-08-14 17:42:19.237,2017-08-14 17:49:27.609,Role 3
2,Create Request for Quotation,2017-08-14 17:49:27.609,2017-08-14 17:51:22.603,Role 3
1,Analyze Request for Quotation,2017-08-14 17:36:08.577,2017-08-14 17:54:24.822,Role 4
2,Analyze Request for Quotation,2017-08-14 17:51:22.603,2017-08-14 18:03:52.737,Role 4
2,Amend Request for Quotation,2017-08-14 18:03:52.737,2017-08-14 18:03:03.28,Role 1
2,Analyze Request for Quotation,2017-08-14 18:03:03.28,2017-08-14 18:09:55.789,Role 4
1,Amend Request for Quotation,2017-08-14 17:54:24.822,2017-08-14 18:10:59.128,Role 1
2,Amend Request for Quotation,2017-08-14 18:09:55.789,2017-08-14 18:20:53.384,Role 1
1,Analyze Request for Quotation,2017-08-14 18:10:59.128,2017-08-14 18:31:07.328,Role 4
1,Amend Request for Quotation,2017-08-14 18:31:07.328,2017-08-14 18:45:27.971,Role 1
2,Analyze Request for Quotation,2017-08-14 18:20:53.384,2017-08-14 18:47:41.479,Role 4
2,Amend Request for Quotation,2017-08-14 18:47:41.479,2017-08-14 18:56:38.418,Role 1
1,Analyze Request for Quotation,2017-08-14 18:45:27.971,2017-08-14 18:59:45.95,Role 4
1,Amend Request for Quotation,2017-08-14 18:59:45.95,2017-08-14 19:08:52.273,Role 1
2,Analyze Request for Quotation,2017-08-14 18:56:38.418,2017-08-14 19:09:58.107,Role 4
1,Analyze Request for Quotation,2017-08-14 19:08:52.273,2017-08-14 19:23:44.897,Role 4
1,Amend Request for Quotation,2017-08-14 19:23:44.897,2017-08-14 19:39:23.352,Role 1
2,Send Request for Quotation to Supplier,2017-08-14 19:09:58.107,2017-08-14 19:46:03.009,Role 4
1,Analyze Request for Quotation,2017-08-14 19:39:23.352,2017-08-14 20:00:13.668,Role 4
1,Send Request for Quotation to Supplier,2017-08-14 20:00:13.668,2017-08-14 20:27:15.253,Role 4
1,Create Quotation comparison Map,2017-08-14 20:27:15.253,2017-08-14 23:13:10.44,Role 4
0,Settle Conditions With Supplier,2017-08-14 11:36:11.223,2017-08-14 23:24:57.521,Role 4
0,Create Purchase Order,2017-08-14 23:24:57.521,2017-08-14 23:32:56.419,Role 4
1,Analyze Quotation Comparison Map,2017-08-14 23:13:10.44,2017-08-14 23:43:29.931,Role 1
1,Choose best option,2017-08-14 23:43:29.931,2017-08-14 23:43:29.931,Role 1
2,Create Quotation comparison Map,2017-08-14 19:46:03.009,2017-08-15 00:04:58.386,Role 4
0,Confirm Purchase Order,2017-08-14 23:32:56.419,2017-08-15 00:07:16.17,Role 2
2,Analyze Quotation Comparison Map,2017-08-15 00:04:58.386,2017-08-15 00:34:32.593,Role 1
2,Choose best option,2017-08-15 00:34:32.593,2017-08-15 00:34:32.593,Role 1
2,Settle Conditions With Supplier,2017-08-15 00:34:32.593,2017-08-15 05:13:55.857,Role 4
2,Create Purchase Order,2017-08-15 05:13:55.857,2017-08-15 05:23:30.931,Role 4
2,Confirm Purchase Order,2017-08-15 05:23:30.931,2017-08-15 05:44:37.428,Role 2
3,Create Purchase Requisition,2017-08-15 06:21:05.686,2017-08-15 06:44:49.346,Role 1
3,Analyze Purchase Requisition,2017-08-15 06:44:49.346,2017-08-15 06:51:13.935,Role 3
3,Create Request for Quotation,2017-08-15 06:51:13.935,2017-08-15 06:54:38.1,Role 3
3,Analyze Request for Quotation,2017-08-15 06:54:38.1,2017-08-15 06:51:28.997,Role 4
3,Send Request for Quotation to Supplier,2017-08-15 06:51:28.997,2017-08-15 07:01:35.13,Role 4
5,Create Purchase Requisition,2017-08-15 07:02:57.929,2017-08-15 07:18:24.072,Role 1
4,Create Purchase Requisition,2017-08-15 06:26:53.87,2017-08-15 07:20:11.541,Role 1
5,Analyze Purchase Requisition,2017-08-15 07:18:24.072,2017-08-15 07:23:52.878,Role 3
5,Create Request for Quotation,2017-08-15 07:23:52.878,2017-08-15 07:27:06.756,Role 3
4,Analyze Purchase Requisition,2017-08-15 07:20:11.541,2017-08-15 07:33:39.485,Role 3
4,Create Request for Quotation,2017-08-15 07:33:39.485,2017-08-15 07:35:41.987,Role 3
5,Analyze Request for Quotation,2017-08-15 07:27:06.756,2017-08-15 07:52:59.125,Role 4
6,Create Purchase Requisition,2017-08-15 07:04:15.582,2017-08-15 07:53:26.626,Role 1
5,Amend Request for Quotation,2017-08-15 07:52:59.125,2017-08-15 08:03:56.449,Role 1
6,Analyze Purchase Requisition,2017-08-15 07:53:26.626,2017-08-15 08:07:00.371,Role 3
6,Create Request for Quotation,2017-08-15 08:07:00.371,2017-08-15 08:08:52.58,Role 3
4,Analyze Request for Quotation,2017-08-15 07:52:59.125,2017-08-15 08:22:12.09,Role 4
4,Amend Request for Quotation,2017-08-15 08:22:12.09,2017-08-15 08:28:49.024,Role 1
7,Create Purchase Requisition,2017-08-15 08:26:54.103,2017-08-15 08:50:44.195,Role 1
5,Analyze Request for Quotation,2017-08-15 08:22:12.09,2017-08-15 08:54:43.944,Role 4
6,Analyze Request for Quotation,2017-08-15 08:54:43.944,2017-08-15 08:54:16.276,Role 4
7,Analyze Purchase Requisition,2017-08-15 08:50:44.195,2017-08-15 08:55:24.624,Role 3
7,Create Request for Quotation,2017-08-15 08:55:24.624,2017-08-15 08:58:32.335,Role 3
6,Amend Request for Quotation,2017-08-15 08:54:16.276,2017-08-15 09:06:07.623,Role 1
4,Analyze Request for Quotation,2017-08-15 08:54:16.276,2017-08-15 09:10:20.724,Role 4
3,Create Quotation comparison Map,2017-08-15 07:01:35.13,2017-08-15 09:13:43.33,Role 4
4,Amend Request for Quotation,2017-08-15 09:10:20.724,2017-08-15 09:21:21.038,Role 1
7,Analyze Request for Quotation,2017-08-15 09:13:43.33,2017-08-15 09:31:51.085,Role 4
3,Analyze Quotation Comparison Map,2017-08-15 09:13:43.33,2017-08-15 09:36:08.088,Role 1
3,Choose best option,2017-08-15 09:36:08.088,2017-08-15 09:36:08.088,Role 1
7,Amend Request for Quotation,2017-08-15 09:31:51.085,2017-08-15 09:42:38.051,Role 1
6,Analyze Request for Quotation,2017-08-15 09:31:51.085,2017-08-15 09:48:38.009,Role 4
5,Send Request for Quotation to Supplier,2017-08-15 09:10:20.724,2017-08-15 09:59:07.19,Role 4
4,Analyze Request for Quotation,2017-08-15 09:48:38.009,2017-08-15 10:20:21.569,Role 4
0,Deliver Goods Services,2017-08-15 00:07:16.17,2017-08-15 10:44:40.542,Role 2
0,Release Purchase Order,2017-08-15 10:44:40.542,2017-08-15 10:45:40.542,Role 1
7,Analyze Request for Quotation,2017-08-15 10:20:21.569,2017-08-15 11:03:57.761,Role 4
6,Send Request for Quotation to Supplier,2017-08-15 11:03:57.761,2017-08-15 11:39:32.836,Role 4
8,Create Purchase Requisition,2017-08-15 12:09:34.631,2017-08-15 12:26:00.795,Role 1
1,Settle Conditions With Supplier,2017-08-14 23:43:29.931,2017-08-15 12:48:03.302,Role 4
8,Analyze Purchase Requisition,2017-08-15 12:26:00.795,2017-08-15 13:13:58.443,Role 3
8,Create Request for Quotation,2017-08-15 13:13:58.443,2017-08-15 13:16:33.171,Role 3
4,Send Request for Quotation to Supplier,2017-08-15 12:48:03.302,2017-08-15 13:17:59.649,Role 4
0,Approve Purchase Order for payment,2017-08-15 13:17:59.649,2017-08-15 13:18:59.649,Role 4
0,Send Invoice,2017-08-15 13:18:59.649,2017-08-15 13:18:59.649,Role 2
0,Release Supplier's Invoice,2017-08-15 13:18:59.649,2017-08-15 13:22:10.698,Role 5
0,Authorize Supplier's Invoice payment,2017-08-15 13:22:10.698,2017-08-15 13:22:10.698,Role 5
0,Pay Invoice,2017-08-15 13:22:10.698,2017-08-15 13:32:50.294,Role 5
7,Send Request for Quotation to Supplier,2017-08-15 13:18:59.649,2017-08-15 13:59:05.199,Role 4
6,Create Quotation comparison Map,2017-08-15 13:59:05.199,2017-08-15 16:07:41.346,Role 4
1,Create Purchase Order,2017-08-15 16:07:41.346,2017-08-15 16:14:26.33,Role 4
1,Confirm Purchase Order,2017-08-15 16:14:26.33,2017-08-15 16:24:11.51,Role 2
6,Analyze Quotation Comparison Map,2017-08-15 16:07:41.346,2017-08-15 16:35:20.725,Role 1
6,Choose best option,2017-08-15 16:35:20.725,2017-08-15 16:35:20.725,Role 1
5,Create Quotation comparison Map,2017-08-15 11:39:32.836,2017-08-15 16:35:55.221,Role 4
8,Analyze Request for Quotation,2017-08-15 16:14:26.33,2017-08-15 16:46:44.682,Role 4
