caseid,resource,processing,waiting,avg_process_time,avg_waiting_time,cycle_time,start_time
0,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[3148.711, 183.7, 147.338, 1571.834, 769.521, 12110.624, 1019.526, 0.0, 41801.133, 489.464, 1695.876, 92801.607, 60.0, 60.0, 0.0, 223.138, 0.0, 389.412]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3905.189, 0.0, 0.0, 0.0, 0.0]",8692.882444444445,216.95494444444444,160377.07300000003,2017-08-14 08:00:00
1,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5', 'Role 5']","[1459.48, 208.707, 133.607, 1035.764, 1379.582, 11133.84, 516.416, 0.0, 27648.519, 502.524, 1495.47, 78943.406, 60.0, 60.0, 0.0, 250.602, 1155.602, 0.0, 365.431]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 823.152, 0.0, 0.0, 0.0, 0.0, 0.0]",6649.944736842105,43.323789473684215,127172.102,2017-08-14 19:10:38.794000
2,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[571.796, 787.077, 153.586, 1252.75, 2134.683, 19117.422, 1649.246, 0.0, 51550.014, 716.755, 1368.746, 173195.223, 60.0, 60.0, 0.0, 387.098, 0.0, 872.966]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2679.108, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",14104.297888888887,148.83933333333334,256556.46999999997,2017-08-15 00:19:06.656000
3,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5', 'Role 5']","[3192.691, 111.831, 121.299, 589.839, 403.972, 2018.798, 965.129, 1516.805, 866.427, 934.519, 884.043, 1350.595, 682.886, 14480.063, 1407.77, 0.0, 44181.127, 663.719, 1846.868, 148901.694, 60.0, 60.0, 0.0, 295.491, 798.294, 0.0, 481.539]","[0.0, 0.0, 0.0, 0.0, 0.0, 353.334, 0.0, 0.0, 0.0, 0.0, 0.0, 50.647, 1471.514, 1656.24, 0.0, 0.0, 13162.908, 47.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8400.570333333333,620.0904814814814,243557.84199999998,2017-08-15 04:52:56.824000
4,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[1333.465, 284.878, 128.425, 595.046, 505.192, 842.79, 186.259, 732.755, 250.029, 800.523, 2405.214, 10695.115, 1298.2, 0.0, 40909.91, 439.324, 446.296, 167716.464, 60.0, 60.0, 0.0, 335.665, 0.0, 805.674]","[0.0, 0.0, 0.0, 0.0, 0.0, 1513.606, 0.0, 0.0, 0.0, 0.0, 0.0, 175.38, 0.0, 0.0, 4637.474, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9617.967666666667,263.6025,237157.684,2017-08-15 05:33:27.976000
5,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[1997.734, 176.388, 100.593, 1110.07, 526.684, 1471.514, 1656.24, 5935.674, 645.536, 0.0, 14570.678, 738.075, 1870.265, 95695.961, 60.0, 60.0, 0.0, 409.565, 0.0, 321.258]","[0.0, 0.0, 0.0, 605.655, 0.0, 648.531, 682.886, 5709.26, 0.0, 0.0, 2189.593, 16506.129, 0.0, 0.0, 0.0, 0.0, 1209.838, 0.0, 0.0, 0.0]",6367.311749999999,1377.5946,154898.12699999998,2017-08-15 07:09:31.098000
6,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[2563.243, 95.683, 208.579, 996.603, 761.839, 2243.617, 700.838, 1531.652, 831.26, 2067.552, 647.763, 1772.66, 1450.636, 14254.093, 581.44, 0.0, 32436.868, 542.669, 777.001, 168873.005, 60.0, 60.0, 0.0, 368.441, 0.0, 336.581]","[0.0, 0.0, 0.0, 23531.675, 0.0, 1637.421, 0.0, 767.897, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11557.595, 0.0, 0.0, 2561.885, 0.0, 0.0, 0.0, 0.0]",9006.231653846153,1540.6335769230768,274218.496,2017-08-15 14:26:04.050000
7,"['Role 1', 'Role 4', 'Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[2631.494, 215.838, 1975.443, 529.524, 211.531, 944.43, 571.389, 1468.735, 830.753, 1144.945, 609.484, 13346.997, 1819.211, 0.0, 34523.514, 676.542, 516.826, 13505.017, 60.0, 60.0, 0.0, 385.918, 0.0, 411.28]","[0.0, 0.0, 0.0, 0.0, 0.0, 16208.391, 0.0, 3127.058, 0.0, 700.899, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 657.001, 0.0, 0.0, 0.0]",3184.9529583333333,862.222875,97132.22,2017-08-15 15:59:47.612000
8,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[2745.692, 690.836, 91.89, 709.862, 866.389, 2324.081, 525.994, 1630.886, 613.595, 353.538, 580.032, 18829.863, 1638.446, 0.0, 34028.763, 360.517, 1329.838, 71070.848, 60.0, 60.0, 0.0, 356.782, 0.0, 841.376]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 942.617, 0.0, 0.0, 0.0, 1857.113, 0.0, 0.0, 0.0]",5821.217833333333,116.65541666666667,142508.958,2017-08-16 07:01:15.563000
9,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[2740.499, 268.249, 54.508, 722.565, 446.979, 1738.297, 431.008, 2468.006, 1261.558, 13822.856, 1135.734, 0.0, 35800.537, 650.064, 1977.113, 104162.162, 60.0, 60.0, 0.0, 399.89, 0.0, 556.749]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9518.847, 0.0, 0.0, 13343.493, 0.0, 0.0, 0.0, 0.0]",7670.762454545455,1039.1972727272728,191619.114,2017-08-17 01:59:09.543000
