caseid,task,start_timestamp,end_timestamp,resource
0,Create Purchase Requisition,2017-08-14 08:00:00.0,2017-08-14 08:12:37.558,Role 1
0,Analyze Purchase Requisition,2017-08-14 08:12:37.558,2017-08-14 08:24:30.628,Role 4
0,Create Request for Quotation,2017-08-14 08:24:30.628,2017-08-14 08:26:18.815,Role 4
0,Analyze Request for Quotation,2017-08-14 08:26:18.815,2017-08-14 08:38:20.168,Role 3
0,Send Request for Quotation to Supplier,2017-08-14 08:38:20.168,2017-08-14 09:09:47.23,Role 3
1,Create Purchase Requisition,2017-08-14 08:46:00.183,2017-08-14 09:35:34.561,Role 1
1,Analyze Purchase Requisition,2017-08-14 09:35:34.561,2017-08-14 09:42:09.337,Role 4
1,Create Request for Quotation,2017-08-14 09:42:09.337,2017-08-14 09:43:36.673,Role 4
1,Analyze Request for Quotation,2017-08-14 09:43:36.673,2017-08-14 09:56:03.624,Role 3
1,Send Request for Quotation to Supplier,2017-08-14 09:56:03.624,2017-08-14 10:15:32.337,Role 3
0,Create Quotation comparison Map,2017-08-14 09:09:47.23,2017-08-14 12:02:58.569,Role 3
0,Analyze Quotation Comparison Map,2017-08-14 12:02:58.569,2017-08-14 12:21:30.782,Role 1
0,Choose best option,2017-08-14 12:21:30.782,2017-08-14 12:21:30.782,Role 1
1,Create Quotation comparison Map,2017-08-14 10:15:32.337,2017-08-14 12:36:30.372,Role 3
1,Analyze Quotation Comparison Map,2017-08-14 12:36:30.372,2017-08-14 12:48:21.391,Role 1
1,Choose best option,2017-08-14 12:48:21.391,2017-08-14 12:48:21.391,Role 1
2,Create Purchase Requisition,2017-08-14 13:38:48.402,2017-08-14 13:52:31.297,Role 1
2,Analyze Purchase Requisition,2017-08-14 13:52:31.297,2017-08-14 13:55:35.295,Role 4
2,Create Request for Quotation,2017-08-14 13:55:35.295,2017-08-14 13:56:57.327,Role 4
2,Analyze Request for Quotation,2017-08-14 13:56:57.327,2017-08-14 14:25:21.732,Role 3
2,Send Request for Quotation to Supplier,2017-08-14 14:25:21.732,2017-08-14 14:36:37.553,Role 3
2,Create Quotation comparison Map,2017-08-14 14:36:37.553,2017-08-14 18:13:43.267,Role 3
2,Analyze Quotation Comparison Map,2017-08-14 18:13:43.267,2017-08-14 18:44:36.793,Role 1
2,Choose best option,2017-08-14 18:44:36.793,2017-08-14 18:44:36.793,Role 1
3,Create Purchase Requisition,2017-08-14 18:58:23.97,2017-08-14 19:04:59.03,Role 1
3,Analyze Purchase Requisition,2017-08-14 19:04:59.03,2017-08-14 19:18:38.911,Role 4
3,Create Request for Quotation,2017-08-14 19:18:38.911,2017-08-14 19:19:44.851,Role 4
4,Create Purchase Requisition,2017-08-14 19:41:57.107,2017-08-14 20:11:35.503,Role 1
4,Analyze Purchase Requisition,2017-08-14 20:11:35.503,2017-08-14 20:14:40.526,Role 4
4,Create Request for Quotation,2017-08-14 20:14:40.526,2017-08-14 20:15:51.196,Role 4
1,Settle Conditions With Supplier,2017-08-14 12:48:21.391,2017-08-14 22:08:49.862,Role 3
3,Analyze Request for Quotation,2017-08-14 22:08:49.862,2017-08-14 22:38:38.363,Role 3
5,Create Purchase Requisition,2017-08-14 22:24:59.131,2017-08-14 22:46:37.429,Role 1
5,Analyze Purchase Requisition,2017-08-14 22:46:37.429,2017-08-14 22:48:48.284,Role 4
3,Amend Request for Quotation,2017-08-14 22:38:38.363,2017-08-14 22:49:35.14,Role 1
5,Create Request for Quotation,2017-08-14 22:48:48.284,2017-08-14 22:50:31.86,Role 4
4,Analyze Request for Quotation,2017-08-14 22:38:38.363,2017-08-14 23:05:40.936,Role 3
4,Amend Request for Quotation,2017-08-14 23:05:40.936,2017-08-14 23:09:44.461,Role 1
1,Create Purchase Order,2017-08-14 23:05:40.936,2017-08-14 23:13:52.717,Role 3
1,Confirm Purchase Order,2017-08-14 23:13:52.717,2017-08-14 23:24:32.705,Role 2
3,Analyze Request for Quotation,2017-08-14 23:13:52.717,2017-08-14 23:31:22.561,Role 3
5,Analyze Request for Quotation,2017-08-14 23:31:22.561,2017-08-15 00:01:36.213,Role 3
4,Analyze Request for Quotation,2017-08-15 00:01:36.213,2017-08-15 00:15:46.459,Role 3
5,Amend Request for Quotation,2017-08-15 00:01:36.213,2017-08-15 00:22:18.72,Role 1
3,Send Request for Quotation to Supplier,2017-08-15 00:15:46.459,2017-08-15 00:32:07.191,Role 3
4,Send Request for Quotation to Supplier,2017-08-15 00:32:07.191,2017-08-15 00:47:49.266,Role 3
5,Analyze Request for Quotation,2017-08-15 00:47:49.266,2017-08-15 01:00:45.612,Role 3
5,Amend Request for Quotation,2017-08-15 01:00:45.612,2017-08-15 01:18:00.481,Role 1
0,Settle Conditions With Supplier,2017-08-14 12:21:30.782,2017-08-15 02:55:28.831,Role 3
6,Create Purchase Requisition,2017-08-15 03:31:18.89,2017-08-15 03:38:42.468,Role 1
6,Analyze Purchase Requisition,2017-08-15 03:38:42.468,2017-08-15 03:40:27.606,Role 4
6,Create Request for Quotation,2017-08-15 03:40:27.606,2017-08-15 03:41:46.896,Role 4
2,Settle Conditions With Supplier,2017-08-14 18:44:36.793,2017-08-15 03:50:24.238,Role 3
5,Analyze Request for Quotation,2017-08-15 03:50:24.238,2017-08-15 04:21:42.935,Role 3
0,Create Purchase Order,2017-08-15 04:21:42.935,2017-08-15 04:29:54.014,Role 3
5,Amend Request for Quotation,2017-08-15 04:21:42.935,2017-08-15 04:41:58.224,Role 1
6,Analyze Request for Quotation,2017-08-15 04:29:54.014,2017-08-15 04:46:03.209,Role 3
3,Create Quotation comparison Map,2017-08-15 01:00:45.612,2017-08-15 04:50:21.316,Role 3
0,Confirm Purchase Order,2017-08-15 04:29:54.014,2017-08-15 04:51:36.796,Role 2
2,Create Purchase Order,2017-08-15 04:46:03.209,2017-08-15 04:54:28.231,Role 3
3,Analyze Quotation Comparison Map,2017-08-15 04:50:21.316,2017-08-15 05:03:47.766,Role 1
3,Choose best option,2017-08-15 05:03:47.766,2017-08-15 05:03:47.766,Role 1
2,Confirm Purchase Order,2017-08-15 04:54:28.231,2017-08-15 05:06:50.876,Role 2
6,Send Request for Quotation to Supplier,2017-08-15 04:54:28.231,2017-08-15 05:10:52.379,Role 3
5,Analyze Request for Quotation,2017-08-15 04:50:21.316,2017-08-15 05:15:44.836,Role 3
7,Create Purchase Requisition,2017-08-15 05:10:08.827,2017-08-15 06:05:26.232,Role 1
7,Analyze Purchase Requisition,2017-08-15 06:05:26.232,2017-08-15 06:10:15.671,Role 4
7,Create Request for Quotation,2017-08-15 06:10:15.671,2017-08-15 06:11:45.318,Role 4
9,Create Purchase Requisition,2017-08-15 06:55:48.222,2017-08-15 07:14:57.92,Role 1
8,Create Purchase Requisition,2017-08-15 06:35:58.226,2017-08-15 07:30:00.01,Role 1
9,Analyze Purchase Requisition,2017-08-15 07:14:57.92,2017-08-15 07:31:04.036,Role 4
8,Analyze Purchase Requisition,2017-08-15 07:30:00.01,2017-08-15 07:32:15.606,Role 4
9,Create Request for Quotation,2017-08-15 07:31:04.036,2017-08-15 07:32:23.101,Role 4
8,Create Request for Quotation,2017-08-15 07:32:15.606,2017-08-15 07:34:40.057,Role 4
6,Create Quotation comparison Map,2017-08-15 05:15:44.836,2017-08-15 08:15:45.423,Role 3
4,Create Quotation comparison Map,2017-08-15 02:55:28.831,2017-08-15 08:26:53.613,Role 3
6,Analyze Quotation Comparison Map,2017-08-15 08:15:45.423,2017-08-15 08:36:31.879,Role 1
6,Choose best option,2017-08-15 08:36:31.879,2017-08-15 08:36:31.879,Role 1
7,Analyze Request for Quotation,2017-08-15 08:26:53.613,2017-08-15 08:38:16.827,Role 3
7,Amend Request for Quotation,2017-08-15 08:38:16.827,2017-08-15 08:45:14.619,Role 1
4,Analyze Quotation Comparison Map,2017-08-15 08:26:53.613,2017-08-15 08:52:09.122,Role 1
4,Choose best option,2017-08-15 08:52:09.122,2017-08-15 08:52:09.122,Role 1
5,Send Request for Quotation to Supplier,2017-08-15 08:15:45.423,2017-08-15 09:00:31.767,Role 3
9,Analyze Request for Quotation,2017-08-15 08:38:16.827,2017-08-15 09:11:26.484,Role 3
8,Analyze Request for Quotation,2017-08-15 09:00:31.767,2017-08-15 09:16:07.622,Role 3
8,Amend Request for Quotation,2017-08-15 09:16:07.622,2017-08-15 09:20:00.687,Role 1
7,Analyze Request for Quotation,2017-08-15 09:16:07.622,2017-08-15 09:47:23.886,Role 3
6,Settle Conditions With Supplier,2017-08-15 09:11:26.484,2017-08-15 16:20:01.437,Role 3
10,Create Purchase Requisition,2017-08-15 16:00:10.003,2017-08-15 16:20:25.439,Role 1
10,Analyze Purchase Requisition,2017-08-15 16:20:25.439,2017-08-15 16:24:55.614,Role 4
10,Create Request for Quotation,2017-08-15 16:24:55.614,2017-08-15 16:26:32.85,Role 4
3,Settle Conditions With Supplier,2017-08-15 05:10:52.379,2017-08-15 17:30:29.699,Role 3
11,Create Purchase Requisition,2017-08-15 17:24:25.88,2017-08-15 17:54:06.371,Role 1
9,Send Request for Quotation to Supplier,2017-08-15 17:30:29.699,2017-08-15 17:54:42.887,Role 3
8,Analyze Request for Quotation,2017-08-15 17:54:42.887,2017-08-15 18:15:14.122,Role 3
7,Send Request for Quotation to Supplier,2017-08-15 18:15:14.122,2017-08-15 18:25:12.214,Role 3
8,Amend Request for Quotation,2017-08-15 18:15:14.122,2017-08-15 18:25:31.964,Role 1
11,Analyze Purchase Requisition,2017-08-15 17:54:06.371,2017-08-15 18:27:25.825,Role 4
11,Create Request for Quotation,2017-08-15 18:27:25.825,2017-08-15 18:30:13.141,Role 4
6,Create Purchase Order,2017-08-15 18:25:12.214,2017-08-15 18:36:08.88,Role 3
6,Confirm Purchase Order,2017-08-15 18:36:08.88,2017-08-15 18:53:28.396,Role 2
10,Analyze Request for Quotation,2017-08-15 18:36:08.88,2017-08-15 18:59:41.444,Role 3
3,Create Purchase Order,2017-08-15 18:59:41.444,2017-08-15 19:11:24.992,Role 3
10,Amend Request for Quotation,2017-08-15 18:59:41.444,2017-08-15 19:17:22.079,Role 1
3,Confirm Purchase Order,2017-08-15 19:11:24.992,2017-08-15 19:42:48.917,Role 2
9,Create Quotation comparison Map,2017-08-15 19:11:24.992,2017-08-15 20:33:03.426,Role 3
9,Analyze Quotation Comparison Map,2017-08-15 20:33:03.426,2017-08-15 21:05:38.49,Role 1
9,Choose best option,2017-08-15 21:05:38.49,2017-08-15 21:05:38.49,Role 1
