caseid,resource,processing,waiting,avg_process_time,avg_waiting_time,cycle_time,start_time
0,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[757.558, 713.07, 108.187, 721.353, 1887.062, 10391.339, 1112.213, 0.0, 52438.049, 491.079, 1302.782, 156906.466, 60.0, 60.0, 0.0, 287.721, 0.0, 711.433]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5174.104, 0.0, 0.0, 0.0, 18635.214, 0.0, 292.325, 635.648, 498.304]",12663.79511111111,1401.9775,253183.90699999998,2017-08-14 08:00:00
1,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[2974.378, 394.776, 87.336, 746.951, 1168.713, 8458.035, 711.019, 0.0, 33628.471, 491.781, 639.988, 157038.26, 60.0, 60.0, 0.0, 245.175, 0.0, 635.648]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3411.074, 0.0, 0.0, 0.0, 37887.511, 0.0, 0.0, 371.268, 203.603]",11518.918388888887,2326.303111111111,249213.987,2017-08-14 08:46:00.183000
2,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[822.895, 183.998, 82.032, 1704.405, 675.821, 13025.714, 1853.526, 0.0, 32747.445, 505.022, 742.645, 114868.945, 60.0, 60.0, 0.0, 272.403, 0.0, 608.355]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3338.971, 0.0, 0.0, 0.0, 17783.935, 4334.194, 0.0, 0.0, 0.0]",9345.178111111112,1414.2833333333335,193670.306,2017-08-14 13:38:48.402000
3,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[395.06, 819.881, 65.94, 1788.501, 656.777, 1049.844, 980.732, 13775.704, 806.45, 0.0, 44377.32, 703.548, 1883.925, 49578.231, 60.0, 60.0, 0.0, 187.81, 0.0, 849.697]","[0.0, 0.0, 0.0, 10145.011, 0.0, 1457.577, 2663.898, 1718.421, 0.0, 0.0, 424.613, 5351.745, 0.0, 0.0, 0.0, 10249.647, 23994.17, 0.0, 0.0, 0.0]",5901.971,2800.2540999999997,174044.50199999998,2017-08-14 18:58:23.970000
4,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[1778.396, 185.023, 70.67, 1622.573, 243.525, 850.246, 942.075, 19884.782, 1515.509, 0.0, 41435.031, 612.824, 1440.38, 60616.669, 60.0, 60.0, 0.0, 371.268, 0.0, 498.304]","[0.0, 0.0, 0.0, 8567.167, 0.0, 3111.752, 980.732, 7659.565, 0.0, 0.0, 3314.764, 2010.549, 31785.913, 0.0, 0.0, 19833.224, 0.0, 65.175, 203.603, 635.648]",6609.3637499999995,3908.4046000000003,210355.367,2017-08-14 19:41:57.107000
5,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[1298.298, 130.855, 103.576, 1813.652, 1242.507, 776.346, 1034.869, 1878.697, 1215.289, 1523.52, 2686.344, 17859.265, 1600.367, 0.0, 34994.266, 493.481, 802.16, 27416.903, 60.0, 60.0, 0.0, 135.002, 0.0, 793.887]","[0.0, 0.0, 0.0, 2450.701, 0.0, 1530.546, 0.0, 9143.757, 0.0, 503.092, 10800.587, 26369.67, 0.0, 0.0, 1758.945, 4980.771, 747.903, 11241.226, 0.0, 32161.752, 0.0, 0.0, 337.323, 84.118]",4079.9701666666665,4254.599625,200029.675,2017-08-14 22:24:59.131000
6,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[443.578, 105.138, 79.29, 969.195, 984.148, 10800.587, 1246.456, 0.0, 25714.953, 656.666, 1039.516, 43079.807, 60.0, 60.0, 0.0, 408.227, 0.0, 344.812]","[0.0, 0.0, 0.0, 2887.118, 505.022, 292.457, 0.0, 0.0, 2094.605, 7510.777, 0.0, 0.0, 0.0, 8786.848, 1241.384, 0.0, 0.0, 0.0]",4777.3540555555555,1295.4561666666668,109310.584,2017-08-15 03:31:18.890000
7,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[3317.405, 289.439, 89.647, 683.214, 417.792, 1876.264, 598.092, 17658.385, 641.787, 0.0, 28799.518, 474.137, 606.985, 81311.945, 60.0, 60.0, 0.0, 206.21, 0.0, 475.707]","[0.0, 0.0, 0.0, 8108.295, 0.0, 1853.003, 30470.236, 7671.212, 0.0, 0.0, 5652.017, 21075.897, 6625.798, 0.0, 0.0, 4101.393, 22899.161, 0.0, 0.0, 0.0]",6878.3263499999985,5422.8506,246023.53899999996,2017-08-15 05:10:08.827000
8,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 1', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[3241.784, 135.596, 144.451, 935.855, 233.065, 1231.235, 617.842, 561.539, 348.808, 717.724, 488.789, 1397.738, 2295.919, 7486.537, 1233.161, 0.0, 34321.722, 678.052, 1751.974, 70107.896, 60.0, 60.0, 0.0, 413.369, 0.0, 346.947]","[0.0, 0.0, 0.0, 5151.71, 0.0, 30882.2, 0.0, 10328.738, 0.0, 1731.241, 0.0, 14358.8, 19858.868, 4950.13, 0.0, 0.0, 18042.187, 8704.611, 0.0, 0.0, 0.0, 5541.737, 1263.634, 0.0, 0.0, 0.0]",4954.230884615384,4646.68676923077,249623.859,2017-08-15 06:35:58.226000
9,"['Role 1', 'Role 4', 'Role 4', 'Role 3', 'Role 3', 'Role 3', 'Role 1', 'Role 1', 'Role 3', 'Role 3', 'Role 2', 'Role 2', 'Role 1', 'Role 3', 'Role 2', 'Role 5', 'Role 5', 'Role 5']","[1149.698, 966.116, 79.065, 1989.657, 1453.188, 4898.434, 1955.064, 0.0, 19617.554, 383.577, 689.287, 48123.556, 60.0, 60.0, 0.0, 337.323, 0.0, 727.533]","[0.0, 0.0, 0.0, 3953.726, 29943.215, 4602.105, 0.0, 0.0, 2379.571, 18399.563, 3828.393, 802.16, 0.0, 22756.325, 0.0, 75.002, 84.118, 793.887]",4582.780666666667,4867.670277777778,170108.117,2017-08-15 06:55:48.222000
