,0,avg_costxhour,costxhour,dif_timestamp,idTask,lenRole,quantity,resource,role,roleID,role_ID,schedule,task
0,Activity table: Activities grouped by K frequent resources,,,,,,,,,,,,
0,,0.0,,,6.0,1.0,[32  0  0  0],['NOT_SET'],Role 1,,Role_1,,DIGITURNO
1,,7.0,,,10.0,4.0,[ 3  4 17  4],"['238', '19', '2', '177']",Role 2,,Role_2,,TRIAGE
2,,9.25,,,12.0,4.0,[ 3  3 12  2],"['106', '23', 'NOT_SET', '338']",Role 3,,Role_3,,INGRESOADMISION
3,,11.5,,,11.0,4.0,[68 68 85 60],"['76', '68', '49', '264']",Role 4,,Role_4,,Folio
4,,0.0,,,9.0,1.0,[43  0  0  0],['NOT_SET'],Role 5,,Role_5,,ATENCIONCONSULTA
5,,0.0,,,1.0,1.0,[34  0  0  0],['NOT_SET'],Role 6,,Role_6,,HOSPITALIZACIONADMISION
6,,0.0,,,5.0,1.0,[39  0  0  0],['NOT_SET'],Role 7,,Role_7,,EGRESOADMISION
7,,10.0,,,2.0,4.0,[2 2 2 2],"['245', '162', '187', '142']",Role 8,,Role_8,,SALIDAEGRESO
8,,0.0,,,3.0,1.0,[40  0  0  0],['NOT_SET'],Role 9,,Role_9,,SALIDAURGENCIAS
9,,0.0,,,4.0,1.0,[43  0  0  0],['NOT_SET'],Role 10,,Role_10,,FACTURACIONADMISION
10,,10.0,,,7.0,1.0,[1 0 0 0],['295'],Role 11,,Role_11,,ANULACIONADMISION
11,,0.0,,,8.0,1.0,[4 0 0 0],['NOT_SET'],Role 12,,Role_12,,MUERTEEGRESO
12,,8.0,,,0.0,1.0,[1 0 0 0],['342'],Role 13,,Role_13,,REGISTROINFURGENCIA
0,,0.0,0.0,20849.0,,,,NOT_SET,Role 1,Role_1,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
1,,7.0,6.0,1623.0,,,,238,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
2,,7.0,4.0,1171.0,,,,19,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
3,,7.0,2.0,8181.0,,,,2,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
4,,7.0,16.0,3455.0,,,,177,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
5,,9.25,18.0,0.0,,,,106,Role 3,Role_3,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
6,,9.25,16.0,0.0,,,,23,Role 3,Role_3,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
7,,9.25,0.0,20849.0,,,,NOT_SET,Role 3,Role_3,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
8,,9.25,3.0,0.0,,,,338,Role 3,Role_3,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
9,,11.5,12.0,61882.0,,,,76,Role 4,Role_4,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
10,,11.5,19.0,55534.0,,,,68,Role 4,Role_4,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
11,,11.5,6.0,96877.0,,,,49,Role 4,Role_4,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
12,,11.5,9.0,71926.0,,,,264,Role 4,Role_4,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}",
